,Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,55727,47437,42820,50850,52339,60466,94612,85691,51003,84505,41200,137980,69900,106999,-,77617,82559,120445,66927,92806,Upgrade
1,Short-Term Investments,430052,450115,300626,319326,268000,286161,229000,250051,238677,250000,282000,278000,270000,192000,-,163500,156500,140500,189000,186000,Upgrade
2,Trading Asset Securities,6696,8017,5897,3619,7528,9429,7531,-,-,-,14060,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,492475,505570,349343,373795,327867,356057,331142,335742,289680,334505,337261,415980,339900,298999,-,241117,239059,260945,255927,278806,Upgrade
4,Cash Growth,50.21%,41.99%,5.50%,11.33%,13.18%,6.44%,-1.81%,-19.29%,-14.77%,11.88%,-,72.52%,42.18%,14.58%,-,-13.52%,9.19%,1.93%,5.60%,5.56%,Upgrade
5,Accounts Receivable,5862,14677,10786,12030,13574,14141,14529,13683,13955,15294,30156,36085,43810,61796,-,12659,9919,15947,32064,40142,Upgrade
6,Other Receivables,11631,8212,7073,12660,10038,12189,6363,13191,9728,9867,5321,8460,4991,6920,-,30805,5407,19469,7043,19610,Upgrade
7,Receivables,20592,22889,22859,24690,23612,26330,20892,26874,40683,25161,36477,44545,49801,73717,-,44463,16326,35416,40107,59752,Upgrade
8,Inventory,-,67.65,986.02,3654,3371,4678,3601,1548,1409,1387,1409,11300,11401,11391,-,1719,1613,1387,111345,111949,Upgrade
9,Prepaid Expenses,114.91,4416,8966,78.9,108.49,866.03,2422,1667,60,1574,2800,3557,419.89,1523,-,3608,564.08,1490,1999,87,Upgrade
10,Other Current Assets,2433,1158,5907,20731,23072,7875,12683,10971,11054,23477,13137,980.16,5403,5026,-,7572,5134,2200,16131,5985,Upgrade
11,Total Current Assets,515615,534101,388061,422950,378031,395806,370740,376802,342886,386104,391084,476362,406924,390655,-,298478,262696,301439,425510,456578,Upgrade
12,"Property, Plant & Equipment",159854,160244,161266,144786,144875,140447,140912,138242,135314,134632,133966,134134,132510,133207,-,135939,146886,137062,24925,21134,Upgrade
13,Long-Term Investments,156465,156465,255785,254264,288454,281246,263431,270787,271945,262090,265515,197515,222218,239091,-,281157,266728,266728,236024,235824,Upgrade
14,Other Intangible Assets,-,-,-,-,-,3,12,21,30,39,48,57,66,75,-,99.39,25.56,44.72,63.89,83.06,Upgrade
15,Long-Term Accounts Receivable,-,-,-,-,4574,4574,4574,4574,9603,9603,-,-,-,13000,-,13000,13000,13000,-,-,Upgrade
16,Long-Term Deferred Tax Assets,427.96,427.96,427.96,984.3,2333,2333,2333,2333,2333,2333,2333,2333,2333,2333,-,5529,5717,2333,2333,2333,Upgrade
17,Other Long-Term Assets,350784,360789,368619,385944,377962,389400,402123,415007,417497,411970,408203,418846,421374,432177,-,434534,412564,452915,426742,411838,Upgrade
18,Total Assets,1183147,1212026,1174158,1208928,1196229,1213809,1184125,1207765,1179609,1206771,1201150,1229248,1185424,1210538,-,1168736,1107618,1173522,1115598,1127791,Upgrade
19,Accounts Payable,2694,2460,3073,2148,3176,2000,3785,2252,10260,10020,1125,1295,8910,5871,-,8454,13162,3855,8288,975.37,Upgrade
20,Accrued Expenses,54211,74501,65443,59115,54425,65790,64497,65504,45881,55575,55494,57482,41252,57455,-,52842,36187,56290,44572,48838,Upgrade
21,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2604,-,-,-,-,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,5117,4957,4957,4957,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,-,2168,-,1751,775.26,-,856.44,3672,4064,4357,11824,14601,3653,4130,-,11584,4668,23785,8819,4498,Upgrade
24,Current Unearned Revenue,2358,5864,3721,8648,7311,6313,3955,4741,3755,4728,2377,2999,3807,4616,-,3074,3860,4646,2189,3641,Upgrade
25,Other Current Liabilities,30184,29620,27340,42959,14962,12714,24546,35849,24233,26211,18384,18099,12553,16083,-,14626,13377,13898,44058,47108,Upgrade
26,Total Current Liabilities,89447,114613,99576,114622,80649,86816,97639,112018,88193,100892,94321,99434,75134,93113,-,93183,71255,102474,107926,105060,Upgrade
27,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,13794,15035,16276,17517,-,7766,-,-,-,-,Upgrade
28,Long-Term Unearned Revenue,107188,107188,108760,107676,109248,109248,111951,111510,112641,112200,114904,114463,114021,113580,-,115843,115401,114960,117343,117433,Upgrade
29,Other Long-Term Liabilities,153514,146917,150082,156787,175071,174560,158734,156377,150058,148241,157698,157663,161834,160842,-,162228,168455,161663,138701,138251,Upgrade
