,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,224,349,349,415,426,317,317,377,590,699,797,Upgrade
1,Market Cap Growth,-15.79%,-15.79%,-17.95%,31.03%,34.48%,-15.94%,-46.30%,-46.09%,-26.03%,-4.48%,-27.13%,Upgrade
2,Enterprise Value,548,651,643,721,710,620,638,703,899,950,990,Upgrade
3,Last Close Price,0.20,0.32,0.32,0.38,0.39,0.29,0.29,0.34,0.54,0.64,0.73,Upgrade
4,PE Ratio,-,-,-,-,-,-,-26.58,-,-,-,-,Upgrade
5,Forward PE,-,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,Upgrade
6,PS Ratio,2.59,4.04,3.77,4.47,5.23,2.66,2.63,3.84,4.94,4.68,4.52,Upgrade
7,PB Ratio,1.13,1.76,1.67,1.88,1.77,1.15,1.05,1.28,1.84,2.08,2.36,Upgrade
8,P/TBV Ratio,1.76,1.76,1.67,1.88,1.78,1.14,1.05,1.28,1.85,2.10,2.40,Upgrade
9,P/FCF Ratio,-,-,62.17,-152.59,-,8.59,13.39,-,-,-4.92,-,Upgrade
10,P/OCF Ratio,-,-,55.59,281.09,-,8.51,13.20,-,-,33.32,47.87,Upgrade
11,EV/Sales Ratio,6.33,7.53,6.94,7.77,8.71,5.21,5.29,7.18,7.53,6.36,5.62,Upgrade
12,EV/EBITDA Ratio,-,-,-,-63.55,-,-,-187.88,-,-,-,-,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,-40.30,-,-,-,-,Upgrade
14,EV/FCF Ratio,-49.03,-,114.37,-265.13,-,16.81,26.98,-,-,-6.69,-,Upgrade
15,Debt / Equity Ratio,1.71,1.71,1.53,1.36,1.33,1.08,1.06,1.15,1.08,0.96,0.77,Upgrade
16,Debt / FCF Ratio,-,-,57.13,-110.63,-,8.08,13.57,-,-,-2.28,-,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,-,-,-,-3.15%,-,-,-,-,Upgrade
18,Earnings Yield,-20.16%,-12.92%,-10.51%,-8.61%,-11.62%,-5.98%,-3.76%,-10.06%,-5.42%,-5.60%,-2.48%,Upgrade
19,FCF Yield,-4.99%,-3.20%,1.61%,-0.66%,-0.89%,11.64%,7.47%,-19.80%,-9.02%,-20.31%,-18.34%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.00%,0.17%,0.35%,Upgrade,
21,Total Shareholder Return,-,-,-,-,-,-,-,0.00%,0.17%,0.35%,Upgrade,
