,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,46.21,40.3,52.32,40.47,40.99,77.85,42.7,55.31,64.13,85.26,Upgrade
1,Revenue Growth (YoY),-11.67%,-0.43%,27.65%,-48.01%,-4.01%,40.75%,-33.42%,-35.13%,-29.49%,-4.53%,Upgrade
2,Cost of Revenue,16.2,15.49,19.72,21.16,21.47,28.98,22.5,23.21,27.44,35.05,Upgrade
3,Gross Profit,30.01,24.81,32.6,19.32,19.52,48.87,20.2,32.1,36.69,50.21,Upgrade
4,"Selling, General & Admin",43.12,42.84,36.7,36.29,39.37,42.91,42,51.23,46.74,54.39,Upgrade
5,Operating Expenses,43.12,42.84,36.7,36.29,39.37,42.91,42,51.23,46.74,54.39,Upgrade
6,Operating Income,-13.11,-18.03,-4.1,-16.97,-19.85,5.97,-21.8,-19.13,-10.05,-4.18,Upgrade
7,Interest Expense,-8.57,-8.4,-7.9,-7.92,-6.14,-6.29,-6.56,-6.49,-4.55,-3.2,Upgrade
8,Interest & Investment Income,0.04,0.02,0.06,0.73,0.03,0.07,0.06,0.04,0.05,-,Upgrade
9,Currency Exchange Gain (Loss),-0.49,-0.59,-1.18,-0.84,-0.43,-0.78,0.4,0.15,-0.15,0.64,Upgrade
10,Other Non Operating Income (Expenses),1.14,-0.81,0.93,-1.5,3.66,7.06,0.91,-0.14,2.88,0.58,Upgrade
11,EBT Excluding Unusual Items,-21,-27.81,-12.18,-26.5,-22.72,6.03,-27,-25.56,-11.81,-6.16,Upgrade
12,Gain (Loss) on Sale of Investments,1.77,4.73,1.95,-0.62,-0.66,1.23,-0.71,0.77,-0.15,-0.99,Upgrade
13,Gain (Loss) on Sale of Assets,-,-0,-,-0,-0.01,-0.3,9.79,-,-,-3.14,Upgrade
14,Asset Writedown,-,-4.98,-,-0.75,-0.64,-0.72,-,0.01,-,-20.89,Upgrade
15,Other Unusual Items,-,1.5,-,2.67,-,-,0.26,0.07,-,0.19,Upgrade
16,Pretax Income,-19.23,-26.56,-10.23,-25.2,-24.02,6.24,-17.65,-24.71,-11.97,-30.99,Upgrade
17,Income Tax Expense,0.01,-0.62,0.23,-0.27,0.22,1.44,0.25,-0.08,0.25,1.34,Upgrade
18,Earnings From Continuing Operations,-19.24,-25.94,-10.46,-24.93,-24.24,4.8,-17.91,-24.63,-12.21,-32.32,Upgrade
19,Minority Interest in Earnings,0.37,-0.32,0.01,-0.34,0.02,0.5,0.69,3.96,0.94,4.49,Upgrade
20,Net Income,-18.87,-26.26,-10.45,-25.27,-24.22,5.3,-17.21,-20.67,-11.28,-27.84,Upgrade
21,Net Income to Common,-18.87,-26.26,-10.45,-25.27,-24.22,5.3,-17.21,-20.67,-11.28,-27.84,Upgrade
22,Shares Outstanding (Basic),1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,Upgrade
23,Shares Outstanding (Diluted),1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,Upgrade
24,Shares Change (YoY),-,-,-,-,-,-,-,-0.00%,-0.17%,-0.35%,Upgrade
25,EPS (Basic),-0.02,-0.02,-0.01,-0.02,-0.02,0.00,-0.02,-0.02,-0.01,-0.03,Upgrade
26,EPS (Diluted),-0.02,-0.02,-0.01,-0.02,-0.02,0.00,-0.02,-0.02,-0.01,-0.03,Upgrade
27,Free Cash Flow,-11.18,0,5.62,-8.34,4.54,32.31,-8.66,-65.94,12.77,-154.66,Upgrade
28,Free Cash Flow Per Share,-0.01,0.00,0.01,-0.01,0.00,0.03,-0.01,-0.06,0.01,-0.14,Upgrade
29,Operating Margin,-28.37%,-44.74%,-7.84%,-41.93%,-48.44%,7.66%,-51.06%,-34.58%,-15.67%,-4.90%,Upgrade
30,Profit Margin,-40.84%,-65.15%,-19.97%,-62.43%,-59.10%,6.81%,-40.31%,-37.37%,-17.59%,-32.65%,Upgrade
31,Free Cash Flow Margin,-24.18%,0.01%,10.73%,-20.59%,11.08%,41.51%,-20.29%,-119.21%,19.92%,-181.39%,Upgrade
32,EBITDA,-6.4,-16.53,4.44,-15.78,-10.19,11.76,-15.15,-14.15,-4.13,-5.65,Upgrade
33,D&A For EBITDA,6.71,1.5,8.54,1.19,9.66,5.79,6.65,4.98,5.93,-1.47,Upgrade
34,EBIT,-13.11,-18.03,-4.1,-16.97,-19.85,5.97,-21.8,-19.13,-10.05,-4.18,Upgrade
