,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,20281087,19988572,21548655,25936390,33639303,33249282,30421631,28959052,24766328,27301464,165540890,145262619,154626748,175668340,150307773,178306280,79777889,65094830,62048245,59626759,50319167,Upgrade
1,Market Cap Growth,-39.88%,-39.88%,-29.17%,-10.44%,35.83%,21.79%,-81.62%,-80.06%,-83.98%,-84.46%,10.13%,-18.53%,93.82%,169.87%,142.24%,199.04%,58.54%,12.84%,4.52%,7.52%,-3.08%,Upgrade
2,Enterprise Value,87019403,82695756,85831207,88232000,95158011,95980037,95229422,93556171,87946502,84853091,224023093,204232595,203814888,222395061,195155886,216432860,122803194,105570100,95769937,92241959,80276470,Upgrade
3,Last Close Price,10400.00,10250.00,11050.00,13300.00,17250.00,17050.00,15600.00,14850.00,12700.00,14000.00,84900.00,74500.00,80100.00,91000.00,77862.60,92366.41,45292.01,36716.06,35547.82,34212.69,28872.18,Upgrade
4,PE Ratio,-,-,-8.11,-,-,54.91,-43.19,-,-,12.63,58.36,45.46,41.05,54.48,50.31,39.07,19.30,16.61,10.98,15.61,14.61,Upgrade
5,Forward PE,-,4.51,4.51,4.51,4.51,4.51,4.51,4.51,3.28,3.90,22.98,23.58,29.24,35.05,33.46,31.20,19.33,15.65,17.83,19.27,15.20,Upgrade
6,PS Ratio,2.24,2.20,3.41,4.82,6.94,6.99,5.09,3.54,2.53,2.45,13.26,11.65,12.52,11.79,13.03,17.12,9.30,12.95,11.97,13.10,7.21,Upgrade
7,PB Ratio,0.54,0.42,0.53,0.68,0.75,0.73,0.69,0.66,0.56,0.61,3.71,3.27,3.56,4.27,3.71,4.47,2.11,2.04,1.99,2.43,2.04,Upgrade
8,P/TBV Ratio,0.57,0.57,0.70,0.94,0.99,0.97,0.93,0.90,0.76,0.83,5.10,4.53,5.03,5.89,5.22,6.36,3.10,3.28,3.34,3.61,3.17,Upgrade
