,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,701.52,1003,714.18,729.17,809.07,595.81,837.13,866.77,482.8,785.9,746.84,730.11,761.71,739.73,610.02,626.72,635.06,527.13,459.98,612.75,Upgrade
1,Other Revenue,-44.07,44.07,-,54.48,-21.62,21.62,-,57.93,-66.37,66.37,-,65.47,-26.67,26.67,-,31.89,-31.39,31.39,-,83.82,Upgrade
2,Revenue,657.45,1048,714.18,783.65,787.45,617.43,837.13,924.7,416.44,852.27,746.84,795.58,735.04,766.39,610.02,658.61,603.66,558.53,459.98,696.57,Upgrade
3,Revenue Growth (YoY),-16.51%,69.66%,-14.69%,-15.25%,89.09%,-27.55%,12.09%,16.23%,-43.35%,11.21%,22.43%,20.80%,21.76%,37.22%,32.62%,-5.45%,4.25%,-14.15%,-25.70%,-,Upgrade
4,Cost of Revenue,600.08,931.15,655.62,733.88,725.07,639.33,746.22,871.81,408,710.24,659.93,730.68,629.03,664.67,551.68,588.66,538.99,541.01,424.26,642.13,Upgrade
5,Gross Profit,57.36,116.36,58.56,49.77,62.38,-21.9,90.91,52.89,8.44,142.03,86.91,64.9,106.02,101.72,58.34,69.95,64.67,17.52,35.72,54.45,Upgrade
6,"Selling, General & Admin",43.34,36.55,43.14,61.65,41.21,37.43,53.83,48.92,46.82,40.78,38.61,53.72,38.39,29.09,40.35,58.33,35.19,20.8,39.96,65.64,Upgrade
7,Research & Development,0.61,0.86,-,0.34,0.7,0.71,0.08,-0.04,1.72,0.95,0.03,0.02,0.02,0.02,0.03,0.08,0.08,0.04,0.04,-0.71,Upgrade
8,Other Operating Expenses,-0.28,4.04,1.79,4.48,0.84,1.62,1.46,14.64,0.41,-0.3,-2.73,9.58,1.33,2.28,0.15,20.85,1.31,-8.57,0.87,9.5,Upgrade
9,Operating Expenses,43.76,41.54,45.19,65.94,43.28,40.23,54.95,63.39,48.85,40.63,37.25,60.75,42.09,31.01,41,78.93,36.48,12.6,41.41,71.41,Upgrade
10,Operating Income,13.6,74.82,13.37,-16.17,19.11,-62.14,35.96,-10.5,-40.41,101.4,49.67,4.15,63.92,70.7,17.34,-8.99,28.19,4.92,-5.7,-16.97,Upgrade
11,Interest Expense,-14.17,-13.96,-16.26,-14.06,-14.37,-14.67,-17.06,-15.24,-18.11,-17.78,-17.45,-19.38,-17.25,-17.47,-18.53,-23.76,-23.92,-35.57,-23.17,-24.23,Upgrade
12,Interest & Investment Income,0.47,0.37,0.42,0.56,0.67,0.37,0.42,0.86,34.26,0.39,0.33,0.03,0.98,0.38,0.19,1.73,-,-,12.9,28.7,Upgrade
13,Earnings From Equity Investments,-,0.15,-0.15,-,-,-,-,-,-,-,-,-,-,0,-0,-,-,-,-,-,Upgrade
14,Currency Exchange Gain (Loss),-0.01,0.01,-,-0.06,0.04,-0.04,-,0.08,-0.05,0.05,-,-0.02,0.01,-0.01,-,-0.07,-0.01,0.01,-,0.02,Upgrade
15,Other Non Operating Income (Expenses),0.5,-0.26,-0.07,0.17,0.21,0.24,0.67,-4.9,6.96,-2.31,0.17,0.51,-0.43,-2.12,0.34,-3.33,0.91,0.54,0.18,-4.22,Upgrade
16,EBT Excluding Unusual Items,0.39,61.13,-2.69,-29.56,5.65,-76.24,19.99,-29.7,-17.35,81.75,32.73,-14.72,47.24,51.48,-0.66,-34.42,5.16,-30.09,-15.79,-16.7,Upgrade
17,Gain (Loss) on Sale of Investments,-35.66,-0.2,-,-0.32,-,-,-,-,-,-,-,-0.21,-,-,-,-1907,-229.35,-29.99,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,0.32,0.47,0.06,-0.47,0.24,0.47,-0.05,-1.78,0.8,-0.25,0.59,17.54,24.4,135.28,36.91,-20.84,-4.04,1.42,0.38,0.7,Upgrade
19,Asset Writedown,-0.63,2.26,-2.26,7.95,-7.95,1.36,-1.36,2.26,-2.26,0.58,-0.72,1.39,-1.39,-,-,-0.49,0.49,-,-,-6.15,Upgrade
20,Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-16.92,-,-,-,-,Upgrade
21,Other Unusual Items,-1.45,0.65,0.81,4.24,-,-,-,6.67,-,-,-,8.58,-,-,-,35.44,-,-,-,32.54,Upgrade
22,Pretax Income,-37.03,64.3,-4.09,-18.16,-2.05,-74.41,18.58,-22.54,-18.81,82.09,32.6,12.58,70.25,186.76,36.25,-1945,-227.73,-58.67,-15.41,10.39,Upgrade
23,Income Tax Expense,0.02,0.49,1.38,8.67,0.39,1.18,9.51,13.03,-,0.05,-,0.23,-0.31,0.08,-0.02,-0.14,-,-,-,0.01,Upgrade
24,Earnings From Continuing Operations,-37.05,63.82,-5.47,-26.83,-2.45,-75.59,9.07,-35.57,-18.81,82.04,32.6,12.35,70.55,186.69,36.27,-1945,-227.73,-58.67,-15.41,10.38,Upgrade
25,Minority Interest in Earnings,-,-,-0,-0.01,-0.01,-0,-0.02,-0.02,-0.01,-0.04,-0.03,-0.02,-0.04,-0.01,-0.01,-0.15,-0.03,0.05,0.12,0.42,Upgrade
26,Net Income,-37.05,63.82,-5.47,-26.84,-2.46,-75.59,9.05,-35.59,-18.81,82,32.57,12.33,70.51,186.68,36.26,-1945,-227.76,-58.62,-15.29,10.8,Upgrade
27,Net Income to Common,-37.05,63.82,-5.47,-26.84,-2.46,-75.59,9.05,-35.59,-18.81,82,32.57,12.33,70.51,186.68,36.26,-1945,-227.76,-58.62,-15.29,10.8,Upgrade
28,Net Income Growth,-,-,-,-,-,-,-72.23%,-,-,-56.08%,-10.18%,-,-,-,-,-,-,-,-,-,Upgrade
29,Shares Outstanding (Basic),2018,2038,2027,2034,2018,2060,2010,2031,2036,2027,2036,2030,2032,2027,2037,2033,2033,2022,2039,2034,Upgrade
30,Shares Outstanding (Diluted),2018,2038,2027,2034,2018,2060,2010,2031,2036,2027,2036,2030,2032,2027,2037,2033,2033,2022,2039,2034,Upgrade
31,Shares Change (YoY),0.01%,-1.05%,0.87%,0.16%,-0.89%,1.62%,-1.25%,0.02%,0.21%,-0.02%,-0.08%,-0.15%,-0.06%,0.25%,-0.08%,-0.05%,0.25%,-0.32%,0.32%,1.56%,Upgrade
32,EPS (Basic),-0.02,0.03,-0.00,-0.01,-0.00,-0.04,0.00,-0.02,-0.01,0.04,0.02,0.01,0.03,0.09,0.02,-0.96,-0.11,-0.03,-0.01,0.01,Upgrade
33,EPS (Diluted),-0.02,0.03,-0.00,-0.01,-0.00,-0.04,0.00,-0.02,-0.01,0.04,0.02,0.01,0.03,0.09,0.02,-0.96,-0.11,-0.03,-0.01,0.01,Upgrade
34,EPS Growth,-,-,-,-,-,-,-71.88%,-,-,-56.07%,-10.11%,-,-,-,-,-,-,-,-,-,Upgrade
35,Free Cash Flow,38.51,51.87,41.81,17.23,-8.22,22.21,-78.02,73.02,194.67,-4.69,-9.6,19.53,13.94,37.49,-33.61,-122.11,-24.28,36.25,18.54,8.41,Upgrade
36,Free Cash Flow Per Share,0.02,0.03,0.02,0.01,-0.00,0.01,-0.04,0.04,0.10,-0.00,-0.00,0.01,0.01,0.02,-0.02,-0.06,-0.01,0.02,0.01,0.00,Upgrade
37,Gross Margin,8.73%,11.11%,8.20%,6.35%,7.92%,-3.55%,10.86%,5.72%,2.03%,16.66%,11.64%,8.16%,14.42%,13.27%,9.56%,10.62%,10.71%,3.14%,7.76%,7.82%,Upgrade
38,Operating Margin,2.07%,7.14%,1.87%,-2.06%,2.43%,-10.06%,4.30%,-1.14%,-9.70%,11.90%,6.65%,0.52%,8.70%,9.23%,2.84%,-1.36%,4.67%,0.88%,-1.24%,-2.44%,Upgrade
39,Profit Margin,-5.64%,6.09%,-0.77%,-3.43%,-0.31%,-12.24%,1.08%,-3.85%,-4.52%,9.62%,4.36%,1.55%,9.59%,24.36%,5.94%,-295.27%,-37.73%,-10.50%,-3.32%,1.55%,Upgrade
40,Free Cash Flow Margin,5.86%,4.95%,5.85%,2.20%,-1.04%,3.60%,-9.32%,7.90%,46.75%,-0.55%,-1.29%,2.45%,1.90%,4.89%,-5.51%,-18.54%,-4.02%,6.49%,4.03%,1.21%,Upgrade
41,EBITDA,36.42,97.91,36.18,6.65,42.61,-39.09,59.46,13,-15.86,124.64,74.23,28.71,87.71,94.15,41.12,14.8,52.39,28.07,18.5,7.23,Upgrade
42,EBITDA Margin,5.54%,9.35%,5.07%,0.85%,5.41%,-6.33%,7.10%,1.41%,-3.81%,14.62%,9.94%,3.61%,11.93%,12.28%,6.74%,2.25%,8.68%,5.03%,4.02%,1.04%,Upgrade
43,D&A For EBITDA,22.82,23.09,22.82,22.82,23.5,23.04,23.5,23.5,24.56,23.24,24.56,24.56,23.78,23.44,23.78,23.78,24.2,23.15,24.2,24.2,Upgrade
44,EBIT,13.6,74.82,13.37,-16.17,19.11,-62.14,35.96,-10.5,-40.41,101.4,49.67,4.15,63.92,70.7,17.34,-8.99,28.19,4.92,-5.7,-16.97,Upgrade
45,EBIT Margin,2.07%,7.14%,1.87%,-2.06%,2.43%,-10.06%,4.30%,-1.14%,-9.70%,11.90%,6.65%,0.52%,8.70%,9.23%,2.84%,-1.36%,4.67%,0.88%,-1.24%,-2.44%,Upgrade
46,Effective Tax Rate,-,0.76%,-,-,-,-,51.20%,-,-,0.06%,-,1.86%,-,0.04%,-,-,-,-,-,0.05%,Upgrade
47,Revenue as Reported,657.45,1048,714.18,783.65,787.45,617.43,837.13,924.7,416.44,852.27,746.84,795.58,735.04,766.39,610.02,658.61,603.66,558.53,459.98,696.57,Upgrade
