,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,127,134,69,197,176,209,136,135,96,131,151,Upgrade
1,Market Cap Growth,-32.02%,-32.02%,-61.01%,-5.82%,29.27%,54.92%,41.38%,3.39%,-36.03%,-18.62%,-0.79%,Upgrade
2,Enterprise Value,285,283,206,325,301,237,138,141,95,115,158,Upgrade
3,Last Close Price,0.12,0.12,0.06,0.18,0.16,0.19,0.12,0.12,0.08,0.11,0.12,Upgrade
4,PE Ratio,-,-,-,-,-,-,22.16,-,-,-,155.25,Upgrade
5,PS Ratio,1.12,1.18,0.61,1.22,0.86,1.32,1.32,2.06,1.63,1.64,1.94,Upgrade
6,PB Ratio,0.50,0.54,0.25,0.67,0.61,0.58,0.36,0.36,0.26,0.37,0.40,Upgrade
7,P/TBV Ratio,0.52,0.52,0.24,0.66,0.60,0.63,0.39,0.39,0.28,0.39,0.44,Upgrade
8,P/FCF Ratio,-,-,-,-55.27,-,-,-12.04,-,-193.83,-,8.07,Upgrade
9,P/OCF Ratio,-,-,-,91.00,-,-,-17.81,-,15.47,-,4.34,Upgrade
10,EV/Sales Ratio,2.51,2.50,1.82,2.02,1.48,1.50,1.34,2.14,1.60,1.45,2.03,Upgrade
11,EV/EBITDA Ratio,17.51,17.76,10.46,13.30,11.14,7.03,4.47,14.62,16.66,5.25,16.48,Upgrade
12,EV/EBIT Ratio,27.21,27.01,14.49,16.99,14.00,8.41,5.29,25.09,53.99,6.42,27.60,Upgrade
13,EV/FCF Ratio,-4.89,-,-,-91.22,-,-,-12.20,-,-190.22,-,8.44,Upgrade
14,Debt / Equity Ratio,0.72,0.72,0.66,0.64,0.58,0.33,0.20,0.18,0.10,0.07,0.09,Upgrade
15,Debt / FCF Ratio,-,-,-,-53.09,-,-,-6.61,-,-74.26,-,1.84,Upgrade
16,Return on Capital Employed (ROCE),2.35%,2.35%,3.47%,5.12%,5.94%,7.13%,5.88%,1.29%,0.41%,4.41%,1.33%,Upgrade
17,Earnings Yield,-7.12%,-6.77%,-12.04%,-11.56%,-9.24%,3.73%,4.51%,-2.51%,-5.14%,5.41%,0.64%,Upgrade
18,FCF Yield,-45.82%,-43.55%,-44.66%,-1.81%,-47.99%,-28.54%,-8.31%,-0.70%,-0.52%,11.92%,12.39%,Upgrade
19,Dividend Yield,0.00%,-,-,-,-,-,-,4.25%,-,-,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-0.00%,0.01%,0.33%,Upgrade,
21,Total Shareholder Return,-,-,-,-,-,-,4.25%,-0.00%,0.01%,0.33%,Upgrade,
