,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,16046,15154,13417,16725,13758,10925,17534,23616,27103,30857,26822,Upgrade
1,Market Cap Growth,37.02%,-9.39%,-2.47%,53.09%,-21.54%,-53.74%,-35.31%,-23.46%,1.05%,-9.38%,-27.54%,Upgrade
2,Enterprise Value,12274,7292,8098,12459,9732,6805,13713,19432,23214,26879,23149,Upgrade
3,Last Close Price,0.54,0.51,0.46,0.62,0.51,0.41,0.65,0.88,1.01,1.15,1.00,Upgrade
4,PE Ratio,64.58,40.65,-,33.60,-,-,83.57,-,-237.17,-,-,Upgrade
5,Forward PE,19.91,13.51,11.67,25.68,34.94,17.48,20.32,39.81,62.13,107.20,63.45,Upgrade
6,PS Ratio,2.59,4.48,-,5.96,-,2.40,3.89,5.94,7.99,11.76,8.52,Upgrade
7,PB Ratio,0.85,0.85,0.78,1.06,0.85,0.69,1.01,1.42,1.65,1.96,1.75,Upgrade
8,P/TBV Ratio,1.12,1.12,1.04,1.41,1.17,0.94,1.40,1.98,2.31,2.76,2.46,Upgrade
9,P/FCF Ratio,-,-,-,12.72,-,46.37,-27.67,-,94.13,-,-,Upgrade
10,P/OCF Ratio,-,-,-,12.69,-,43.78,-28.52,-,86.21,-,-,Upgrade
11,EV/Sales Ratio,2.03,2.16,-,4.44,-,1.50,3.04,4.89,6.84,10.24,7.36,Upgrade
12,EV/EBITDA Ratio,13.37,11.30,-,34.14,-,23.73,176.22,-,73.30,-,-,Upgrade
13,EV/EBIT Ratio,14.82,12.24,-,34.79,-,28.77,635.83,-,85.44,-,-,Upgrade
14,EV/FCF Ratio,-10.87,-,-,9.47,-,28.88,-21.64,-,80.62,-,-,Upgrade
15,Debt / Equity Ratio,0.03,0.03,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.05,Upgrade
16,Debt / FCF Ratio,-,-,-,0.07,-,0.74,-0.35,-,1.35,-,-,Upgrade
17,Return on Capital Employed (ROCE),4.91%,3.31%,-,2.25%,-,1.47%,0.12%,-,1.62%,-,-,Upgrade
18,Earnings Yield,1.09%,2.46%,-,2.98%,-,2.03%,1.20%,0.06%,-0.42%,-3.41%,-4.70%,Upgrade
19,FCF Yield,-7.04%,-4.43%,-,7.86%,-,2.16%,-3.61%,-1.06%,1.06%,-0.81%,-3.21%,Upgrade
20,Buyback Yield / Dilution,-8.74%,-10.27%,-,0.06%,-,-0.57%,-0.01%,-0.06%,-0.12%,-0.84%,-4.34%,Upgrade
21,Total Shareholder Return,-8.74%,-10.27%,-,0.06%,-,-0.57%,-0.01%,-0.06%,-0.12%,-0.84%,-4.34%,Upgrade
