,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+13 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+13 Quarters
0,Market Capitalization,23,19,21,65,64,75,95,92,108,126,116,146,144,316,572,608,648,616,680,464,596,Upgrade
1,Market Cap Growth,-70.76%,-75.00%,-78.19%,-28.98%,-40.42%,-40.32%,-18.28%,-36.90%,-25.06%,-60.13%,-79.72%,-75.99%,-77.78%,-48.70%,-15.88%,31.03%,8.72%,10.00%,-40.56%,-20.00%,0%,Upgrade
2,Enterprise Value,44,21,23,62,69,80,96,93,105,123,127,157,133,305,560,596,635,603,660,444,570,Upgrade
3,Last Close Price,0.06,0.05,0.06,0.17,0.17,0.20,0.24,0.24,0.28,0.32,0.29,0.36,0.36,0.79,1.43,1.52,1.62,1.54,1.70,1.16,1.49,Upgrade
4,PE Ratio,-,-,-,-,266.79,40.96,-,-35.23,158.69,4344.83,-,35.05,-765.96,121.07,-,-,148.22,280.13,-,103.34,93.93,Upgrade
5,PS Ratio,0.24,0.21,0.20,0.61,0.63,0.72,0.97,0.97,1.06,1.40,1.54,2.29,3.09,6.23,10.92,11.43,12.11,12.28,12.31,8.56,10.44,Upgrade
6,PB Ratio,0.21,0.17,0.19,0.56,-,0.64,0.81,0.73,0.86,1.04,0.96,-,1.14,2.54,4.60,-,5.11,5.14,5.68,-,4.87,Upgrade
7,P/TBV Ratio,0.17,0.17,0.19,0.56,-,0.64,0.81,0.73,0.86,1.04,0.96,-,1.14,2.54,4.60,-,5.11,5.14,5.68,-,4.87,Upgrade
8,P/FCF Ratio,2.55,1.67,2.39,10.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,0.66,0.89,1.12,4.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.46,0.24,0.23,0.57,0.67,0.76,0.97,0.97,1.03,1.37,1.68,2.46,2.85,6.01,10.69,11.19,11.86,12.02,11.96,8.20,9.99,Upgrade
11,EV/EBITDA Ratio,3.89,1.86,1.29,3.22,3.20,4.04,4.88,7.47,7.18,7.96,-,8.16,9.81,19.86,31.70,42.70,36.07,37.83,-,23.40,27.70,Upgrade
12,EV/EBIT Ratio,-,-,-,-,11.74,17.51,-,-59.74,89.73,45.18,-,20.81,53.00,80.58,83.53,-,87.99,92.72,-,47.02,46.75,Upgrade
13,EV/FCF Ratio,4.87,1.89,2.68,10.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.31,0.31,0.31,0.15,-,0.17,0.17,0.23,0.23,0.25,0.25,-,0.17,0.03,0.03,-,0.05,0.09,0.09,-,0.08,Upgrade
15,Debt / EBITDA Ratio,3.03,5.62,5.62,0.95,-,0.61,1.82,1.46,1.80,0.97,-,-,1.10,0.22,0.24,-,0.26,0.43,-,-,0.49,Upgrade
16,Debt / FCF Ratio,3.79,3.01,3.92,2.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.44,-,0.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,-,25.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
