,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,171,337,373,401,416,127,134,96,127,127,158,Upgrade
1,Market Cap Growth,-15.85%,-15.85%,-10.53%,215.52%,211.48%,31.82%,5.17%,-24.14%,-19.44%,-38.30%,-6.49%,Upgrade
2,Enterprise Value,1091,1237,1276,1292,1270,967,976,932,968,958,985,Upgrade
3,Last Close Price,0.08,0.15,0.17,0.18,0.19,0.06,0.06,0.04,0.06,0.06,0.07,Upgrade
4,PS Ratio,1.16,2.28,2.62,2.78,2.91,0.92,0.99,0.74,1.07,0.85,1.16,Upgrade
5,PB Ratio,-0.31,-0.31,-0.34,-0.38,-0.40,-0.13,-0.14,-0.10,-0.13,-0.14,-0.17,Upgrade
6,P/FCF Ratio,-,-,102.96,-10.87,-,-,9.36,5.79,38.44,-,-,Upgrade
7,P/OCF Ratio,-,-,63.46,-11.43,-,-,8.62,5.41,32.91,-,-,Upgrade
8,EV/Sales Ratio,7.38,8.37,8.97,8.94,8.89,6.96,7.19,7.14,8.17,6.44,7.27,Upgrade
9,EV/EBITDA Ratio,-,-50.67,-,-61.30,-,-,60.85,-32.22,-,-,-,Upgrade
10,EV/EBIT Ratio,-,-47.94,-,-57.91,-,-,66.32,-30.94,-,-,-,Upgrade
11,EV/FCF Ratio,-103.57,-,352.71,-35.02,-,-,68.31,55.99,292.82,-,-,Upgrade
12,Debt / Equity Ratio,-1.06,-1.06,-1.04,-1.08,-1.08,-1.10,-1.11,-1.10,-1.09,-1.14,-1.16,Upgrade
13,Debt / FCF Ratio,-,-,317.40,-31.09,-,-,76.61,65.04,324.29,-,-,Upgrade
14,Earnings Yield,-23.76%,-12.03%,-11.06%,-10.80%,-7.96%,-15.35%,-24.82%,-63.76%,-75.50%,-72.31%,-58.24%,Upgrade
15,FCF Yield,-6.16%,-3.12%,0.97%,-9.20%,-11.24%,0.43%,10.69%,17.27%,2.60%,-16.63%,-2.31%,Upgrade
