,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,35.64,37.46,43.44,44.73,73.22,81.16,68.26,63.52,54.23,62.48,Upgrade
1,Cash & Short-Term Investments,35.64,37.46,43.44,44.73,73.22,81.16,68.26,63.52,54.23,62.48,Upgrade
2,Cash Growth,-17.95%,-16.25%,-40.67%,-44.88%,7.27%,27.78%,25.87%,1.66%,-18.91%,-12.18%,Upgrade
3,Accounts Receivable,1.68,1.38,2.82,2.13,3.76,4.77,2.85,6.9,57.53,48.11,Upgrade
4,Other Receivables,0.62,0.78,1.21,0.92,1.04,0.59,0.67,0.71,1.25,0.48,Upgrade
5,Receivables,2.3,2.17,4.03,3.05,4.8,5.36,3.52,7.61,58.78,48.59,Upgrade
6,Inventory,56.88,40,66.02,51.27,51.16,56.65,67.48,47.88,67.1,83.42,Upgrade
7,Prepaid Expenses,0.58,0.67,2.17,1.62,0.47,1.41,5.86,5.26,0.93,4.21,Upgrade
8,Other Current Assets,-,-,-,-,-,-,-,-,-,1.28,Upgrade
9,Total Current Assets,95.4,80.3,115.66,100.67,129.65,144.58,145.11,124.27,181.03,199.98,Upgrade
10,"Property, Plant & Equipment",6.06,5.77,6.51,6.37,6.93,6.69,7.85,7.97,9.17,11.24,Upgrade
11,Total Assets,101.46,86.07,122.17,107.04,136.58,151.27,152.97,132.23,190.2,211.22,Upgrade
12,Accounts Payable,5.34,5.59,11.23,6.77,5.03,9.59,20.62,10.71,14.2,24.15,Upgrade
13,Accrued Expenses,-,-,-,-,-,-,19.9,-,22.97,-,Upgrade
14,Short-Term Debt,1142,1123,1122,1108,1081,1068,1056,1046,1034,1026,Upgrade
15,Current Portion of Leases,1.35,1.46,1.57,1.56,1.57,1.68,1.8,1.8,1.99,1.86,Upgrade
16,Current Unearned Revenue,4.93,10.53,6.57,0.37,14.47,-,3.55,-,9.65,0.83,Upgrade
17,Other Current Liabilities,29.33,23.66,16.68,18.83,19.12,36.43,12.16,34.57,13.9,39.14,Upgrade
18,Total Current Liabilities,1183,1164,1158,1136,1121,1116,1114,1093,1097,1092,Upgrade
19,Long-Term Leases,23.2,24.24,23.14,24.17,23.34,24.21,25.05,24.04,25.9,25.17,Upgrade
20,Total Liabilities,1206,1188,1181,1160,1144,1140,1139,1117,1123,1117,Upgrade
21,Common Stock,219.12,219.12,219.12,219.12,219.12,219.12,219.12,219.12,219.12,219.12,Upgrade
22,Additional Paid-In Capital,708.39,708.39,708.39,708.39,708.39,708.39,708.39,708.39,708.39,708.39,Upgrade
23,Retained Earnings,-1821,-1811,-1756,-1770,-1712,-1712,-1692,-1679,-1631,-1583,Upgrade
24,Comprehensive Income & Other,-0.68,-6.7,-31.15,-12.36,-44.72,-31.24,-48.62,-61.35,-62.29,-91.41,Upgrade
25,Total Common Equity,-893.91,-890.26,-859.36,-854.71,-829.14,-815.55,-813.52,-812.48,-765.72,-746.58,Upgrade
26,Minority Interest,-210.73,-211.8,-199.79,-198.42,-178.46,-173.41,-172.72,-172.67,-166.97,-159.08,Upgrade
27,Shareholders' Equity,-1105,-1102,-1059,-1053,-1008,-988.95,-986.24,-985.16,-932.69,-905.66,Upgrade
28,Total Liabilities & Equity,101.46,86.07,122.17,107.04,136.58,151.27,152.97,132.23,190.2,211.22,Upgrade
29,Total Debt,1167,1148,1147,1134,1106,1094,1083,1072,1062,1053,Upgrade
30,Net Cash (Debt),-1131,-1111,-1103,-1089,-1032,-1013,-1015,-1009,-1008,-990.28,Upgrade
31,Net Cash Per Share,-0.52,-0.51,-0.50,-0.50,-0.47,-0.46,-0.46,-0.46,-0.46,-0.45,Upgrade
32,Filing Date Shares Outstanding,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,Upgrade
33,Total Common Shares Outstanding,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,Upgrade
34,Working Capital,-1088,-1084,-1043,-1035,-991.19,-971.43,-969.04,-969.09,-915.97,-891.74,Upgrade
35,Book Value Per Share,-0.41,-0.41,-0.39,-0.39,-0.38,-0.37,-0.37,-0.37,-0.35,-0.34,Upgrade
36,Tangible Book Value,-893.91,-890.26,-859.36,-854.71,-829.14,-815.55,-813.52,-812.48,-765.72,-746.58,Upgrade
37,Tangible Book Value Per Share,-0.41,-0.41,-0.39,-0.39,-0.38,-0.37,-0.37,-0.37,-0.35,-0.34,Upgrade
38,Land,-,1.71,-,1.74,-,1.71,-,1.85,-,2.01,Upgrade
39,Buildings,-,15.78,-,16.06,-,15.78,-,17.03,-,18.49,Upgrade
40,Machinery,-,582.79,-,593.15,-,582.94,-,628.96,-,683.58,Upgrade
41,Construction In Progress,-,165.28,-,159.47,-,168.88,-,171.47,-,155.92,Upgrade
