,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,443779,291522,362440,238497,580792,211019,144994,124535,288837,403532,361156,268525,309977,1612745,1360562,345857,1277828,1041524,387362,639681,Upgrade
1,Revenue Growth (YoY),-23.59%,38.15%,149.97%,91.51%,101.08%,-47.71%,-59.85%,-53.62%,-6.82%,-74.98%,-73.46%,-22.36%,-75.74%,54.84%,251.24%,-45.93%,126.71%,114.14%,-76.30%,0.37%,Upgrade
2,Cost of Revenue,379439,238236,321184,204052,471217,174726,107139,99074,243323,361534,303340,227972,243332,1460410,1300523,294169,1070216,968206,322051,557440,Upgrade
3,Gross Profit,64340,53286,41256,34444,109575,36293,37855,25460,45514,41998,57816,40554,66645,152335,60039,51688,207612,73318,65311,82241,Upgrade
4,"Selling, General & Admin",49979,30093,14504,23946,74715,19639,25926,18059,30517,34011,39109,25656,-25495,41615,9681,23985,83612,27150,28967,17178,Upgrade
5,Operating Expenses,49979,30093,14504,23946,74715,19639,25926,18059,30517,34011,39109,25656,-25495,41615,9681,23985,83612,27150,28967,17178,Upgrade
6,Operating Income,14361,23192,26752,10498,34861,16654,11928,7401,14997,7987,18708,14898,92140,110721,50358,27703,123999,46167,36344,65063,Upgrade
7,Interest Expense,-1686,-2003,-2017,-2371,-1518,-1509,-145.91,-3985,-1323,-1207,-1739,-1828,-1460,-1417,-4929,-1270,-884.56,-706.77,-927.54,-1226,Upgrade
8,Interest & Investment Income,7002,4224,2712,3821,7215,7479,3793,4599,10215,6328,8073,4367,23327,18784,-,7461,8349,14295,15326,3812,Upgrade
9,Currency Exchange Gain (Loss),-,-,232.51,1801,298.99,-,624.68,256.6,2516,-,-1560,-4301,-9867,-,13034,1385,2313,-,1424,-18.68,Upgrade
10,Other Non Operating Income (Expenses),3988,-1105,-365.42,71.31,-220.21,-1665,997.16,2449,16483,-1524,-1321,3255,-17040,-1486,29889,-2.53,12043,2997,-2209,2570,Upgrade
11,EBT Excluding Unusual Items,23665,24309,27314,13820,40637,20959,17198,10720,42889,11584,22160,16390,87100,126603,88351,35277,145821,62752,49958,70200,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-9052,-,-23911,-,-,-,-29677,-,-,-,-,-,-,378.25,-29.16,-,-156.9,167.84,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-105.45,-,105.45,-,-,-,-,-,-,-,-5.6,-1919,Upgrade
14,Other Unusual Items,-,-,-,-,-94.91,-,-,-,-105.16,-,105.16,-,-,-,-,-,-,-,-,-,Upgrade
15,Pretax Income,23665,24309,18262,13820,16631,20959,17198,10720,13001,11584,22371,16390,87100,126603,88351,35655,145792,62752,49796,68449,Upgrade
16,Income Tax Expense,3743,4899,4269,2456,3054,3893,3189,2226,1723,1339,4253,3144,16675,25330,16809,7140,29283,11492,10061,13753,Upgrade
17,Net Income,19923,19410,13994,11364,13577,17066,14009,8494,11278,10245,18118,13246,70426,101272,71542,28516,116508,51260,39734,54696,Upgrade
18,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,7021,9257,14441,-,-9378,3136,7638,-,17281,2852,11651,-,5126,9443,Upgrade
19,Net Income to Common,19923,19410,13994,11364,13577,17066,6989,-763.27,-3163,10245,27496,10109,62788,101272,54261,25664,104858,51260,34608,45253,Upgrade
20,Net Income Growth,46.74%,13.73%,-0.11%,33.79%,20.38%,66.58%,-22.68%,-35.87%,-83.99%,-89.88%,-74.68%,-53.55%,-39.55%,97.57%,80.05%,-47.87%,58.07%,25.48%,-55.31%,5.86%,Upgrade
21,Shares Outstanding (Basic),68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,Upgrade
22,Shares Outstanding (Diluted),68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,Upgrade
23,Shares Change (YoY),-,-,-,-,-,-,0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-,-0.00%,-,0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,Upgrade
24,EPS (Basic),295.03,287.44,207.24,168.29,201.06,252.73,103.49,-11.30,-46.84,151.72,407.19,149.71,929.82,1499.73,803.54,380.06,1552.80,759.10,512.52,670.14,Upgrade
25,EPS (Diluted),295.03,287.44,207.24,168.29,201.02,252.73,103.49,-11.30,-46.84,151.72,407.19,149.70,929.62,1499.73,803.54,380.06,1552.80,759.10,512.52,670.14,Upgrade
26,EPS Growth,46.77%,13.73%,100.24%,-,-,66.58%,-74.58%,-,-,-89.88%,-49.33%,-60.61%,-40.13%,97.57%,56.78%,-43.29%,42.26%,25.48%,-61.08%,-12.41%,Upgrade
27,Free Cash Flow,223795,26746,-80093,1310,-116029,30346,-11958,-72611,35846,91089,-94691,-67563,-346.85,-92990,-236123,-23661,231645,12548,-23149,136254,Upgrade
28,Free Cash Flow Per Share,3314.20,396.09,-1186.10,19.39,-1718.28,449.39,-177.08,-1075.30,530.84,1348.95,-1402.31,-1000.53,-5.14,-1377.08,-3496.71,-350.40,3430.35,185.82,-342.81,2017.74,Upgrade
29,Dividend Per Share,-,-,-,-,1000.000,-,-,-,1000.000,-,-,-,666.667,-,-,-,533.333,-,-,-,Upgrade
30,Dividend Growth,-,-,-,-,0%,-,-,-,50.00%,-,-,-,25.00%,-,-,-,-,-,-,-,Upgrade
31,Gross Margin,14.50%,18.28%,11.38%,14.44%,18.87%,17.20%,26.11%,20.44%,15.76%,10.41%,16.01%,15.10%,21.50%,9.45%,4.41%,14.94%,16.25%,7.04%,16.86%,12.86%,Upgrade
32,Operating Margin,3.24%,7.96%,7.38%,4.40%,6.00%,7.89%,8.23%,5.94%,5.19%,1.98%,5.18%,5.55%,29.72%,6.87%,3.70%,8.01%,9.70%,4.43%,9.38%,10.17%,Upgrade
33,Profit Margin,4.49%,6.66%,3.86%,4.76%,2.34%,8.09%,4.82%,-0.61%,-1.10%,2.54%,7.61%,3.76%,20.26%,6.28%,3.99%,7.42%,8.21%,4.92%,8.93%,7.07%,Upgrade
34,Free Cash Flow Margin,50.43%,9.17%,-22.10%,0.55%,-19.98%,14.38%,-8.25%,-58.31%,12.41%,22.57%,-26.22%,-25.16%,-0.11%,-5.77%,-17.35%,-6.84%,18.13%,1.20%,-5.98%,21.30%,Upgrade
35,EBITDA,27479,34156,37724,21346,46943,28182,23393,19182,28174,17161,33245,22590,107505,119551,60174,35803,133608,53349,43217,71708,Upgrade
36,EBITDA Margin,6.19%,11.72%,10.41%,8.95%,8.08%,13.36%,16.13%,15.40%,9.75%,4.25%,9.21%,8.41%,34.68%,7.41%,4.42%,10.35%,10.46%,5.12%,11.16%,11.21%,Upgrade
37,D&A For EBITDA,13118,10963,10972,10848,12082,11528,11465,11781,13176,9174,14537,7692,15365,8831,9816,8100,9609,7182,6873,6645,Upgrade
38,EBIT,14361,23192,26752,10498,34861,16654,11928,7401,14997,7987,18708,14898,92140,110721,50358,27703,123999,46167,36344,65063,Upgrade
39,EBIT Margin,3.24%,7.96%,7.38%,4.40%,6.00%,7.89%,8.23%,5.94%,5.19%,1.98%,5.18%,5.55%,29.72%,6.87%,3.70%,8.01%,9.70%,4.43%,9.38%,10.17%,Upgrade
40,Effective Tax Rate,15.82%,20.15%,23.37%,17.77%,18.36%,18.57%,18.54%,20.76%,13.25%,11.56%,19.01%,19.18%,19.14%,20.01%,19.03%,20.02%,20.09%,18.31%,20.20%,20.09%,Upgrade
41,Revenue as Reported,443779,291522,362440,238497,-,211019,144994,124535,-,403532,361156,268525,-,1612745,1360562,345857,-,1041524,387362,639681,Upgrade
