,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Cash & Equivalents,32.56,40.43,55.28,52.49,6.61,21.92,37.21,49.23,28.03,33.16,Upgrade
1,Short-Term Investments,0.44,0.42,0.47,0.52,0.43,0.39,5.24,0.46,5.52,0.53,Upgrade
2,Cash & Short-Term Investments,33,40.85,55.75,53.01,7.04,22.31,42.45,49.69,33.56,33.69,Upgrade
3,Cash Growth,-40.81%,-22.94%,692.03%,137.65%,-83.42%,-55.11%,26.50%,47.50%,-34.77%,-69.58%,Upgrade
4,Accounts Receivable,157.02,156.12,71.1,37.68,59.93,17.08,22.87,10.67,36.63,18.41,Upgrade
5,Other Receivables,1.66,2.64,7.99,3.22,3.63,1.68,15.7,0.74,10.31,0.3,Upgrade
6,Receivables,158.68,158.76,79.09,40.9,66.57,84.43,59.98,26.29,130.31,104.84,Upgrade
7,Inventory,137.16,98.85,194.54,216.04,163.95,172.3,30.09,60.34,1.59,7.47,Upgrade
8,Prepaid Expenses,158.2,157.45,82.79,0.1,46.23,0.2,31.47,0.55,0.75,1.89,Upgrade
9,Other Current Assets,-,-,-,-,-,3.6,-,22.31,-,-,Upgrade
10,Total Current Assets,487.04,455.91,412.18,310.05,283.8,282.84,163.98,159.18,166.2,147.89,Upgrade
11,"Property, Plant & Equipment",22.45,25,28.89,30.16,31.59,35.09,39.69,3.98,3.98,6.57,Upgrade
12,Other Long-Term Assets,-,-,-,-,-,-,-,35.65,-,-,Upgrade
13,Total Assets,509.48,480.9,441.07,340.2,315.38,317.93,261.93,263.55,170.18,154.46,Upgrade
14,Accounts Payable,27.09,26.65,4.79,36.85,23.03,18.61,11.03,14.6,14.9,3.58,Upgrade
15,Accrued Expenses,19.16,15.71,12.86,9.08,4.95,6.77,1.4,5.9,1.89,5.01,Upgrade
16,Short-Term Debt,73.65,73.65,67.5,41.74,40,40,-,-,-,0.37,Upgrade
17,Current Portion of Leases,0.43,0.89,2.11,1.37,0.58,0.56,0.1,3.28,3.21,3.82,Upgrade
18,Current Income Taxes Payable,-,0,1.3,0.74,0.85,0.36,-,-,-,-,Upgrade
19,Current Unearned Revenue,0.14,0.14,0.14,0.6,0.66,6.3,13.62,16.35,4.9,0.43,Upgrade
20,Other Current Liabilities,0.52,0.4,0.49,0.52,0.61,0.4,4.8,0.33,2.6,0.94,Upgrade
21,Total Current Liabilities,120.98,117.43,89.19,90.9,70.67,72.99,30.95,40.45,27.5,14.16,Upgrade
22,Long-Term Leases,-,-,-,0.89,0.63,0.98,3.37,0.53,0.1,1.38,Upgrade
23,Total Liabilities,120.98,117.43,89.19,91.79,71.3,73.97,34.32,40.98,27.61,15.54,Upgrade
24,Common Stock,31.1,25.92,25.92,8.64,7.2,7.2,6,6,5,5,Upgrade
25,Additional Paid-In Capital,355.7,334.04,334.04,232.36,213.13,213.13,202.6,202.6,109.83,109.83,Upgrade
26,Retained Earnings,11.78,8.76,8.97,14.39,24.89,18.57,17.43,13.58,26.62,22.97,Upgrade
27,Comprehensive Income & Other,-21.31,-14.3,-22.5,-11.44,-4.46,3.17,1.5,0.4,1.12,1.12,Upgrade
28,Total Common Equity,377.26,354.42,346.43,243.96,240.76,242.07,227.53,222.58,142.58,138.92,Upgrade
29,Minority Interest,11.24,9.05,5.45,4.46,3.33,1.9,0.08,-0.01,-,-,Upgrade
30,Shareholders' Equity,388.5,363.47,351.88,248.42,244.08,243.96,227.61,222.57,142.58,138.92,Upgrade
31,Total Liabilities & Equity,509.48,480.9,441.07,340.2,315.38,317.93,261.93,263.55,170.18,154.46,Upgrade
32,Total Debt,74.08,74.54,69.62,43.99,41.2,41.54,3.47,3.81,3.31,5.57,Upgrade
33,Net Cash (Debt),-41.08,-33.68,-13.86,9.02,-34.16,-19.23,38.98,45.88,30.25,28.11,Upgrade
34,Net Cash Growth,-,-,-,-,-,-,28.85%,63.20%,-34.91%,-74.61%,Upgrade
35,Net Cash Per Share,-0.03,-,-0.01,-,-0.09,-0.06,0.13,0.18,0.12,0.11,Upgrade
36,Filing Date Shares Outstanding,1555,1296,1296,432,360,360,300,300,250,250,Upgrade
37,Total Common Shares Outstanding,1555,1296,1296,432,360,360,300,300,250,250,Upgrade
38,Working Capital,366.06,338.48,322.98,219.15,213.13,209.85,133.03,118.73,138.7,133.73,Upgrade
39,Book Value Per Share,0.24,0.27,0.27,0.56,0.67,0.67,0.76,0.74,0.57,0.56,Upgrade
40,Tangible Book Value,377.26,354.42,346.43,243.96,240.76,242.07,227.53,222.58,142.58,138.92,Upgrade
41,Tangible Book Value Per Share,0.24,0.27,0.27,0.56,0.67,0.67,0.76,0.74,0.57,0.56,Upgrade
42,Machinery,-,37.65,-,38.51,-,41.43,-,4.71,-,11.57,Upgrade
43,Leasehold Improvements,-,0.3,-,0.3,-,-,-,-,-,-,Upgrade
