,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,349.16,447.83,260.02,269.76,232.67,190.7,343.81,230.37,355.39,264.36
1,Short-Term Investments,-,3.08,-,1.77,-,3.93,-,4.07,-,163.45
2,Accounts Receivable,177.37,158.81,157.94,134.04,90.51,112.44,117.15,108.64,121.65,108.47
3,Inventory,5.24,4.86,5.41,5.26,5.03,4.9,4.34,3.79,4.02,4.43
4,Other Current Assets,40.37,25.85,45.31,26.43,35.69,25.14,36.43,19.78,29.97,21.47
5,Total Current Assets,572.14,640.42,468.68,437.26,363.91,337.1,501.74,366.64,511.03,562.18
6,"Property, Plant & Equipment",4666,4698.0,4695,4746,4314,3978,3389,2957,2473,2157
7,Other Intangible Assets,0.34,0.23,0.2,0.27,0.3,0.29,0.29,0.34,-,-
8,Long-Term Investments,522.69,529.68,504.47,522.16,528.98,503.7,125,125,125,125
9,Long-Term Deferred Tax Assets,29.44,25.21,29.91,26.23,22.32,22.01,21.67,21.31,20.7,20.87
10,Other Long-Term Assets,12.06,9.82,0.52,5.61,7.17,15.19,31.19,32.37,23.4,64.41
11,Total Assets,5802,5903.0,5699,5738,5236,4856,4069,3503,3153,2929
12,Accounts Payable,83.26,98.52,91.04,92.25,72.65,63.68,64.09,61.54,55.85,78.22
13,Accrued Expenses,-,40.42,-,36.78,-,40.07,-,34.74,-,31.41
14,Short-Term Debt,152.26,150.89,-,-,-,-,-,-,-,-
15,Current Portion of Long-Term Debt,75.24,75.54,77.33,96.13,147.8,89.24,31.52,0.19,55,55
16,Current Unearned Revenue,9.75,14.83,9.34,14.02,3.23,7.82,3.26,6.33,3.25,4.94
17,Current Portion of Leases,0.68,0.68,18.43,18.83,18.83,19.73,23.73,20.88,22.11,19.37
18,Current Income Taxes Payable,14.76,14.85,14.82,16.45,13.45,29.39,16.83,14.52,13.35,12.46
19,Other Current Liabilities,893.31,963.79,1016,1059,723.51,717.73,430.86,304.03,315.19,265.29
20,Total Current Liabilities,1229,1360.0,1227,1334,979.46,967.67,570.29,442.23,464.74,466.69
21,Long-Term Debt,3415,3332.0,3245,3094,2957,2653,2372,1964,1689,1479
22,Long-Term Unearned Revenue,126.88,131.82,137.29,141.97,151.35,103.6,75.25,76.89,78.54,80.18
23,Other Long-Term Liabilities,2,2.0,0.93,1.71,0.77,1.53,1.63,1.63,1,1.24
24,Total Liabilities,4773,4825.0,4611,4571,4089,3726,3020,2485,2233,2027
25,Common Stock,200,200.0,200,200,200,200,200,200,200,200
26,Retained Earnings,489.36,525.64,559.28,624.64,600.31,602.71,543.29,516.4,456.91,445.32
27,Comprehensive Income & Other,144.98,146.64,118.48,119.27,120.25,120.46,119.23,119.23,119.23,119.23
28,Total Common Equity,834.34,872.27,877.76,943.9,920.56,923.17,862.53,835.63,776.15,764.55
29,Minority Interest,194.95,205.59,210.45,222.67,227.19,207.19,186.43,182.87,143.73,137.67
30,Shareholders' Equity,1029,1078.0,1088,1167,1148,1130,1049,1019,919.88,902.22
31,Total Liabilities & Equity,5802,5903.0,5699,5738,5236,4856,4069,3503,3153,2929
32,Total Debt,3643,3559.0,3341,3208,3124,2762,2428,1985,1766,1553
33,Net Cash (Debt),-3294,-3108.0,-3081,-2937,-2891,-2567,-2084,-1750,-1411,-1126
34,Net Cash Per Share,-16.47,-15.54,-15.41,-14.68,-14.46,-12.84,-10.42,-8.75,-7.05,-7.49
35,Filing Date Shares Outstanding,200,200.0,200,200,200,200,200,200,200,200
36,Total Common Shares Outstanding,200,200.0,200,200,200,200,200,200,200,200
37,Working Capital,-657.11,-719.1,-758.7,-896.61,-615.55,-630.57,-68.56,-75.58,46.29,95.49
38,Book Value Per Share,4.17,4.36,4.39,4.72,4.60,4.62,4.31,4.18,3.88,3.82
39,Tangible Book Value,834,872.04,877.55,943.63,920.26,922.88,862.23,835.3,776.15,764.55
40,Tangible Book Value Per Share,4.17,4.36,4.39,4.72,4.60,4.61,4.31,4.18,3.88,3.82
41,Buildings,-,1357.0,-,1323,-,428.8,-,419.29,-,416.54
42,Machinery,-,609.42,-,596.87,-,341.15,-,337.36,-,332.72
43,Construction In Progress,-,283.05,-,305.47,-,3183,-,2110,-,1293
