,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,300.35,326.09,280.26,306.64,236.02,260.5,259.78,259.34,224.46,246.36
1,Revenue Growth (YoY),7.17%,6.34%,18.74%,17.71%,-9.15%,0.45%,15.74%,5.27%,-0.59%,-5.60%
2,"Selling, General & Admin",41.34,48.34,38.95,40.74,26.18,29.97,25.95,28.86,21.41,24.74
3,Other Operating Expenses,232.71,242.28,219.3,191.08,140.3,152,141.68,145.52,134.09,149.57
4,Total Operating Expenses,274.06,290.61,258.25,231.83,166.47,181.96,167.63,174.38,155.49,174.31
5,Operating Income,26.29,35.48,22.01,74.81,69.55,78.54,92.15,84.96,68.96,72.06
6,Interest Expense,-68.73,-70.7,-61.2,-41.22,-7.51,-7.35,-6.6,-7.06,-6.28,-6.68
7,Interest Income,3.65,2.48,2.08,2.26,0.84,1.45,1.26,2.2,1.45,0.64
8,Net Interest Expense,-65.08,-68.21,-59.12,-38.96,-6.68,-5.89,-5.34,-4.86,-4.83,-6.04
9,Income (Loss) on Equity Investments,-5.34,-2.96,-16.89,-5.83,-12.01,0.47,-,-,-,-
10,Currency Exchange Gain (Loss),-,-0.02,0.02,-0.03,0.03,-,-,-0.47,0.64,-
11,Other Non-Operating Income (Expenses),11.32,5.81,5.45,7.5,4.22,5.52,5.9,9.36,2.47,4.09
12,EBT Excluding Unusual Items,-32.81,-29.9,-48.54,37.48,55.11,78.64,92.71,88.99,67.24,70.11
13,Gain (Loss) on Sale of Assets,0.05,-0.39,0.39,-,-,-0.01,0.04,-,-,0.01
14,Other Unusual Items,-,-,-,-,-,7.52,-,-,-,-
15,Pretax Income,-32.76,-30.29,-48.15,37.48,55.11,86.15,92.75,88.99,67.24,70.12
16,Income Tax Expense,14.16,17.6,14.42,17.32,17.52,19.97,23.94,22.41,17.6,17.48
17,Earnings From Continuing Ops.,-46.92,-47.89,-62.57,20.16,37.59,66.18,68.81,66.59,49.64,52.63
18,Net Income to Company,-46.92,-47.89,-62.57,20.16,37.59,66.18,68.81,66.59,49.64,52.63
19,Minority Interest in Earnings,10.64,14.24,12.22,4.17,-5.99,-6.77,-7.92,-7.1,-6.06,-6.43
20,Net Income,-36.28,-33.65,-50.35,24.33,31.6,59.42,60.89,59.49,43.58,46.2
21,Net Income to Common,-36.28,-33.65,-50.35,24.33,31.6,59.42,60.89,59.49,43.58,46.2
22,Net Income Growth,-,-,-,-59.06%,-48.11%,-0.12%,39.72%,28.76%,-5.95%,-24.27%
23,Shares Outstanding (Basic),200,200,200,200,200,200,200,200,200,150
24,Shares Outstanding (Diluted),200,200,200,200,200,200,200,200,200,150
25,Shares Change (YoY),-,-,-,-,-,-,-,33.09%,33.33%,0.18%
26,EPS (Basic),-0.18,-0.17,-0.25,0.12,0.16,0.30,0.30,0.30,0.22,0.31
27,EPS (Diluted),-0.18,-0.17,-0.25,0.12,0.16,0.30,0.30,0.30,0.22,0.31
28,EPS Growth,-,-,-,-59.06%,-48.11%,-0.12%,39.72%,-3.25%,-29.46%,-24.40%
29,Free Cash Flow,-101.98,40.54,-69.19,91.94,-227.35,-240.47,-270.56,-301.67,-228.76,-251.28
30,Free Cash Flow Per Share,-0.51,0.20,-0.35,0.46,-1.14,-1.20,-1.35,-1.51,-1.14,-1.67
31,Profit Margin,-12.08%,-10.32%,-17.97%,7.93%,13.39%,22.81%,23.44%,22.94%,19.42%,18.75%
32,Free Cash Flow Margin,-33.95%,12.43%,-24.69%,29.98%,-96.33%,-92.31%,-104.15%,-116.32%,-101.92%,-102.00%
33,EBITDA,123.59,135.26,116.85,131.11,96,105.45,118.5,110.71,95.04,98.6
34,D&A For EBITDA,97.3,99.78,94.84,56.3,26.45,26.91,26.35,25.75,26.08,26.54
35,EBIT,26.29,35.48,22.01,74.81,69.55,78.54,92.15,84.96,68.96,72.06
