,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,-,306.78,357.48,283.08,355.45,386.38,491.66,483.49,448.59,503.52,448.41,412.89,505.83,547.85,746.94,158.46,128.67,-,133.89,-
1,Trading Asset Securities,-,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,306.83,306.83,357.48,283.08,355.45,386.38,491.66,483.49,448.59,503.52,448.41,412.89,505.83,547.85,746.94,158.46,128.67,-,133.89,70.52
3,Cash Growth,-13.68%,-20.59%,-27.29%,-41.45%,-20.76%,-23.26%,9.64%,17.10%,-11.32%,-8.09%,-39.97%,160.56%,293.12%,-,457.88%,124.71%,-,-,-,-
4,Accounts Receivable,-,581.57,589.99,559.76,642.75,625.06,674.26,518.56,538.07,519.43,637.92,600.69,595.44,429.41,414.52,361.43,364.69,-,257.72,-
5,Other Receivables,-,140.3,161.6,200.82,4.14,171.01,191.05,192.19,4.42,189.73,97.63,27.56,25.13,21.56,18.14,6.24,12.57,-,5.37,-
6,Receivables,-,721.87,751.59,760.58,646.89,796.08,865.31,710.75,542.49,709.16,735.55,628.25,620.57,450.97,432.66,367.67,377.26,-,263.08,-
7,Inventory,-,423.17,395.12,390.98,391.15,517.76,521.04,500.96,504.18,567.29,555.54,640.17,549.05,550.67,434.31,401.64,350.31,-,228.59,-
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
9,Other Current Assets,-,34.69,31.06,39.97,170.24,40.65,36.94,29.93,206.92,37.89,37.3,47.16,38.71,62.72,54.91,58.83,46.21,-,29.33,-
10,Total Current Assets,-,1487,1535,1475,1564,1741,1915,1725,1702,1818,1777,1728,1714,1612,1669,986.6,902.44,-,654.89,-
11,"Property, Plant & Equipment",-,869.11,852.64,843.85,835.73,796.84,782.67,729.06,736.81,572.48,479.48,434.35,342.78,291.09,258.25,203.04,129.12,-,93.55,-
12,Long-Term Investments,-,56.03,57.39,52.17,66.96,73.58,33.45,33.27,30,30,30,30,30,30,-,-,-,-,-,-
13,Other Intangible Assets,-,103,104.06,104.58,105.64,63.38,64.23,65.07,65.92,66.18,65.41,66.1,65.06,22.85,22.34,22.44,21.77,-,21.9,-
14,Long-Term Accounts Receivable,-,-,-,-,-,-,3.78,3.98,4.17,-,4.56,-,-,-,-,-,-,-,-,-
15,Long-Term Deferred Tax Assets,-,71.13,65.72,58.26,49.35,32.91,21.12,21.75,14.66,11.48,10.22,9.13,7.74,6.19,6.06,5.17,4.78,-,3.66,-
16,Long-Term Deferred Charges,-,16.65,17.13,17.66,17.18,24.46,20.27,19.55,19.11,19.4,14.08,15.39,15.23,15.77,10.01,10.15,10.31,-,8.21,-
17,Other Long-Term Assets,-,15.55,9.2,12.62,12.51,55.05,14.35,29.84,18.02,134.24,104.73,83.16,44.67,39.77,7.93,7.54,3.56,-,0.1,-
18,Total Assets,-,2618,2641,2564,2651,2787,2855,2628,2591,2652,2485,2367,2220,2018,1973,1235,1072,-,782.32,-
19,Accounts Payable,-,770.9,796.58,758.18,831.2,856.87,919.98,645.44,624.3,563.84,622.74,645.56,633.55,590.9,594.2,487.1,443.4,-,264.6,-
20,Accrued Expenses,-,30.47,31.72,26.74,41.76,33.16,30.7,23.1,41.49,29.78,29.7,24.48,47.11,29.79,29.39,23.5,44.1,-,19.37,-
21,Short-Term Debt,-,286.48,261.47,213.19,169.88,165.6,139.52,213.67,202.32,266.37,204.12,228.86,159.8,63.71,48.95,70.9,52.34,-,50,-
22,Current Portion of Long-Term Debt,-,189.96,113.26,148.61,143.46,35.09,32.59,46.95,28.79,-,-,-,-,-,-,-,-,-,-,-
23,Current Portion of Leases,-,-,6.57,-,5.67,-,14.91,-,15.48,15.58,15.07,15.18,9.77,10.55,10.16,10.35,-,-,-,-
24,Current Income Taxes Payable,-,6.51,0.21,6.53,0.21,0.94,2.4,2.19,0.75,2.57,3.8,7.01,0.32,2.64,1.02,2.7,0.85,-,2.92,-
25,Current Unearned Revenue,-,50.14,55.62,52.87,44.39,37.33,45.6,44.04,46.49,43.99,40.05,56.4,43.23,47.95,43.23,35.53,33.93,-,26.86,-
26,Other Current Liabilities,-,68.06,58.72,48.24,92.55,139.07,99.52,78.67,61.33,111.12,168.67,126.91,130.62,112.74,89.32,66.27,57.1,-,50.35,-
27,Total Current Liabilities,-,1403,1324,1254,1329,1268,1285,1054,1021,1033,1084,1104,1024,858.29,816.27,696.35,631.72,-,414.09,-
28,Long-Term Debt,-,30.7,134.75,116.75,110.88,239.22,277.76,268.92,250.95,283.5,100,-,-,-,-,-,-,-,-,-
29,Long-Term Leases,-,25.87,27.48,29.18,31.39,32.33,78.75,82.55,87.48,90.9,93.14,84.66,44.94,47.13,48.68,50.21,-,-,-,-
30,Long-Term Unearned Revenue,-,18.53,19.28,20.17,3.73,1.01,1.05,1.1,1.14,1.19,1.29,1.34,-,-,-,-,-,-,-,-
31,Long-Term Deferred Tax Liabilities,-,7.94,7.69,7.67,9.45,11.2,0.04,0.04,0.04,0.04,0.04,-,-,-,-,-,-,-,-,-
32,Other Long-Term Liabilities,-,6.83,7.22,7.91,9.01,9.17,9.27,8.55,10.83,11.03,10.73,6.92,6.5,5.17,4.31,3.72,3.25,-,3.24,-
33,Total Liabilities,-,1492,1521,1436,1494,1561,1652,1415,1371,1420,1289,1197,1076,910.59,869.26,750.28,634.97,-,417.33,-
34,Common Stock,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,75,-,75,-
35,Additional Paid-In Capital,-,737.65,737.65,737.65,737.65,737.65,737.65,737.65,737.65,742.16,739.18,737.65,737.65,737.65,737.65,183.11,183.11,-,183.11,-
36,Retained Earnings,-,296.06,295.88,297.8,318.45,379.88,387.07,386.82,392.23,403.9,360.68,327.43,302.04,265.19,261.73,223.04,176.25,-,104.79,-
37,Treasury Stock,-,-5.73,-5.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Comprehensive Income & Other,-,-2.36,-7.04,-7.72,1.4,8.57,-22,-12.04,-14.53,-18.21,-7.77,0.91,0.94,1.42,1.53,0.22,0.91,-,0.66,-
39,Total Common Equity,1126,1126,1121,1128,1157,1226,1203,1212,1215,1228,1192,1166,1141,1104,1101,481.36,435.27,-,363.56,312.17
40,Minority Interest,-,-,-,-,-,-,-,-,4.15,3.85,3.85,3.29,3.19,3.04,3.24,3.3,1.74,-,1.43,-
41,Shareholders' Equity,1126,1126,1121,1128,1157,1226,1203,1212,1219,1232,1196,1169,1144,1107,1104,484.66,437.01,-,364.99,313.49
42,Total Liabilities & Equity,-,2618,2641,2564,2651,2787,2855,2628,2591,2652,2485,2367,2220,2018,1973,1235,1072,-,782.32,-
43,Total Debt,533.01,533.01,543.53,507.72,461.28,472.25,543.53,612.09,585.02,656.35,412.33,328.7,214.51,121.39,107.79,131.46,52.34,-,50,31.51
44,Net Cash (Debt),-226.18,-226.18,-186.05,-224.64,-105.83,-85.87,-51.87,-128.6,-136.43,-152.83,36.09,84.19,291.32,426.46,639.15,27,76.33,-,83.89,39.01
45,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-94.35%,211.79%,281.65%,-,661.89%,-30.78%,-,-,-,-
46,Net Cash Per Share,-2.45,-2.07,-1.90,-2.28,-1.05,-0.88,-0.57,-1.19,-1.35,-1.52,0.37,0.83,2.91,4.29,8.58,0.36,1.03,-,1.11,0.52
47,Filing Date Shares Outstanding,92.35,99.71,99.71,100,100,100,100,100,100,100,100,100,100,100,100,75,75,74.76,75,75.12
48,Total Common Shares Outstanding,99.71,99.71,99.71,100,100,100,100,100,100,100,100,100,100,100,100,75,75,74.76,75,75.12
49,Working Capital,-,84.03,211.12,220.26,234.59,472.82,629.72,671.07,681.23,784.6,692.66,624.07,689.76,753.92,852.55,290.24,270.72,-,240.8,-
50,Book Value Per Share,11.29,11.29,11.24,11.28,11.57,12.26,12.03,12.12,12.15,12.28,11.92,11.66,11.41,11.04,11.01,6.42,5.80,-,4.85,4.16
51,Tangible Book Value,1023,1023,1017,1023,1052,1163,1138,1147,1149,1162,1127,1100,1076,1081,1079,458.92,413.5,-,341.66,289.69
52,Tangible Book Value Per Share,10.26,10.26,10.20,10.23,10.52,11.63,11.38,11.47,11.49,11.62,11.27,11.00,10.76,10.81,10.79,6.12,5.51,-,4.56,3.86
53,Buildings,-,-,475.8,-,473.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,Machinery,-,-,314.38,-,304.49,-,255.9,-,267.22,-,137.92,-,129.1,-,118.51,117.8,116.81,-,98.9,-
55,Construction In Progress,-,-,69.46,-,36.37,-,461.68,-,390.75,-,249.16,-,165.02,-,90.17,33.72,19.53,-,5.89,-
