,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,34958,34958,36886,30745,37881,37881,39478,36932,39809,39809,33623,37335,37347,37309,32120,26551,31952,27256,27465,29584,Upgrade
1,Revenue Growth (YoY),-7.71%,-7.71%,-6.56%,-16.75%,-4.84%,-4.84%,17.41%,-1.08%,6.59%,6.70%,4.68%,40.62%,16.89%,36.88%,16.95%,-10.25%,-22.07%,-30.62%,-32.58%,-3.01%,Upgrade
2,Cost of Revenue,22289,22289,25366,21230,25274,25274,27160,25294,26812,26812,21912,23749,24004,23953,22255,17893,22670,18948,18090,20537,Upgrade
3,Gross Profit,12669,12669,11520,9515,12607,12607,12318,11639,12996,12996,11711,13586,13343,13356,9865,8659,9282,8308,9375,9047,Upgrade
4,"Selling, General & Admin",6662,6662,6425,6400,6760,6760,6680,5836,7342,7342,5999,5413,8359,7145,5506,5748,6479,5206,5474,6171,Upgrade
5,Operating Expenses,6662,6662,6425,6400,6760,6760,6680,5836,7342,7342,5999,5413,8359,7145,5506,5748,6479,5206,5474,6171,Upgrade
6,Operating Income,6007,6007,5095,3115,5846,5846,5638,5802,5655,5655,5712,8173,4985,6211,4359,2911,2802,3102,3901,2877,Upgrade
7,Interest Expense,-,-,-,-,-,-,-,-,-,-,-17.58,-27.77,-28.39,-50.29,-135.5,-198.34,-354.5,-379.31,-471.42,-443.74,Upgrade
8,Interest & Investment Income,359.38,359.38,571.71,100.09,372.75,372.75,474.41,107.51,186.09,186.09,150.14,38.69,74,38.24,10.33,22.72,11.03,30.22,91.96,54.07,Upgrade
9,Other Non Operating Income (Expenses),47.39,47.39,49.36,51.12,61.51,61.51,-44.5,28.28,35.2,35.2,0.68,22.14,10.14,30.26,-20.65,38.1,204.14,92.06,85.97,-50.07,Upgrade
10,EBT Excluding Unusual Items,6414,6414,5716,3267,6281,6281,6067,5938,5876,5876,5845,8206,5040,6230,4214,2774,2663,2845,3607,2437,Upgrade
11,Pretax Income,6414,6414,5716,3267,6281,6281,6067,5938,5876,5876,5845,8206,5040,6230,4214,2774,2663,2845,3607,2437,Upgrade
12,Income Tax Expense,1343,1343,1112,653.32,1012,1012,1235,1188,1201,1201,1181,1608,-318.64,582.56,795.02,593.21,362.7,298.04,588.69,487.36,Upgrade
13,Net Income,5070,5070,4605,2613,5268,5268,4833,4751,4675,4675,4663,6598,5359,5647,3419,2180,2300,2547,3019,1949,Upgrade
14,Net Income to Common,5070,5070,4605,2613,5268,5268,4833,4751,4675,4675,4663,6598,5359,5647,3419,2180,2300,2547,3019,1949,Upgrade
15,Net Income Growth,-3.76%,-3.76%,-4.71%,-44.99%,12.69%,12.69%,3.63%,-28.00%,-12.76%,-17.21%,36.41%,202.60%,132.97%,121.72%,13.25%,11.84%,-42.82%,-44.17%,28.94%,51.58%,Upgrade
16,Shares Outstanding (Basic),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,Upgrade
17,Shares Outstanding (Diluted),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,Upgrade
