,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,169840,155760,144320,149600,156640,130240,137280,127600,119680,113520,121440,132000,149600,154880,123200,105600,114400,99440,122320,132000,149600,Upgrade
1,Market Cap Growth,19.59%,19.59%,5.13%,17.24%,30.88%,14.73%,13.04%,-3.33%,-20.00%,-26.70%,-1.43%,25.00%,30.77%,55.75%,0.72%,-20.00%,-23.53%,-38.92%,-28.72%,56.25%,85.15%,Upgrade
2,Enterprise Value,129856,127715,116275,118963,124595,102957,115583,99240,93379,91977,106559,113762,150474,155753,124074,106364,116492,109732,133560,137542,153638,Upgrade
3,Last Close Price,19300.00,17700.00,16400.00,17000.00,17800.00,13870.16,14619.90,13589.01,12381.39,10928.55,11691.01,12707.62,14208.65,13910.67,11065.30,9484.55,10274.93,8478.25,10428.99,11254.31,12754.88,Upgrade
4,PE Ratio,10.93,8.97,8.22,8.43,8.71,6.47,7.03,6.74,6.38,5.51,5.70,5.93,7.12,9.33,9.09,10.11,11.39,10.13,10.60,9.74,11.62,Upgrade
5,PS Ratio,1.38,1.13,1.03,1.04,1.07,0.86,0.89,0.82,0.80,0.75,0.82,0.91,1.04,1.16,0.96,0.90,1.01,0.86,0.98,0.96,0.99,Upgrade
6,PB Ratio,1.25,1.15,1.07,1.18,1.18,1.00,1.05,1.06,0.93,0.91,0.97,1.14,1.22,1.33,1.06,0.99,1.04,0.92,1.16,1.28,1.39,Upgrade
7,P/TBV Ratio,1.31,1.31,1.22,1.37,1.36,-,1.22,1.24,1.08,1.07,1.14,1.35,1.44,1.59,1.26,1.21,1.27,1.13,1.43,1.58,1.71,Upgrade
8,P/FCF Ratio,10.12,9.28,8.76,9.26,-,7.47,7.72,7.03,6.04,5.64,6.10,6.69,7.91,8.54,5.69,6.23,10.31,10.99,2367.81,-,-,Upgrade
9,P/OCF Ratio,8.98,8.98,8.01,7.99,-,6.51,7.08,6.79,5.85,5.42,5.84,6.38,7.54,8.03,5.48,5.97,9.88,9.75,108.31,-,13.54,Upgrade
10,EV/Sales Ratio,0.94,0.93,0.83,0.83,0.85,0.68,0.75,0.64,0.62,0.61,0.72,0.78,1.04,1.17,0.97,0.90,1.03,0.94,1.07,1.00,1.02,Upgrade
11,EV/EBITDA Ratio,5.31,5.23,4.79,4.93,5.03,3.68,4.09,3.47,3.22,2.93,3.47,3.64,5.03,6.32,5.52,5.50,6.16,5.81,6.22,5.60,6.33,Upgrade
