,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,258,278,252,229,425,451,655,1226,1171,689,383
1,Market Cap Growth,21.43%,21.43%,-40.77%,-49.28%,-35.15%,-63.24%,-44.08%,78.06%,206.09%,63.64%,5.26%
2,Enterprise Value,122,141,136,130,343,343,623,1135,1206,733,417
3,Last Close Price,0.40,0.41,0.36,0.32,0.59,0.59,0.83,1.52,1.39,0.84,0.46
4,PE Ratio,3.97,4.34,4.39,4.27,-24.41,-,10.79,7.35,5.40,7.68,-
5,Forward PE,-,4.47,6.21,8.24,35.14,7.77,7.43,9.04,7.91,10.76,10.76
6,PS Ratio,0.34,0.38,0.35,0.32,0.67,0.66,0.84,1.20,1.01,0.91,0.76
7,PB Ratio,0.46,0.49,0.46,0.45,0.85,0.87,1.09,2.10,1.94,1.36,0.92
8,P/TBV Ratio,0.50,0.50,0.47,0.46,0.87,0.88,1.12,2.16,1.99,1.74,1.16
9,P/FCF Ratio,3.50,3.77,2.69,3.36,7.43,4.52,6.96,10.36,7.69,16.24,-
10,P/OCF Ratio,2.25,2.25,2.01,2.71,5.61,3.76,5.50,7.58,5.63,8.76,12.26
11,PEG Ratio,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
12,EV/Sales Ratio,0.17,0.19,0.19,0.18,0.55,0.50,0.80,1.11,1.04,0.97,0.83
13,EV/EBITDA Ratio,1.15,1.58,1.54,1.40,15.46,-,5.58,4.46,3.59,4.52,8.32
14,EV/EBIT Ratio,1.74,2.08,2.06,1.86,-222.99,-,7.14,4.92,3.83,5.11,12.43
15,EV/FCF Ratio,1.66,1.91,1.46,1.91,6.00,3.44,6.62,9.59,7.92,17.29,-
16,Debt / Equity Ratio,0.05,0.05,0.07,0.05,0.12,0.16,0.10,0.14,0.14,0.13,0.13
17,Debt / FCF Ratio,0.38,0.38,0.40,0.37,1.06,0.81,0.67,0.67,0.56,1.61,-
18,Return on Capital Employed (ROCE),11.77%,11.77%,11.98%,13.52%,-0.30%,-,14.22%,38.68%,51.07%,27.57%,7.77%
19,Earnings Yield,24.79%,23.04%,22.77%,23.42%,-4.10%,-5.66%,9.27%,13.61%,18.52%,13.03%,3.01%
20,FCF Yield,28.55%,26.54%,37.11%,29.80%,13.46%,22.11%,14.37%,9.65%,13.00%,6.16%,0.03%
21,Dividend Yield,8.10%,7.58%,7.66%,3.95%,-,-,5.43%,1.31%,-,-,-
22,Buyback Yield / Dilution,1.13%,0.72%,1.54%,0.94%,1.07%,1.17%,0.73%,-3.80%,-4.32%,-,-
23,Total Shareholder Return,9.23%,8.30%,9.20%,4.88%,1.07%,1.17%,6.16%,-2.49%,-4.32%,-,-
