,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,63.97,40.62,81.95,81.04,72.91,89.62,76.21,88.43,58.59,68.89
1,Revenue Growth (YoY),-21.95%,-49.87%,12.41%,-9.58%,-4.34%,1.35%,30.08%,28.36%,-23.40%,-1.16%
2,Cost of Revenue,31.78,11.34,31.09,47.06,25.3,46.3,22.97,34.06,19.94,18.12
3,Gross Profit,32.19,29.29,50.86,33.99,47.61,43.32,53.24,54.36,38.65,50.77
4,"Selling, General & Admin",8.37,9.87,9.84,11.25,11.43,12.24,14.09,11.18,12.61,13.17
5,Other Operating Expenses,4.62,7.19,7.64,8.07,10.57,10.82,9.41,10.05,7.54,12.49
6,Operating Expenses,27.55,34.75,38.03,38.51,41.03,45.22,44.36,45.34,39.98,51.8
7,Operating Income,4.64,-5.47,12.84,-4.52,6.58,-1.9,8.88,9.02,-1.34,-1.03
8,Interest Expense,-2.46,-3.57,-3.84,-2.32,-2.69,-1.8,-1.81,-2.5,-4.31,-4.87
9,Interest & Investment Income,0.43,0.58,0.61,0.24,0.3,0.31,0.39,0.46,0.68,1.29
10,Earnings From Equity Investments,1.98,0.02,-,-,-,-,-,-,-,-
11,Currency Exchange Gain (Loss),-0.01,0.04,-0.03,0.14,1.13,0.63,0.09,-0.39,0.03,0.38
12,Other Non Operating Income (Expenses),0.04,0.14,0.2,-1.67,1.84,-0.06,0.06,9.89,0.37,0
13,EBT Excluding Unusual Items,4.62,-8.26,9.77,-8.14,7.15,-2.82,7.61,16.48,-4.57,-4.23
14,Gain (Loss) on Sale of Investments,0.17,0.34,0.14,0.29,-,0.32,-,0.24,-,0.45
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,-0.67,0.92,0.23,-,-
16,Asset Writedown,-,0.28,-,-,-,2.83,-,-,-0.86,-
17,Other Unusual Items,1.1,0.36,-,1.18,1.61,2.12,3.86,-3.28,3.28,-
18,Pretax Income,5.89,-7.26,9.91,-6.5,8.76,1.78,12.39,13.68,-2.15,-3.78
19,Income Tax Expense,0.9,-1.34,1.83,-0.17,1.02,-0.16,2.46,1.73,-0.26,-0.76
20,Earnings From Continuing Operations,5,-5.92,8.09,-6.33,7.74,1.94,9.93,11.95,-1.89,-3.03
21,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,0.02
22,Net Income,5,-5.92,8.09,-6.33,7.74,1.94,9.93,11.95,-1.89,-3
23,Net Income to Common,5,-5.92,8.09,-6.33,7.74,1.94,9.93,11.95,-1.89,-3
24,Net Income Growth,-38.22%,-,4.43%,-,-22.00%,-83.73%,-,-,-,-
25,Shares Outstanding (Basic),284,254,240,240,240,240,240,240,224,200
26,Shares Outstanding (Diluted),284,255,241,241,240,240,240,240,224,200
27,Shares Change (YoY),18.15%,6.04%,0.32%,0.31%,-,0.02%,6.91%,19.98%,12.24%,2.60%
28,EPS (Basic),0.02,-0.02,0.03,-0.03,0.03,0.01,0.04,0.05,-0.01,-0.02
29,EPS (Diluted),0.02,-0.02,0.03,-0.03,0.03,0.01,0.04,0.05,-0.01,-0.02
30,EPS Growth,-47.68%,-,4.16%,-,-22.00%,-83.80%,-,-,-,-
31,Free Cash Flow,25.48,2.1,30.38,-6.95,27.03,16.31,19.6,10.66,35.31,9.74
32,Free Cash Flow Per Share,0.09,0.01,0.13,-0.03,0.11,0.07,0.08,0.04,0.16,0.05
33,Operating Margin,7.25%,-13.46%,15.66%,-5.58%,9.02%,-2.12%,11.65%,10.20%,-2.28%,-1.49%
34,Profit Margin,7.81%,-14.58%,9.87%,-7.81%,10.62%,2.17%,13.02%,13.51%,-3.23%,-4.36%
35,Free Cash Flow Margin,39.82%,5.16%,37.07%,-8.58%,37.07%,18.20%,25.72%,12.05%,60.27%,14.14%
36,EBITDA,4.96,-6.09,14.43,-3.99,7.03,-1.34,9.49,-8.49,17.52,-24.55
37,D&A For EBITDA,0.32,-0.63,1.59,0.54,0.45,0.56,0.61,-17.51,18.86,-23.52
38,EBIT,4.64,-5.47,12.84,-4.52,6.58,-1.9,8.88,9.02,-1.34,-1.03
