,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,2.94,1.47,7.12,6.26,3.75,2.03,3.06,10.55,5.37,5.5
1,Short-Term Investments,97.57,69.55,35.72,40.08,27.26,41.81,27.84,39.92,8.61,10.03
2,Cash & Short-Term Investments,100.51,71.01,42.84,46.33,31.01,43.84,30.9,50.47,13.98,15.53
3,Cash Growth,134.62%,53.26%,38.15%,5.70%,0.36%,-13.14%,121.02%,225.06%,-40.84%,-66.35%
4,Accounts Receivable,41.01,66.18,86.53,58.82,61.41,41.61,32.15,45.24,45.47,48.19
5,Other Receivables,0.03,1.96,-,-,-,-,-,0,3.02,2.37
6,Receivables,41.03,68.14,86.53,58.82,61.41,41.61,32.15,45.24,48.49,50.56
7,Inventory,85.76,69.86,74.51,80.57,93.7,87.87,95.03,62.97,73.49,79.01
8,Restricted Cash,15,15,15,15,-,15,-,-,-,-
9,Other Current Assets,-,-,-,-,15,-,15,15,65,65
10,Total Current Assets,242.3,224.01,218.88,200.73,201.12,188.32,173.07,173.68,200.96,210.1
11,"Property, Plant & Equipment",18.85,26.98,46.35,54.46,38.72,42.51,30.19,52.25,60.23,88.34
12,Long-Term Investments,15.89,13.92,-,-,-,-,-,-,-,-
13,Long-Term Deferred Tax Assets,0.59,1.04,0.66,0.91,1.27,1.2,1.88,2.28,3.39,3.02
14,Other Long-Term Assets,51.29,51.05,50.37,49.97,45.08,47.5,41.01,11.53,14.46,14.67
15,Total Assets,328.92,316.99,316.26,306.07,286.19,279.52,246.16,239.73,279.03,316.13
16,Accounts Payable,26.03,11.41,14.29,6.87,17.08,19.18,12.79,13.38,16.34,17.83
17,Accrued Expenses,-,5.89,-,5.41,-,4.38,-,5.35,-,4.47
18,Short-Term Debt,70.84,92.15,75.12,82.72,46.17,59.42,33.87,40.98,59.6,102.19
19,Current Portion of Long-Term Debt,11.73,11.33,11.13,10.73,-,-,-,-,-,-
20,Current Portion of Leases,13.21,25.22,39.74,36.34,26.33,34.82,26,42.17,39.33,49.22
21,Current Income Taxes Payable,3.86,3.42,2.67,3.34,4.36,3.27,4.12,2.05,1.32,1.34
22,Current Unearned Revenue,13.03,7.51,15.22,8.16,14.46,10.67,13.16,8.46,13.45,7.02
23,Other Current Liabilities,37.46,15.03,11.33,2.65,23.52,2.61,17.81,1.06,26.9,2.97
24,Total Current Liabilities,176.15,171.96,169.5,156.21,131.93,134.34,107.76,113.44,156.94,185.04
25,Long-Term Debt,-,-,-,-,11.13,10.73,10,-,-,-
26,Long-Term Leases,4.35,1.61,11.31,22.5,10.54,9.6,5.5,13.31,21.07,43.85
27,Total Liabilities,180.5,173.57,180.81,178.71,153.6,154.67,123.26,126.76,178,228.89
28,Common Stock,28.41,28.41,24,24,24,24,24,24,24,20
29,Additional Paid-In Capital,83.82,83.82,74.34,74.34,74.34,74.34,74.34,74.34,74.34,62.66
30,Retained Earnings,35.06,30.07,35.99,27.9,34.23,26.49,24.55,14.62,2.68,4.57
31,Comprehensive Income & Other,1.12,1.12,1.12,1.12,0.02,0.02,0.02,0.02,0.02,0.02
32,Total Common Equity,148.42,143.42,135.45,127.36,132.59,124.85,122.9,112.98,101.03,87.24
33,Shareholders' Equity,148.42,143.42,135.45,127.36,132.59,124.85,122.9,112.98,101.03,87.24
34,Total Liabilities & Equity,328.92,316.99,316.26,306.07,286.19,279.52,246.16,239.73,279.03,316.13
35,Total Debt,100.13,130.31,137.31,152.29,94.17,114.58,75.37,96.46,119.99,195.26
36,Net Cash (Debt),0.38,-59.3,-94.47,-105.96,-63.16,-70.74,-44.47,-45.99,-106.01,-179.74
37,Net Cash Per Share,0.00,-0.23,-0.39,-0.44,-0.26,-0.29,-0.19,-0.19,-0.47,-0.90
38,Filing Date Shares Outstanding,284.12,284.12,240,240,240,240,240,240,240,200
39,Total Common Shares Outstanding,284.12,284.12,240,240,240,240,240,240,240,200
40,Working Capital,66.15,52.06,49.38,44.52,69.19,53.98,65.31,60.24,44.02,25.06
41,Book Value Per Share,0.52,0.50,0.56,0.53,0.55,0.52,0.51,0.47,0.42,0.44
42,Tangible Book Value,148.42,143.42,135.45,127.36,132.59,124.85,122.9,112.98,101.03,87.24
43,Tangible Book Value Per Share,0.52,0.50,0.56,0.53,0.55,0.52,0.51,0.47,0.42,0.44
44,Machinery,-,12.3,-,12.18,-,11.01,-,10.96,-,10.67
45,Leasehold Improvements,-,10.72,-,10.43,-,10.33,-,10.32,-,11.58
