,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+13 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+13 Quarters
0,Operating Revenue,153.24,86.49,181.21,74.04,69.81,67.5,91.45,117.52,85.31,62.01,52.34,120.19,65.13,61.85,40.44,127.6,25.1,83.01,10.32,73.92,Upgrade
1,Other Revenue,-6.2,6.2,-,7.19,-3.43,3.43,-,6.35,-3.17,3.17,-,6.95,-2.73,2.73,-,4.51,-2.66,2.66,-,1.31,Upgrade
2,Revenue,147.04,92.68,181.21,81.23,66.37,70.94,91.45,123.87,82.14,65.19,52.34,127.13,62.4,64.58,40.44,132.1,22.44,85.67,10.32,75.23,Upgrade
3,Revenue Growth (YoY),121.53%,30.66%,98.15%,-34.43%,-19.19%,8.82%,74.73%,-2.57%,31.63%,0.94%,29.43%,-3.76%,178.10%,-24.62%,291.85%,75.59%,-70.18%,50.88%,-81.83%,143.00%,Upgrade
4,Cost of Revenue,89.46,58.14,105.95,54.6,41.98,49.36,53.17,77.99,44.52,39.11,36.75,87.81,46.78,44.9,24.58,81.79,9.35,50.53,4.29,43.72,Upgrade
5,Gross Profit,57.58,34.54,75.27,26.62,24.4,21.58,38.28,45.88,37.62,26.08,15.59,39.32,15.62,19.67,15.86,50.31,13.09,35.14,6.03,31.51,Upgrade
6,"Selling, General & Admin",12.92,10.38,11.85,14.63,12.08,11.4,12.42,16.66,10.18,7.22,6.85,10.26,7.55,10.35,5.87,6.72,6.48,5.6,6.05,8.81,Upgrade
7,Research & Development,4.41,6.05,4.43,5.05,5.77,4.54,3.49,5.4,4.07,3.37,3.12,4.06,3.53,3.73,1.87,3.54,2.2,3.7,1.38,2.4,Upgrade
8,Other Operating Expenses,-1.01,1.37,1.78,0.52,0.07,0.34,-0.39,6.36,-0.74,-1.39,0.35,-0.27,-1.04,-6.32,-1.15,5.83,-2.02,0.14,-1.26,0.74,Upgrade
9,Operating Expenses,18.86,19.92,18.91,24.8,19.63,14.04,15.93,33.86,14.41,10.93,9.79,14.33,10.63,8.86,6.42,16.1,6.12,9.12,7.52,12.21,Upgrade
10,Operating Income,38.73,14.62,56.36,1.82,4.76,7.54,22.35,12.02,23.2,15.15,5.8,24.99,4.99,10.82,9.44,34.21,6.96,26.01,-1.49,19.3,Upgrade
11,Interest Expense,-0.14,-0.07,-0.15,-0.21,-0.16,-0.14,-0.08,-0.19,-0.16,-0.16,-0.16,-0.06,-0.04,-0.09,-,-,-,-0.11,-0.11,-0.11,Upgrade
12,Interest & Investment Income,0.46,2.41,2.67,1.93,1.67,2.38,2.4,1.82,1.52,0.45,0.92,1.17,1.15,1.12,0.4,0.6,0.53,0.95,0.38,1.67,Upgrade
13,Currency Exchange Gain (Loss),-3.5,3.5,-,1.47,-2.02,2.02,-,8.74,-5.63,5.63,-,-2.15,0.6,-0.6,-,-1.76,0.08,-0.08,-,0.25,Upgrade
14,Other Non Operating Income (Expenses),1.47,-0.79,0.57,-2.18,1.7,0.75,-0.85,-10.49,10.46,0.41,-0.73,0.52,-0.25,-0.81,0.3,0.58,-0.66,0.08,-0.34,-1.55,Upgrade
15,EBT Excluding Unusual Items,37.01,19.66,59.45,2.83,5.96,12.54,23.81,11.89,29.39,21.48,5.83,24.47,6.45,10.43,10.14,33.64,6.91,26.86,-1.56,19.56,Upgrade
