,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,10272,7751,7895,8947,12765,15185,14008,16367,6429,6184,6573,Upgrade
1,Market Cap Growth,-13.37%,-13.37%,-38.15%,-41.08%,-8.88%,-7.22%,117.90%,164.65%,-2.19%,-5.29%,-8.99%,Upgrade
2,Enterprise Value,24509,22194,22095,23322,25509,27750,25713,26881,15915,15210,14842,Upgrade
3,Last Close Price,7.13,5.38,5.48,6.21,8.86,10.54,9.73,11.38,4.47,4.30,4.57,Upgrade
4,PE Ratio,-,-,102.95,81.28,113.18,120.41,114.64,18.46,7.26,-9.05,-,Upgrade
5,PS Ratio,13.54,10.22,9.85,8.88,10.65,11.39,11.72,16.23,7.40,8.45,7.93,Upgrade
6,PB Ratio,3.51,1.77,1.55,1.81,2.47,2.97,2.66,3.51,1.46,1.94,2.04,Upgrade
7,P/TBV Ratio,2.95,2.95,2.40,2.91,3.94,4.35,3.72,4.85,1.91,2.85,2.97,Upgrade
8,P/FCF Ratio,143.48,108.26,-,-10.21,-,-,-,-,-33.73,-,30.93,Upgrade
9,P/OCF Ratio,103.95,103.95,-,-10.39,-,-,-,-,-38.35,-,30.07,Upgrade
10,EV/Sales Ratio,32.31,29.26,27.57,23.14,21.28,20.82,21.52,26.65,18.31,20.79,17.91,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-2220.99,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-595.40,-,-,-,Upgrade
13,EV/FCF Ratio,342.32,309.99,-,-26.61,-,-,-,-,-83.49,-,69.83,Upgrade
14,Debt / Equity Ratio,2.95,2.95,2.58,2.60,2.53,2.31,2.23,2.42,2.47,3.21,2.72,Upgrade
15,Debt / FCF Ratio,180.46,180.46,-,-14.69,-,-,-,-,-57.14,-,41.17,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-0.27%,-,-,-,Upgrade
17,Earnings Yield,-4.74%,-6.29%,0.97%,1.23%,0.88%,0.83%,0.87%,5.42%,13.77%,-11.06%,-6.32%,Upgrade
18,FCF Yield,0.70%,0.92%,-0.21%,-9.79%,-10.42%,-3.26%,-1.50%,-0.74%,-2.97%,-2.55%,3.23%,Upgrade
19,Buyback Yield / Dilution,0.12%,0.09%,0.07%,0.04%,0.00%,-0.07%,-0.27%,-0.19%,0.11%,-0.11%,0.21%,Upgrade
20,Total Shareholder Return,0.12%,0.09%,0.07%,0.04%,0.00%,-0.07%,-0.27%,-0.19%,0.11%,-0.11%,0.21%,Upgrade
