,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,3721132,2834360,2711670,2639194,3020192,3471089,3927833,2774704,3279440,3211656,4268072,3833282,3686196,2207373,2937368,2363376,2345299,2291471,2465720,2330558,Upgrade
1,Revenue Growth (YoY),23.21%,-18.34%,-30.96%,-4.88%,-7.91%,8.08%,-7.97%,-27.62%,-11.03%,45.50%,45.30%,62.20%,57.17%,-3.67%,19.13%,1.41%,-15.14%,-10.01%,-4.08%,2.89%,Upgrade
2,Cost of Revenue,2468698,1961826,2057582,1900943,2455095,2401892,2708921,2108784,2566729,2392278,2956425,2438868,2800193,1650951,2188784,1681858,1788593,1650490,1856797,1809487,Upgrade
3,Gross Profit,1252433,872534,654088,738251,565097,1069198,1218912,665920,712711,819378,1311647,1394414,886003,556422,748584,681518,556706,640981,608924,521071,Upgrade
4,"Selling, General & Admin",516138,430535,360217,299442,476848,400582,348247,342716,1139485,242605,6113,459964,506987,301829,310488,301066,391128,336915,360988,272988,Upgrade
5,Operating Expenses,516138,430535,360217,299442,476848,400582,348247,342716,1139485,242605,6113,459964,506987,301829,310488,301066,391128,336915,360988,272988,Upgrade
6,Operating Income,736296,441999,293871,438809,88249,668615,870664,323204,-426774,576773,1305534,934450,379016,254593,438096,380452,165578,304066,247936,248083,Upgrade
7,Interest Expense,-74120,-67669,-62299,-71043,-114872,-92509,-58575,-82750,-68741,-66348,-60229,-56059,-58237,-32887,-36408,-33180,-35534,-40364,-58101,-49906,Upgrade
8,Interest & Investment Income,16105,11601,9167,18833,-,19487,18830,10055,22523,20233,19124,14097,7807,6664,5598,3501,2671,11278,58647,-,Upgrade
9,Earnings From Equity Investments,-451.65,-36644,-16464,-21209,-16277,-6154,-8960,-5000,14917,34342,21088,42062,43182,35925,27171,16790,6210,2640,-7422,2846,Upgrade
10,Currency Exchange Gain (Loss),-309.58,-,4506,2517,4179,-,22.38,-1999,-11587,-,-3641,-3573,-4005,-,887.33,-2150,-1837,-,-,505.84,Upgrade
11,Other Non Operating Income (Expenses),46950,-14903,1854,-23604,56760,-25776,-18013,-22585,726287,-256975,-438958,-33339,-29657,-7648,3415,-17371,10779,-10992,-34895,-15161,Upgrade
12,EBT Excluding Unusual Items,724469,334384,230636,344303,18038,563663,803969,220924,256626,308025,842918,897636,338107,256648,438758,348041,147866,266629,206165,186367,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,159883,-,-,-,235.18,-,-,33439,Upgrade
14,Other Unusual Items,-3466,-,-,-,-4655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Pretax Income,721003,334384,230636,344303,13383,563663,803969,220924,256626,308025,842918,897636,497990,256648,438758,348041,148101,266629,206165,219806,Upgrade
16,Income Tax Expense,175982,100211,59600,106914,61928,130042,178355,69373,53193,43450,152272,143250,56868,48126,89173,68192,41992,48407,33425,49566,Upgrade
17,Earnings From Continuing Operations,545021,234173,171036,237389,-48545,433620,625614,151551,203433,264575,690645,754386,441122,208522,349585,279848,106109,218222,172739,170240,Upgrade
18,Minority Interest in Earnings,-10483,-28852,-12231,-31318,66855,-20518,-31667,41212,-41796,-43156,-49670,-50229,-35460,-8948,-13839,2822,-8713,-29086,-17703,-11058,Upgrade
19,Net Income,534538,205321,158805,206071,18310,413102,593946,192762,161637,221418,640975,704157,405662,199574,335746,282670,97396,189136,155036,159182,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-,-,102205,-,-,-,90423,-,-,-,95133,-,-,-,61691,-,-,-,Upgrade
21,Net Income to Common,534538,205321,158805,206071,-83896,413102,593946,192762,71214,221418,640975,704157,310528,199574,335746,282670,35705,189136,155036,159182,Upgrade
22,Net Income Growth,2819.44%,-50.30%,-73.26%,6.90%,-88.67%,86.57%,-7.34%,-72.63%,-60.15%,10.95%,90.91%,149.11%,316.51%,5.52%,116.56%,77.58%,-24.71%,12.87%,-22.02%,2.20%,Upgrade
23,Shares Outstanding (Basic),448,448,448,448,448,448,448,448,448,-,448,-,448,-,448,-,448,448,448,448,Upgrade
24,Shares Outstanding (Diluted),448,448,448,448,448,448,448,448,448,-,448,-,448,-,448,-,448,448,448,448,Upgrade
25,EPS (Basic),1192.23,457.95,354.20,459.62,-187.12,921.38,1324.74,429.94,158.84,-,1429.63,-,692.60,-,748.85,-,79.64,421.85,345.79,355.04,Upgrade
26,EPS (Diluted),1192.23,457.95,354.20,459.62,-187.12,921.38,1324.74,429.94,158.84,-,1429.63,-,692.60,-,748.85,-,79.64,421.85,345.79,355.04,Upgrade
27,EPS Growth,-,-50.30%,-73.26%,6.90%,-,-,-7.34%,-,-77.07%,-,90.91%,-,769.71%,-,116.56%,-,-72.40%,-,-22.02%,-,Upgrade
28,Free Cash Flow,1840027,462694,160343,-701500,-70317,-525435,94506,-364375,-580557,-70178,-83980,458096,1666950,-36723,499717,-721430,137898,112704,355189,-610363,Upgrade
29,Free Cash Flow Per Share,4104.00,1031.99,357.63,-1564.63,-156.83,-1171.93,210.79,-812.70,-1294.87,-,-187.31,-,3717.97,-,1114.57,-,307.57,251.38,792.21,-1361.35,Upgrade
30,Dividend Per Share,-,-,1250.000,-,-,1000.000,-,-,1000.000,1000.000,-,-,1500.000,-,-,-,1100.000,-,-,-,Upgrade
31,Dividend Growth,-,-,-,-,-,0%,-,-,-33.33%,-,-,-,36.36%,-,-,-,0%,-,-,-,Upgrade
32,Gross Margin,33.66%,30.78%,24.12%,27.97%,18.71%,30.80%,31.03%,24.00%,21.73%,25.51%,30.73%,36.38%,24.04%,25.21%,25.48%,28.84%,23.74%,27.97%,24.70%,22.36%,Upgrade
33,Operating Margin,19.79%,15.59%,10.84%,16.63%,2.92%,19.26%,22.17%,11.65%,-13.01%,17.96%,30.59%,24.38%,10.28%,11.53%,14.91%,16.10%,7.06%,13.27%,10.06%,10.64%,Upgrade
34,Profit Margin,14.36%,7.24%,5.86%,7.81%,-2.78%,11.90%,15.12%,6.95%,2.17%,6.89%,15.02%,18.37%,8.42%,9.04%,11.43%,11.96%,1.52%,8.25%,6.29%,6.83%,Upgrade
35,Free Cash Flow Margin,49.45%,16.32%,5.91%,-26.58%,-2.33%,-15.14%,2.41%,-13.13%,-17.70%,-2.19%,-1.97%,11.95%,45.22%,-1.66%,17.01%,-30.53%,5.88%,4.92%,14.41%,-26.19%,Upgrade
36,EBITDA,1235802,769336,979809,875598,806056,1174655,1850552,1175382,174759,884851,2250014,1597435,801240,661481,1559217,536869,945422,503038,356561,409272,Upgrade
37,EBITDA Margin,33.21%,27.14%,36.13%,33.18%,26.69%,33.84%,47.11%,42.36%,5.33%,27.55%,52.72%,41.67%,21.74%,29.97%,53.08%,22.72%,40.31%,21.95%,14.46%,17.56%,Upgrade
38,D&A For EBITDA,499506,327338,685938,436789,717807,506040,979887,852178,601533,308078,944480,662986,422223,406888,1121121,156417,779844,198972,108626,161189,Upgrade
39,EBIT,736296,441999,293871,438809,88249,668615,870664,323204,-426774,576773,1305534,934450,379016,254593,438096,380452,165578,304066,247936,248083,Upgrade
40,EBIT Margin,19.79%,15.59%,10.84%,16.63%,2.92%,19.26%,22.17%,11.65%,-13.01%,17.96%,30.59%,24.38%,10.28%,11.53%,14.91%,16.10%,7.06%,13.27%,10.06%,10.64%,Upgrade
41,Effective Tax Rate,24.41%,29.97%,25.84%,31.05%,462.74%,23.07%,22.18%,31.40%,20.73%,14.11%,18.06%,15.96%,11.42%,18.75%,20.32%,19.59%,28.35%,18.16%,16.21%,22.55%,Upgrade
42,Revenue as Reported,3721132,2834360,2711670,2639194,3020192,3471089,3927833,2774704,3279440,3211656,4268072,3833282,3686196,2207373,2937368,2363376,2345299,2291471,2465720,2330558,Upgrade
