,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,23000355,20153333,19548060,23359035,26183640,24614415,20803440,19099710,14930055,15154230,23045190,23583210,29053080,23852220,15086978,13450500,15983678,12015780,10312050,8541068,6321735,Upgrade
1,Market Cap Growth,-18.12%,-18.12%,-6.03%,22.30%,75.38%,62.43%,-9.73%,-19.01%,-48.61%,-36.47%,52.75%,75.33%,81.77%,98.51%,46.30%,57.48%,152.84%,45.65%,19.17%,-6.39%,-31.22%,Upgrade
2,Enterprise Value,26163096,24602639,24434973,28404181,30521246,28686619,24151625,22388278,17868472,17189729,24886452,24666956,30560585,25520320,16081578,14696092,16514386,12648977,10593030,9162768,6345534,Upgrade
3,Last Close Price,51300.00,44950.00,42325.15,50576.61,56692.40,53294.74,45043.27,40492.84,30878.94,31342.59,47662.99,47920.03,56284.51,46208.89,29227.99,26057.64,29869.93,22454.82,19270.93,15104.89,11180.00,Upgrade
4,PE Ratio,20.82,18.24,40.20,33.65,23.19,-,16.37,17.70,13.26,9.25,12.28,12.71,18.74,21.14,17.67,15.95,24.12,22.29,16.30,13.98,9.65,Upgrade
5,Forward PE,-,15.76,15.76,15.76,15.76,15.76,15.76,15.76,15.76,15.76,15.76,15.76,15.76,15.76,15.76,15.76,15.76,15.55,14.03,12.24,9.58,Upgrade
6,PS Ratio,1.93,1.69,1.74,1.97,2.01,1.87,1.55,1.45,1.10,1.04,1.54,1.69,2.29,2.13,1.53,1.35,1.69,1.27,1.05,0.85,0.62,Upgrade
7,PB Ratio,2.77,2.02,1.96,2.40,2.68,2.58,2.07,2.01,1.62,1.67,2.59,2.59,3.19,2.85,2.04,1.91,2.19,1.69,1.48,1.17,0.88,Upgrade
8,P/TBV Ratio,2.45,2.45,2.38,2.90,3.32,3.17,2.54,2.46,1.94,2.01,3.13,3.10,3.77,3.40,2.31,2.13,2.45,1.90,1.66,1.31,0.98,Upgrade
