,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,2860123,1759060,1136430,1133572,1841653,1593103,2392283,2052355,2018745,2468342,2808461,3325146,2711467,1208967,1616362,1386841,1950330,2043377,2443622,2212814,Upgrade
1,Short-Term Investments,433383,440839,727100,627034,626587,630685,128189,125372,128955,537406,128506,221166,230575,49088,84121,91621,80876,64240,60083,59783,Upgrade
2,Cash & Short-Term Investments,3293505,2199899,1863530,1760606,2468240,2223789,2520472,2177726,2147700,3005749,2936967,3546312,2942042,1258055,1700482,1478462,2031206,2107617,2503705,2272597,Upgrade
3,Cash Growth,33.44%,-1.07%,-26.06%,-19.15%,14.92%,-26.02%,-14.18%,-38.59%,-27.00%,138.92%,72.71%,139.86%,44.84%,-40.31%,-32.08%,-34.94%,-27.47%,-18.45%,14.65%,30.00%,Upgrade
4,Accounts Receivable,618244,925631,876981,651298,650281,986337,800337,567633,891078,672807,622059,491021,414453,609002,763080,646652,568074,781773,915509,890404,Upgrade
5,Other Receivables,158582,-52863,-89586,174175,185604,200974,190028,177200,-176734,204406,140892,110897,122507,118733,115969,137102,137333,155037,115034,191216,Upgrade
6,Receivables,777275,873268,787896,825974,836385,1188011,991065,745533,715145,878113,763851,602919,538409,731433,882747,787653,707306,938959,1032243,1083968,Upgrade
7,Inventory,4375951,4583522,4639870,4673875,4739829,4780843,4521904,4463056,4235047,4176611,3923269,3660282,3657379,3932030,3636794,3585086,3415167,3628290,3406424,3596531,Upgrade
8,Prepaid Expenses,29729,123165,78154,81459,42990,65235,93526,117836,54357,89252,100787,118614,100706,68271,65448,69183,53664,59241,70058,73811,Upgrade
9,Other Current Assets,987807,1042823,1027361,1040551,1017366,1100470,1115999,1200277,955727,913922,725305,752322,702964,1363974,687454,706212,608707,695862,629265,598121,Upgrade
10,Total Current Assets,9464267,8822678,8396812,8382466,9104810,9358348,9242967,8704428,8107975,9063646,8450179,8680449,7941499,7353763,6972926,6626595,6816049,7429969,7641695,7625029,Upgrade
11,"Property, Plant & Equipment",11954069,11885047,11639832,11407990,11454243,10670009,10317625,11016312,10992189,10219004,10181627,10354175,10330352,7425148,7242974,7485900,7528911,6659230,6295136,5785533,Upgrade
12,Long-Term Investments,365095,365270,406510,411233,438308,438820,446761,467932,688508,677432,684606,659553,618205,909975,875137,834215,820201,813690,805384,811118,Upgrade
13,Other Intangible Assets,92164,93275,88655,159282,89982,90729,91479,92330,93195,86766,87567,88299,89088,90357,91921,93055,94661,94495,94258,89266,Upgrade
14,Long-Term Accounts Receivable,4267,4580,4580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Long-Term Deferred Tax Assets,11623,22294,18917,15532,15583,13135,11676,13672,13984,12731,10435,-,-,-,-,-,-,4376,4443,4000,Upgrade
16,Long-Term Deferred Charges,68330,68876,86373,-,86655,71063,87512,72157,88493,73250,89475,74343,93457,75437,75983,76530,95483,77623,111537,78717,Upgrade
17,Other Long-Term Assets,2867605,2969135,2995765,2941032,2910608,2963619,2959447,2950872,2974578,2994194,2981219,2924690,2924451,2530402,2691194,6364456,2621906,6290506,5944623,5909679,Upgrade
18,Total Assets,24827419,24231156,23637445,23317536,24100190,23605723,23157468,23317703,22958921,23127023,22485107,22781511,21997051,18385081,17950135,21480752,17977212,21369889,20897076,20303342,Upgrade
19,Accounts Payable,1753591,1725084,1693610,1497125,1575971,1433751,1569567,1291184,1590437,1337297,1360416,1224870,1304258,1012980,1026251,939217,1100572,1052280,1055070,1026525,Upgrade
20,Accrued Expenses,779336,917770,735317,602883,738080,965007,928760,693070,799389,2352362,840567,1660160,808006,1598810,1589186,1271120,775671,1671701,770464,1205155,Upgrade
21,Short-Term Debt,1959869,2228988,2284700,2389704,2477248,2527199,2175874,1931515,1609203,1706447,1462099,1302267,999909,1365207,1476484,1403717,1196259,1306720,1291173,1385774,Upgrade
22,Current Portion of Long-Term Debt,549324,373482,421807,293015,356881,196957,362301,330186,298484,235158,311071,263437,408376,239752,293354,235830,262845,202474,266778,209012,Upgrade
23,Current Portion of Leases,62778,-,61164,-,63355,-,52375,-,51727,-,44117,-,38681,-,-,-,37345,-,-,-,Upgrade
24,Current Income Taxes Payable,259242,241248,154688,103795,272652,230478,214492,67812,103172,197383,245766,138790,87149,167094,131407,65195,120391,128117,92559,65980,Upgrade
25,Current Unearned Revenue,41004,41415,41054,38036,41491,33775,28223,30478,38697,37545,30880,86979,60424,73941,67566,48734,69015,39351,94348,75789,Upgrade
26,Other Current Liabilities,3341023,2322066,2107660,2236624,2811529,2627976,2925590,4157682,3899661,3194188,4066559,3827939,4583334,2704859,2772203,2826635,3706744,2760585,2955262,2230334,Upgrade
27,Total Current Liabilities,8746167,7850053,7500001,7161182,8337206,8015144,8257183,8501928,8390770,9060380,8361474,8504441,8290137,7162643,7356451,6790447,7268843,7161228,6525653,6198571,Upgrade
28,Long-Term Debt,2116024,2297631,2248469,2275228,2088927,1649450,1545358,1623523,1552578,1548654,1401585,1621584,1641350,451598,189532,307126,328605,440096,415340,540981,Upgrade
29,Long-Term Leases,124202,117941,128044,148363,148363,164935,90043,156037,104566,123869,127145,135950,100786,90152,92014,103027,72905,139726,125054,114384,Upgrade
30,Long-Term Unearned Revenue,2538976,2557509,2580874,2602126,2629204,2652721,2672513,2696042,2717939,2744289,2759013,2718370,2738529,2763565,2780524,2786034,2787982,2872389,2847018,2903376,Upgrade
31,Long-Term Deferred Tax Liabilities,187316,169475,165721,162374,160519,154619,154070,145285,144423,138932,138199,119387,118487,71705,71406,62315,61125,33990,33088,33947,Upgrade
32,Other Long-Term Liabilities,1161733,1284998,1270827,1213724,1211653,928539,933835,969181,963216,628022,581466,584558,750919,442152,410351,4136928,359611,3759915,3647153,3343932,Upgrade
33,Total Liabilities,14874419,14277606,13893936,13562997,14575872,13565408,13653002,14091995,13873492,14244144,13368882,13684289,13640208,10981815,10900277,14185878,10879072,14407344,13593307,13135190,Upgrade
34,Common Stock,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,4483500,Upgrade
35,Additional Paid-In Capital,929867,929867,929867,929867,929867,929867,929867,929867,929867,929867,929867,929867,929867,929867,931908,931908,931908,931908,931908,931972,Upgrade
36,Retained Earnings,3022037,3051619,2846614,2780933,2583873,3011110,2601961,2542629,2353128,2186630,2422930,2535407,1841734,1360912,1132727,1345898,1158720,1033977,1339506,1236465,Upgrade
37,Treasury Stock,-1.71,-1.71,-1.71,-1.71,-1.71,-1.71,-1.71,-1.71,-1.71,-1.71,-1.71,-1.71,-1.71,-1.71,-2.47,-2.47,-2.47,-2.47,-2.47,-2.47,Upgrade
38,Comprehensive Income & Other,-126452,-142598,-122730,-139202,-143994,-141611,-153567,-155319,-150622,-144237,-152283,-158373,-158702,-150457,-141974,-140784,-139941,-138636,-137483,-127928,Upgrade
39,Total Common Equity,8308950,8322386,8137250,8055096,7853245,8282865,7861760,7800675,7615872,7455758,7684013,7790400,7096398,6623821,6406159,6620520,6434185,6310747,6617430,6524005,Upgrade
40,Minority Interest,1644049,1631164,1606259,1699442,1671073,1757451,1642706,1425032,1469557,1427121,1432212,1306822,1260446,779446,643699,674353,663955,651798,686340,644146,Upgrade
41,Shareholders' Equity,9953000,9953550,9743509,9754539,9524318,10040316,9504466,9225708,9085429,8882878,9116225,9097221,8356844,7403267,7049858,7294874,7098140,6962545,7303770,7168152,Upgrade
42,Total Liabilities & Equity,24827419,24231156,23637445,23317536,24100190,23605723,23157468,23317703,22958921,23127023,22485107,22781511,21997051,18385081,17950135,21480752,17977212,21369889,20897076,20303342,Upgrade
43,Total Debt,4812197,5018041,5144184,5106310,5134773,4538541,4225951,4041262,3616559,3614127,3346016,3323237,3189102,2146709,2051384,2049700,1897959,2089015,2098345,2250151,Upgrade
44,Net Cash (Debt),-1518692,-2818142,-3280654,-3345704,-2666533,-2314753,-1705479,-1863535,-1468859,-608378,-409050,223075,-247060,-888655,-350902,-571238,133246,18601,405360,22446,Upgrade
45,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-79.06%,-92.02%,-,-,Upgrade
46,Net Cash Per Share,-3387.29,-6285.59,-7317.17,-7462.26,-5947.44,-5162.83,-3803.90,-4156.43,-3276.14,-,-912.34,-,-551.04,-,-782.65,-,297.19,41.49,904.12,50.06,Upgrade
47,Filing Date Shares Outstanding,448.35,448.35,448.35,448.35,448.35,448.35,448.35,448.35,448.35,-,448.35,-,448.35,-,448.35,-,448.35,448.35,448.35,448.35,Upgrade
48,Total Common Shares Outstanding,448.35,448.35,448.35,448.35,448.35,448.35,448.35,448.35,448.35,-,448.35,-,448.35,-,448.35,-,448.35,448.35,448.35,448.35,Upgrade
49,Working Capital,718100,972625,896811,1221284,767604,1343204,985785,202500,-282795,3267,88705,176008,-348637,191120,-383525,-163852,-452794,268741,1116042,1426458,Upgrade
50,Book Value Per Share,18532.29,18562.25,18149.32,17966.09,17515.88,18474.10,17534.87,17398.63,16986.44,-,17138.43,-,15827.81,-,-,-,14350.81,14075.49,14759.52,14551.14,Upgrade
51,Tangible Book Value,8216786,8229111,8048594,7895814,7763262,8192136,7770280,7708346,7522677,7368992,7596446,7702100,7007310,6533464,6314238,6527465,6339523,6216252,6523172,6434740,Upgrade
