,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+11 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+11 Quarters
0,Revenue,953922,953922,1316441,1235469,1207842,1082692,1086310,1038565,1028126,1129434,1252790,827499,599544,418358,564365,448145,329750,328048,333504,482003,Upgrade
1,Revenue Growth (YoY),-21.02%,-11.89%,21.18%,18.96%,17.48%,-4.14%,-13.29%,25.51%,71.48%,169.97%,121.98%,84.65%,81.82%,27.53%,69.22%,-7.02%,-29.42%,-40.86%,-27.18%,1.52%,Upgrade
2,Cost of Revenue,916258,916258,1263243,1183977,1175341,1036511,1048704,999925,997588,1113292,1196123,792005,572143,388696,528754,413140,297774,298484,314258,456237,Upgrade
3,Gross Profit,37664,37664,53198,51492,32501,46181,37607,38641,30538,16142,56667,35494,27402,29663,35612,35005,31976,29564,19245,25766,Upgrade
4,"Selling, General & Admin",41545,41545,55533,48567,42243,41889,41921,39834,13741,34876,44240,33851,30503,27189,28510,29937,25281,23793,26854,26505,Upgrade
5,Operating Expenses,41545,41545,55533,48567,42243,41889,41921,39834,13741,34876,44240,33851,30503,27189,28510,29937,25281,23793,26854,26505,Upgrade
6,Operating Income,-3882,-3882,-2335,2925,-9741,4292,-4315,-1193,16797,-18734,12427,1644,-3101,2473,7102,5068,6694,5770,-7609,-739.03,Upgrade
7,Interest Expense,-792.59,-792.59,-1251,-390.27,-404.49,-431.39,-452.96,-463.39,-394.39,-377.59,-355.56,-249.51,-181.45,-161.34,-89,-76.89,-13.92,-6.42,-3.48,-16.27,Upgrade
8,Interest & Investment Income,542.61,542.61,2298,569.48,634.81,1149,2201,1420,1626,3116,1195,1079,513.4,235.22,2225,510.73,1042,420.61,1688,3.87,Upgrade
