,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1415,1454,1752,504.25,349.52,386,594.41,855.23,223.88,269.92,Upgrade
1,Short-Term Investments,1682,1849,1335,947.05,323.82,224.5,600.6,953.43,1746,1948,Upgrade
2,Trading Asset Securities,14.52,17.51,21.11,893.45,848.86,1161,1341,1044,1219,1199,Upgrade
3,Cash & Short-Term Investments,3111,3321,3108,2345,1522,1771,2536,2853,3189,3417,Upgrade
4,Cash Growth,0.12%,41.64%,104.15%,32.37%,-39.97%,-37.91%,-20.47%,-16.51%,-13.07%,102.46%,Upgrade
5,Accounts Receivable,43.88,42.91,43.67,45.53,25.75,58.37,52.83,563.95,562.14,557.38,Upgrade
6,Other Receivables,145.31,145.24,624.13,119.02,617.39,133.97,658.88,177.61,725.2,714.01,Upgrade
7,Receivables,686.96,683.75,667.8,650.4,643.13,674.31,711.71,1227,1287,1271,Upgrade
8,Inventory,780.94,780.54,780.35,779.71,-,887.4,886.98,886.3,885.55,884.82,Upgrade
9,Prepaid Expenses,2.27,2.27,1.31,1.72,1.96,1.58,1.68,1.67,1.77,2.77,Upgrade
10,Other Current Assets,6.83,8.9,8.83,11.89,935.21,14.55,12.9,12.5,34.55,18.24,Upgrade
11,Total Current Assets,4588,4796,4566,3788,3103,3349,4149,4981,5398,5594,Upgrade
12,"Property, Plant & Equipment",32.3,37.83,38.01,20.86,19.31,28.24,35.52,42.74,49.94,30.42,Upgrade
13,Long-Term Investments,1801,1558,2052,1286,2035,1809,773.2,905.23,1172,1573,Upgrade
14,Long-Term Deferred Tax Assets,-,-,5,0.71,3.14,11.41,-,-,7.1,8.96,Upgrade
15,Other Long-Term Assets,1487,1487,1488,1488,1478,1480,1478,1482,1467,1464,Upgrade
16,Total Assets,7909,7879,8149,6584,6639,6678,6436,7411,8094,8671,Upgrade
17,Accounts Payable,102.08,110.45,110.67,108.53,35.27,117.17,210.65,197.28,353.16,363.82,Upgrade
18,Accrued Expenses,31.36,44.97,24.66,40.87,22.47,52.69,31.61,49.16,38.37,61.23,Upgrade
19,Short-Term Debt,-,15.02,-,296.33,126.92,123.5,120.03,116.62,97.02,97.02,Upgrade
20,Current Portion of Long-Term Debt,189.07,272.6,409.74,82.9,360.13,311.53,40.44,1019,1358,302.12,Upgrade
21,Current Portion of Leases,11.72,11.68,10.52,2.7,7.13,12.14,12.56,12.86,12.76,6.3,Upgrade
22,Current Income Taxes Payable,39.05,40.69,40.33,40.07,28.39,70.35,70.52,70.52,67.57,68.72,Upgrade
23,Current Unearned Revenue,395.46,421.28,409.32,416.16,291.49,407.13,428.83,441.39,470.4,451.99,Upgrade
24,Other Current Liabilities,167.75,121.9,203.83,187.12,403.87,272.13,182.06,300.28,182.28,198.74,Upgrade
25,Total Current Liabilities,936.49,1039,1209,1175,1276,1367,1097,2207,2580,1550,Upgrade
26,Long-Term Debt,2102,2019,2187,738.22,645.38,686.38,718.88,705.38,735.38,2353,Upgrade
27,Long-Term Leases,7.6,-,13.83,-,5.15,-,5.96,11.99,18.67,7.01,Upgrade
28,Long-Term Deferred Tax Liabilities,156.56,145.26,131.59,128.52,104.77,104.13,95.43,93.2,78.67,74.84,Upgrade
29,Other Long-Term Liabilities,5.98,6.05,6.28,6.21,6.28,6.36,6.44,6.52,6.59,6.67,Upgrade
30,Total Liabilities,3208,3209,3548,2048,2037,2164,1923,3024,3419,3992,Upgrade
31,Common Stock,4070,4070,4070,4070,4070,4070,4070,4070,4070,4070,Upgrade
32,Retained Earnings,-476.87,-498.35,-567.31,-619.62,-545.5,-621.34,-615.36,-729.92,-444.07,-440.03,Upgrade
33,Comprehensive Income & Other,618.39,617.64,621.3,615.13,608.59,600.18,602.43,604,608.56,608.94,Upgrade
34,Total Common Equity,4212,4189,4124,4066,4133,4049,4057,3944,4235,4239,Upgrade
35,Minority Interest,488.67,480.63,476.46,470.23,468.38,465.48,455.27,443.11,440.37,440.35,Upgrade
36,Shareholders' Equity,4700,4670,4601,4536,4602,4515,4513,4387,4675,4679,Upgrade
37,Total Liabilities & Equity,7909,7879,8149,6584,6639,6678,6436,7411,8094,8671,Upgrade
38,Total Debt,2310,2319,2621,1120,1145,1134,897.86,1866,2222,2766,Upgrade
39,Net Cash (Debt),801.12,1002,486.32,1225,377.5,637.82,1638,987.39,966.52,651.47,Upgrade
40,Net Cash Growth,64.73%,-18.15%,28.83%,92.00%,-76.95%,-35.40%,69.47%,51.56%,19.83%,-,Upgrade
41,Net Cash Per Share,0.08,0.10,0.05,0.13,0.04,0.07,0.17,0.10,0.10,0.07,Upgrade
42,Filing Date Shares Outstanding,9726,9726,9726,9726,9726,9726,9726,9726,9726,9726,Upgrade
43,Total Common Shares Outstanding,9726,9726,9726,9726,9726,9726,9726,9726,9726,9726,Upgrade
44,Working Capital,3652,3758,3357,2614,1827,1983,3052,2774,2818,4044,Upgrade
45,Book Value Per Share,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.44,0.44,Upgrade
46,Tangible Book Value,4212,4189,4124,4066,4133,4049,4057,3944,4235,4239,Upgrade
47,Tangible Book Value Per Share,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.44,0.44,Upgrade
48,Buildings,-,19.47,-,19.47,-,19.37,-,19.26,-,19.26,Upgrade
49,Machinery,-,15.3,-,15.18,-,14.98,-,15.79,-,15.92,Upgrade
