,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,1261,991.72,1002,824.28,860.8,883.82,864.06,1165,692.03,1291,Upgrade
1,Short-Term Investments,1478,1152,1407,1430,1573,1770,1835,1683,1575,1591,Upgrade
2,Accounts Receivable,699.77,562.61,511.92,721.48,691.81,1172,1391,2150,4339,2635,Upgrade
3,Other Receivables,1278,1416,1631,1818,1699,1984,1856,2081,2561,2606,Upgrade
4,"Property, Plant & Equipment",10,6.36,12.25,8.4,8.56,6.63,11.6,23.79,30.38,16.51,Upgrade
5,Other Current Assets,260,260,160,160,160,160,160,160,160,160,Upgrade
6,Long-Term Deferred Tax Assets,0.59,0.59,0.59,0.59,0.59,-,-,22.63,23.04,5.25,Upgrade
7,Other Long-Term Assets,286.18,457.13,468.91,581.52,692.06,659.67,679.14,585.03,637.4,412.61,Upgrade
8,Total Assets,5274,4846,5194,5544,5686,6637,6797,7870,10017,8717,Upgrade
9,Accounts Payable,1751,1345,1538,1593,1653,1965,1993,1902,1720,1953,Upgrade
10,Short-Term Debt,-,-,210,310,430,460,869.08,370,2371,-,Upgrade
11,Current Portion of Long-Term Debt,-,-,-,-,-,265.07,-,410.88,399.28,407.09,Upgrade
12,Current Portion of Leases,8.19,8.05,9.32,2.27,6.46,9.91,10.49,9.2,10.03,5.31,Upgrade
13,Other Current Liabilities,53.26,52.79,33.14,38.11,32.58,111.62,55.38,64,49.62,81.34,Upgrade
14,Long-Term Debt,-,-,-,-,-,-,-,612.14,995.32,1393,Upgrade
15,Long-Term Leases,4.23,7.94,12.76,1.49,1.32,-,5.09,8.52,13.38,2.51,Upgrade
16,Total Liabilities,1818,1415,1805,1949,2136,2822,2947,3390,5591,3869,Upgrade
17,Common Stock,67.41,67.41,67.41,67.41,67.41,67.41,67.41,67.41,67.41,67.41,Upgrade
18,Additional Paid-In Capital,3201,3201,3201,3201,3201,3201,3201,3201,3201,3201,Upgrade
19,Retained Earnings,177.55,152.82,111.19,317.05,271.83,536.05,571.06,1201,1147,1570,Upgrade
20,Comprehensive Income & Other,9.83,9.66,9.66,9.81,9.81,9.88,9.88,9.94,9.76,9.92,Upgrade
21,Shareholders' Equity,3456,3431,3390,3596,3550,3815,3850,4479,4426,4848,Upgrade
22,Total Liabilities & Equity,5274,4846,5194,5544,5686,6637,6797,7870,10017,8717,Upgrade
23,Total Debt,12.42,15.99,232.08,313.76,437.79,734.98,884.66,1411,3789,1808,Upgrade
24,Net Cash (Debt),2726,2128,2177,1940,1996,1919,1814,1437,-1522,1075,Upgrade
25,Net Cash Growth,25.23%,9.67%,9.07%,1.10%,10.04%,33.51%,-,33.73%,-,-,Upgrade
26,Net Cash Per Share,0.40,0.32,0.32,0.29,0.30,0.28,0.27,0.21,-0.23,0.16,Upgrade
27,Filing Date Shares Outstanding,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,Upgrade
28,Total Common Shares Outstanding,6741,6741,6741,6741,6741,6741,6741,6741,6741,6741,Upgrade
29,Working Capital,3164,2975,2921,3007,2850,3148,3164,4469,4744,5809,Upgrade
30,Book Value Per Share,0.51,0.51,0.50,0.53,0.53,0.57,0.57,0.66,0.66,0.72,Upgrade
31,Tangible Book Value,3456,3431,3390,3596,3550,3815,3850,4479,4426,4848,Upgrade
32,Tangible Book Value Per Share,0.51,0.51,0.50,0.53,0.53,0.57,0.57,0.66,0.66,0.72,Upgrade
