,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1001,1117,847,862,708,755,647,647,616,547,924,Upgrade
1,Market Cap Growth,29.46%,29.46%,19.57%,14.29%,9.52%,16.67%,5.00%,18.31%,-33.33%,-48.18%,-10.45%,Upgrade
2,Enterprise Value,1124,1158,928,906,825,758,673,545,687,458,905,Upgrade
3,Last Close Price,1.30,1.40,1.01,1.00,0.75,0.78,0.63,0.61,0.54,0.48,0.78,Upgrade
4,PE Ratio,5.07,5.78,4.57,5.72,3.22,3.26,4.88,5.56,5.90,5.26,6.66,Upgrade
5,PS Ratio,0.37,0.43,0.33,0.33,0.28,0.37,0.37,0.43,0.45,0.39,0.57,Upgrade
6,PB Ratio,0.70,0.68,0.47,0.52,0.43,0.47,0.48,0.50,0.48,0.47,0.79,Upgrade
7,P/TBV Ratio,1.23,1.23,0.75,0.84,0.68,0.74,0.61,0.67,0.65,0.64,1.02,Upgrade
8,P/FCF Ratio,2.81,3.14,2.09,2.25,1.74,3.30,11.05,2.88,2.97,-,5.26,Upgrade
9,P/OCF Ratio,2.70,2.70,1.75,1.71,1.38,2.79,6.11,2.31,2.57,-,3.41,Upgrade
10,EV/Sales Ratio,0.43,0.44,0.36,0.35,0.33,0.37,0.39,0.36,0.50,0.33,0.56,Upgrade
11,EV/EBITDA Ratio,2.26,2.54,2.03,2.12,1.86,2.48,3.88,4.91,7.00,3.30,4.72,Upgrade
12,EV/EBIT Ratio,3.93,4.05,3.27,3.47,2.81,3.38,5.11,7.95,12.17,4.58,5.82,Upgrade
13,EV/FCF Ratio,3.16,3.25,2.29,2.36,2.03,3.32,11.50,2.43,3.31,-,5.15,Upgrade
14,Debt / Equity Ratio,0.26,0.26,0.27,0.35,0.33,0.28,0.25,0.24,0.23,0.28,0.27,Upgrade
15,Debt / FCF Ratio,1.20,1.20,1.20,1.52,1.36,1.94,5.74,1.41,1.40,-,1.78,Upgrade
16,Return on Capital Employed (ROCE),15.84%,15.84%,14.42%,14.73%,16.46%,13.08%,9.36%,5.02%,4.14%,8.09%,12.23%,Upgrade
17,Earnings Yield,19.30%,17.30%,21.87%,17.48%,31.04%,30.68%,20.48%,17.98%,16.94%,19.03%,15.02%,Upgrade
18,FCF Yield,35.55%,31.88%,47.91%,44.44%,57.33%,30.30%,9.05%,34.68%,33.70%,19.34%,19.00%,Upgrade
19,Dividend Yield,8.46%,7.83%,10.90%,10.02%,13.26%,11.58%,14.35%,4.96%,-,-,8.96%,Upgrade
20,Buyback Yield / Dilution,-0.14%,-0.19%,-0.08%,-0.54%,-0.71%,-0.39%,2.80%,3.18%,0.40%,-,-,Upgrade
21,Total Shareholder Return,8.32%,7.64%,10.82%,9.47%,12.55%,11.19%,17.15%,8.14%,0.40%,-,8.96%,Upgrade
