,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,6007,6814,6176,6908,7371,7288,6110,5446,4972,5589,Upgrade
1,Revenue Growth (YoY),-2.74%,-1.36%,-16.21%,-5.21%,20.64%,33.83%,22.90%,-2.57%,-5.64%,-2.98%,Upgrade
2,Cost of Revenue,5003,5817,5112,5780,5963,5637,4825,4798,4286,4695,Upgrade
3,Gross Profit,1003,997.45,1064,1129,1408,1651,1285,648.4,685.33,894.64,Upgrade
4,"Selling, General & Admin",321.49,397.67,319.91,354.84,310.5,372.65,288.16,200.87,414.81,540.47,Upgrade
5,Other Operating Expenses,2.57,23.38,3.61,26.79,20.61,32.29,18.14,21.31,7.06,16.91,Upgrade
6,Operating Expenses,323.88,424.54,323.52,389.42,331.11,404.93,306.3,222.18,421.87,557.38,Upgrade
7,Operating Income,679.26,572.91,740.1,739.18,1077,1246,978.93,426.22,263.46,337.27,Upgrade
8,Interest Expense,-27.02,-24.23,-9.96,-15.82,-13.58,-18.16,-32.4,-37.39,-38.6,-57.58,Upgrade
9,Interest & Investment Income,172.63,196.49,161.45,162.67,152.15,186.8,185.9,153.5,119.28,113.08,Upgrade
10,Earnings From Equity Investments,4.41,3.27,0.76,3.67,1.76,2.31,1.01,0.1,0.32,-5.86,Upgrade
11,Currency Exchange Gain (Loss),-5.92,3.56,-13.18,12.86,-3.5,-0.3,0.67,-13.33,0.13,2.05,Upgrade
12,Other Non Operating Income (Expenses),32.55,32.24,57.48,43.92,32.73,53.55,61.59,83.31,42.51,112.51,Upgrade
13,EBT Excluding Unusual Items,855.91,784.24,936.65,946.48,1247,1470,1196,612.41,387.1,501.47,Upgrade
14,Gain (Loss) on Sale of Investments,40.79,37.58,50.71,44.47,48.58,78.83,460.19,11.08,45.88,50.43,Upgrade
15,Gain (Loss) on Sale of Assets,2.02,4.5,853,-0.46,0.88,-20.35,67.81,-2.27,-0.58,11.61,Upgrade
16,Asset Writedown,-,-2.69,-,-15.69,-,-302.57,-,-,-,-4.81,Upgrade
17,Other Unusual Items,-,-,-,-,-,-308.44,-,-,-,-,Upgrade
18,Pretax Income,898.72,823.63,1840,974.8,1296,917.91,1724,621.22,432.4,558.7,Upgrade
19,Income Tax Expense,155.35,175,114.89,222.1,249.94,604.4,395.78,141.68,132.78,401.1,Upgrade
20,Earnings From Continuing Operations,743.37,648.63,1725,752.71,1046,313.51,1328,479.54,299.62,157.6,Upgrade
21,Minority Interest in Earnings,-56.55,17.66,-10.08,-47.09,-109.06,-61.68,-82.16,-44,10.32,-3.09,Upgrade
22,Net Income,686.83,666.28,1715,705.61,936.97,251.83,1246,435.55,309.94,154.51,Upgrade
23,Net Income to Common,686.83,666.28,1715,705.61,936.97,251.83,1246,435.55,309.94,154.51,Upgrade
24,Net Income Growth,-59.96%,-5.57%,83.08%,180.19%,-24.79%,-42.18%,301.94%,181.89%,-43.51%,-75.34%,Upgrade
25,Shares Outstanding (Basic),4610,4610,4610,4610,4610,4610,4610,4610,4610,4610,Upgrade
26,Shares Outstanding (Diluted),4610,4610,4610,4610,4610,4610,4610,4610,4610,4610,Upgrade
27,EPS (Basic),0.15,0.14,0.37,0.15,0.20,0.05,0.27,0.09,0.07,0.03,Upgrade
28,EPS (Diluted),0.15,0.14,0.37,0.15,0.20,0.05,0.27,0.09,0.07,0.03,Upgrade
29,EPS Growth,-59.96%,-5.57%,83.08%,180.19%,-24.79%,-42.18%,301.94%,181.89%,-43.52%,-75.34%,Upgrade
30,Free Cash Flow,683.15,852.1,73.35,576.48,230.22,1104,775.54,786.58,103.77,349.47,Upgrade
31,Free Cash Flow Per Share,0.15,0.18,0.02,0.13,0.05,0.24,0.17,0.17,0.02,0.08,Upgrade
32,Operating Margin,11.31%,8.41%,11.98%,10.70%,14.61%,17.10%,16.02%,7.83%,5.30%,6.03%,Upgrade
33,Profit Margin,11.43%,9.78%,27.78%,10.21%,12.71%,3.46%,20.39%,8.00%,6.23%,2.76%,Upgrade
34,Free Cash Flow Margin,11.37%,12.50%,1.19%,8.34%,3.12%,15.14%,12.69%,14.44%,2.09%,6.25%,Upgrade
35,EBITDA,1025,900.34,994.8,1005,1338,1507,1251,731.27,585.54,663.18,Upgrade
36,D&A For EBITDA,345.83,327.43,254.7,265.51,261.08,260.53,272.02,305.05,322.08,325.92,Upgrade
37,EBIT,679.26,572.91,740.1,739.18,1077,1246,978.93,426.22,263.46,337.27,Upgrade
