,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Nov '24 Nov 1, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,499,665,549,773,1053,1063,1067,829,1015,1178,1220,Upgrade
1,Market Cap Growth,-13.92%,-13.92%,-47.89%,-27.26%,-1.25%,28.19%,5.14%,-29.65%,-16.82%,-1.16%,-4.49%,Upgrade
2,Enterprise Value,206,413,389,648,983,946,1084,940,1112,1418,1386,Upgrade
3,Last Close Price,1.80,2.40,1.96,2.76,3.75,3.78,3.78,2.92,3.56,4.11,4.23,Upgrade
4,PE Ratio,-,-,-,-15.41,-,-,-,-11.68,-,-,-,Upgrade
5,PS Ratio,9.06,12.09,9.18,15.22,24.47,25.35,22.72,16.62,19.86,119.92,57.53,Upgrade
6,PB Ratio,0.20,0.26,0.21,0.30,0.40,0.40,0.39,0.29,0.35,0.40,0.41,Upgrade
7,P/FCF Ratio,56.13,56.13,35.12,41.66,49.69,83.15,60.46,27.85,31.02,49.27,42.64,Upgrade
8,P/OCF Ratio,56.13,56.13,35.12,41.66,49.69,83.15,60.46,27.85,31.02,49.27,42.64,Upgrade
9,EV/Sales Ratio,3.75,7.51,6.51,12.75,22.84,22.56,23.07,18.84,21.77,144.28,-,Upgrade
10,EV/EBITDA Ratio,11.01,22.90,18.18,59.82,100.15,212.12,-,45.60,50.00,-97.37,-,Upgrade
11,EV/EBIT Ratio,11.71,23.46,18.58,62.90,109.10,283.61,-,48.44,52.96,-89.62,-,Upgrade
12,EV/FCF Ratio,34.86,34.86,24.91,34.91,46.38,74.01,61.40,31.57,34.00,59.28,48.43,Upgrade
13,Debt / Equity Ratio,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.08,0.09,0.10,Upgrade
14,Debt / FCF Ratio,3.70,3.70,2.91,2.48,2.25,3.85,2.89,5.19,7.48,10.54,10.72,Upgrade
15,Earnings Yield,-15.24%,-11.43%,-1.78%,-6.49%,-7.14%,-6.93%,-5.16%,-8.56%,-13.23%,-27.78%,-43.55%,Upgrade
16,FCF Yield,1.78%,1.78%,2.85%,2.40%,2.01%,1.20%,1.65%,3.59%,3.22%,2.03%,2.35%,Upgrade
17,Dividend Yield,0.94%,0.71%,0.87%,0.54%,0.45%,0.53%,0.72%,1.13%,1.01%,1.02%,1.06%,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-,-,-,-0.00%,6.89%,9.92%,Upgrade,
19,Total Shareholder Return,0.94%,0.71%,0.87%,0.54%,0.45%,0.53%,0.72%,1.13%,1.01%,7.91%,10.98%,Upgrade
