,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,963,763,738,875,763,650,594,650,494,481,500
1,Market Cap Growth,-12.86%,-12.86%,-3.28%,34.62%,28.42%,0%,20.25%,35.06%,-1.25%,-,-
2,Enterprise Value,524,313,475,594,511,489,510,518,429,492,604
3,Last Close Price,0.77,0.61,0.55,0.65,0.53,0.45,0.37,0.41,0.28,0.28,0.27
4,PE Ratio,5.40,4.28,4.20,4.90,4.42,4.04,3.75,6.06,4.68,6.81,9.54
5,PS Ratio,0.85,0.67,0.66,0.79,0.62,0.50,0.50,0.69,0.58,0.70,0.71
6,PB Ratio,1.37,1.08,1.02,1.30,1.19,1.29,1.07,1.54,1.15,1.45,1.47
7,P/TBV Ratio,1.08,1.08,1.02,1.35,1.24,1.36,1.13,1.64,1.22,1.56,1.59
8,P/FCF Ratio,3.61,-,2.78,-,3.34,3.35,7.82,-,2.69,3.56,6.21
9,P/OCF Ratio,2.71,-,2.70,-,3.21,3.18,7.07,-,2.59,3.25,5.57
10,EV/Sales Ratio,0.46,0.28,0.43,0.54,0.42,0.38,0.43,0.55,0.50,0.71,0.86
11,EV/EBITDA Ratio,2.08,1.27,1.94,2.27,1.82,2.06,2.50,3.51,2.84,3.85,5.05
12,EV/EBIT Ratio,2.25,1.34,2.05,2.39,1.91,2.18,2.66,3.81,3.08,4.18,5.57
13,EV/FCF Ratio,1.96,-,1.79,-,2.24,2.52,6.71,-,2.34,3.64,7.50
14,Debt / Equity Ratio,0.03,0.03,0.02,0.01,0.01,0.04,0.07,0.21,0.01,0.07,0.35
15,Debt / FCF Ratio,0.09,-,0.06,-,0.04,0.11,0.49,-,0.02,0.18,1.46
16,Return on Capital Employed (ROCE),32.26%,32.26%,31.05%,36.54%,41.27%,43.69%,34.63%,32.10%,32.21%,35.17%,31.54%
17,Earnings Yield,18.50%,23.36%,23.79%,20.41%,22.63%,24.75%,26.66%,16.50%,21.39%,14.69%,10.48%
18,FCF Yield,27.71%,34.98%,35.98%,11.84%,29.97%,29.82%,12.79%,14.55%,37.20%,28.05%,16.10%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-25.29%,-37.94%,-19.04%,
20,Total Shareholder Return,6.30%,-,-,-,-,-,-,-,-25.29%,-37.94%,-19.04%
