,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,808.58,977.58,1311,1465,1531,1615,1094,1381,929.96,449.03,587.04,457.85,372.62,261.57,268.01,291.08,133.61,191.64,231.32,254.36,Upgrade
1,Trading Asset Securities,550.43,214.84,155.14,80.11,315.72,286.8,599.41,392.24,734.81,775.02,614.83,701.72,248.57,477.31,351.24,256.57,346.55,369.59,361.48,296.65,Upgrade
2,Cash & Short-Term Investments,1359,1192,1466,1545,1847,1902,1694,1773,1665,1224,1202,1160,621.19,738.88,619.25,547.65,480.16,561.24,592.8,551.01,Upgrade
3,Cash Growth,-26.41%,-37.29%,-13.47%,-12.86%,10.94%,55.35%,40.94%,52.88%,168.00%,65.66%,94.09%,111.74%,29.37%,31.65%,4.46%,-0.61%,183.69%,92.97%,183.43%,51.62%,Upgrade
4,Accounts Receivable,2060,1941,1649,1945,1889,1811,1756,1982,1953,1801,1738,1635,1693,1461,1527,1403,1361,1141,1046,1089,Upgrade
5,Other Receivables,20.98,22.24,24.23,28.5,14.48,20.84,17.94,23.91,21.88,20.73,20.43,18.86,20.3,19.35,13.78,9.96,10.99,40.85,9.91,10.23,Upgrade
6,Receivables,2081,1963,1673,1973,1903,1832,1774,2006,1975,1822,1759,1654,1713,1481,1541,1413,1372,1182,1056,1099,Upgrade
7,Inventory,1581,1701,1939,2006,1940,2022,1896,1838,1792,1450,1290,1139,889.4,786.19,698.09,617.6,600.18,615.47,563.61,688.74,Upgrade
8,Prepaid Expenses,-,40.03,-,100.61,-,57.91,-,36.71,-,20.14,-,4.37,-,2.91,-,3.03,-,3.4,-,2.52,Upgrade
9,Other Current Assets,154.14,84.22,185.57,86.05,269.09,168.25,290.45,167.56,257.92,289.57,329.92,177.1,293.13,200.06,149.93,114.76,111.65,74.34,145.44,103.9,Upgrade
10,Total Current Assets,5175,4980,5264,5711,5959,5982,5654,5821,5690,4806,4581,4134,3517,3209,3008,2696,2564,2437,2358,2445,Upgrade
11,"Property, Plant & Equipment",1164,1156,1138,1151,1136,1093,1046,995.12,881.43,850.91,841.53,844.65,836.03,790.16,797.71,781.2,782.35,792.24,793.67,809.17,Upgrade
12,Long-Term Investments,63.43,63.1,63.82,63.87,53.73,42.4,42.37,43.23,41.95,42.52,40.66,35.7,29.06,29.06,32.5,95.56,91.42,91.42,84.74,81.69,Upgrade
13,Goodwill,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,50.55,29.75,29.75,29.75,9.96,9.96,9.96,9.96,9.96,Upgrade
14,Other Intangible Assets,187.28,189.41,191.61,192.96,199.74,197.98,200.24,202.21,201.1,203.61,207.14,210.36,211.65,191.59,173.5,164.24,167.23,169.78,172.29,174.84,Upgrade
15,Long-Term Deferred Tax Assets,54.91,55.41,50.31,47.5,45.81,46.11,42.68,41.39,31.38,31.1,29.92,29.2,29.08,30.64,29.14,28.62,27.58,26.48,27.43,25.4,Upgrade
16,Long-Term Deferred Charges,8.29,6.02,4.78,5.1,4.86,5.43,9.05,3.56,3.76,4.25,4.73,5.25,5.5,5.99,6.15,2.44,2.7,2.95,3.13,3.38,Upgrade
