,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,7582,9627,9450,9388,7461,7101,6630,6750,6111,5938,6235,6006,6686,7630,6617,8083,-,-,-,-,-,Upgrade
1,Market Cap Growth,35.57%,35.57%,42.54%,39.08%,22.09%,19.58%,6.33%,12.39%,-8.59%,-22.17%,-5.76%,-25.70%,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,7898,9779,9165,9091,7286,7128,6193,6347,5918,5854,5947,5661,6175,7155,5979,8513,-,-,-,-,-,Upgrade
3,PE Ratio,13.37,17.26,15.47,15.39,12.31,11.75,10.97,11.26,10.31,9.76,11.28,11.94,15.89,19.22,18.05,22.98,-,-,-,-,-,Upgrade
4,PS Ratio,1.48,1.93,1.88,1.85,1.51,1.47,1.37,1.41,1.29,1.28,1.40,1.42,1.71,2.01,1.81,2.21,-,-,-,-,-,Upgrade
5,PB Ratio,2.14,2.68,2.58,2.29,1.91,1.88,1.86,1.73,1.65,1.66,1.82,1.94,2.30,2.73,2.47,2.86,-,-,-,-,-,Upgrade
6,P/FCF Ratio,26.77,33.99,23.30,26.38,19.32,14.17,14.08,14.89,15.43,17.29,22.87,-,26.70,24.58,17.44,-,-,-,-,-,-,Upgrade
7,P/OCF Ratio,17.61,17.61,13.83,14.27,10.97,8.07,7.99,8.00,7.36,7.66,8.22,9.43,10.32,14.83,11.58,10.87,-,-,-,-,-,Upgrade
8,EV/Sales Ratio,1.59,1.96,1.83,1.79,1.47,1.48,1.28,1.33,1.24,1.26,1.34,1.34,1.58,1.88,1.63,2.32,-,-,-,-,-,Upgrade
9,EV/EBITDA Ratio,8.31,10.55,9.54,9.21,7.50,7.28,6.40,6.82,6.54,6.48,7.11,7.28,9.12,10.82,9.52,13.70,-,-,-,-,-,Upgrade
10,EV/EBIT Ratio,10.60,13.13,11.67,11.13,9.00,8.65,7.57,8.01,7.66,7.53,8.34,8.65,11.10,13.22,11.79,16.88,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,27.89,34.53,22.60,25.54,18.87,14.23,13.15,14.00,14.94,17.04,21.82,-,24.66,23.05,15.76,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.34,0.34,0.36,0.34,0.35,0.37,0.24,0.21,0.21,0.24,0.27,0.30,0.29,0.27,0.26,0.25,0.41,0.46,0.55,0.57,0.57,Upgrade
13,Debt / EBITDA Ratio,1.30,1.41,1.49,1.07,2.00,1.37,0.86,0.66,1.08,0.90,1.10,0.83,1.21,1.08,1.19,0.97,1.21,1.42,1.61,1.61,1.64,Upgrade
14,Debt / FCF Ratio,4.36,4.36,3.26,3.89,3.51,2.77,1.81,1.79,1.94,2.54,3.40,-,3.36,2.42,1.87,-,1.93,2.48,3.54,-,2.78,Upgrade
15,Quick Ratio,0.93,0.93,1.11,1.52,1.23,1.18,0.59,0.81,0.69,0.68,0.64,0.80,0.66,0.94,0.93,1.00,0.40,0.32,0.31,-,0.40,Upgrade
16,Current Ratio,1.26,1.26,1.39,1.83,1.54,1.45,0.81,1.01,0.90,0.91,0.83,0.98,0.86,1.13,1.06,1.16,0.52,0.44,0.42,-,0.53,Upgrade
17,Asset Turnover,0.63,0.65,0.94,0.84,0.64,0.71,0.93,0.84,0.68,0.72,1.10,0.97,0.76,0.70,1.09,1.19,0.79,-,-,1.12,Upgrade,
18,Return on Equity (ROE),12.32%,14.59%,20.35%,11.28%,18.10%,14.89%,20.73%,11.84%,18.78%,16.34%,25.51%,16.89%,15.78%,12.14%,18.69%,21.33%,18.00%,16.29%,21.14%,18.83%,Upgrade,
19,Return on Assets (ROA),7.18%,6.63%,10.35%,4.55%,8.61%,8.27%,10.77%,5.55%,8.75%,7.80%,11.97%,7.32%,8.29%,6.66%,9.29%,8.74%,7.98%,-,-,8.44%,Upgrade,
20,Return on Capital (ROIC),8.90%,8.16%,12.92%,5.82%,11.23%,11.06%,14.71%,7.63%,11.90%,10.48%,16.06%,9.67%,10.50%,8.47%,12.41%,12.18%,10.83%,10.83%,11.59%,11.58%,Upgrade,
21,Return on Capital Employed (ROCE),15.93%,15.93%,16.11%,15.08%,15.54%,16.17%,20.06%,17.85%,18.19%,18.80%,17.87%,18.78%,17.40%,17.55%,17.06%,16.14%,22.14%,22.96%,23.66%,-,23.32%,Upgrade
22,Earnings Yield,7.36%,5.80%,6.46%,6.50%,8.13%,8.51%,9.12%,8.88%,9.70%,10.25%,8.86%,8.38%,6.29%,5.20%,5.54%,4.35%,-,-,-,-,-,Upgrade
23,Earnings Yield,7.36%,5.80%,6.46%,6.50%,8.13%,8.51%,9.12%,8.88%,9.70%,10.25%,8.86%,8.38%,6.29%,5.20%,5.54%,4.35%,-,-,-,-,-,Upgrade
24,FCF Yield,3.74%,2.94%,4.29%,3.79%,5.17%,7.06%,7.10%,6.71%,6.48%,5.78%,4.37%,4.00%,3.74%,4.07%,5.73%,6.00%,-,-,-,-,-,Upgrade
25,Dividend Yield,8.56%,-,9.87%,-,8.73%,-,-,-,9.65%,-,-,-,4.29%,-,-,-,-,-,-,-,-,Upgrade
26,Payout Ratio,165.75%,294.50%,427.37%,2.58%,1.99%,17.57%,352.40%,4.13%,8.64%,6.09%,190.33%,-,7.29%,7.39%,285.68%,6.69%,5.43%,14.29%,308.83%,9.82%,15.81%,Upgrade
27,Buyback Yield / Dilution,6.16%,13.02%,-5.75%,-5.58%,3.55%,-32.79%,-5.85%,-5.84%,-8.30%,-5.42%,-1.80%,-4.92%,-15.26%,-21.39%,-14.37%,-11.02%,-2.07%,5.16%,-2.34%,-39.49%,1.06%,Upgrade
28,Total Shareholder Return,14.72%,13.02%,4.12%,-5.58%,12.28%,-32.79%,-5.85%,-5.84%,1.35%,-5.42%,-1.80%,-4.92%,-10.97%,-21.39%,-14.37%,-11.02%,-2.07%,5.16%,-2.34%,-39.49%,1.06%,Upgrade
