,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,41.16,39.95,32.67,28.6,26.29,25.08,7.09,36.1,32.69,254.81,Upgrade
1,Short-Term Investments,-,0.19,-,0.25,-,0.4,-,0.21,-,0.29,Upgrade
2,Cash & Short-Term Investments,41.16,40.14,32.67,28.85,26.29,25.48,7.09,36.31,32.69,255.11,Upgrade
3,Cash Growth,26.01%,39.14%,24.26%,13.26%,271.00%,-29.84%,-78.32%,-85.77%,-73.62%,93.94%,Upgrade
4,Accounts Receivable,0.53,3.21,1.68,1.5,62.52,149.5,156.78,172.29,193.17,151.47,Upgrade
5,Other Receivables,-,11.86,-,8.65,-,7.09,1.76,19,3.08,6.44,Upgrade
6,Receivables,0.53,15.07,1.68,10.15,62.52,156.59,158.54,191.29,196.25,157.91,Upgrade
7,Inventory,94.86,284.13,163.71,375.06,196.51,406.66,274.6,528.4,283.73,385.8,Upgrade
8,Prepaid Expenses,160.3,1.89,178.79,3.94,226.97,10.94,241.92,6.73,277.4,82.16,Upgrade
9,Restricted Cash,-,-,-,9.7,-,10.49,-,10.19,-,7.33,Upgrade
10,Other Current Assets,-,-,9.3,-,10.03,-,10.29,-,9.38,-,Upgrade
11,Total Current Assets,296.86,341.23,386.14,427.7,522.32,610.15,692.44,772.91,799.44,888.3,Upgrade
12,"Property, Plant & Equipment",990.2,1052,1268,1378,1534,1675,1752,1703,1506,1576,Upgrade
13,Other Intangible Assets,44.29,49.07,61.18,67.48,69.98,75.63,79.13,80.9,76.72,80.56,Upgrade
14,Other Long-Term Assets,-,-,-,-,-,-,-,-,-,9.55,Upgrade
15,Total Assets,1331,1443,1716,1873,2127,2361,2524,2557,2382,2554,Upgrade
16,Accounts Payable,9.44,15.47,20,17.45,20.12,13.36,14.04,36.22,46.87,47.99,Upgrade
17,Accrued Expenses,-,7.01,-,13.34,-,88.51,-,42.44,-,10.74,Upgrade
18,Short-Term Debt,121.26,117.05,118.88,117.46,883.85,916,907.88,830.9,406.84,315.77,Upgrade
19,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,385.07,Upgrade
20,Current Income Taxes Payable,-,-,-,-,5.11,3.63,0.42,-,-,10.79,Upgrade
21,Current Unearned Revenue,16.48,26.48,21.67,14.6,9.21,26.32,9.9,13.99,17.85,19.74,Upgrade
22,Other Current Liabilities,31.96,18.74,22.17,9.9,136.14,45.84,85.48,30.16,28.85,14.47,Upgrade
23,Total Current Liabilities,179.14,184.75,182.72,172.75,1054,1094,1018,953.71,500.41,804.58,Upgrade
24,Long-Term Debt,582.16,570.79,547.52,525.56,-,-,-,75.38,445.88,284.71,Upgrade
25,Long-Term Unearned Revenue,65.3,66.88,66.48,69.35,71.75,75.02,73.59,72.83,67.05,68.28,Upgrade
26,Long-Term Deferred Tax Liabilities,6.88,7.15,9.41,9.55,2.79,3,2.89,2.99,8.75,8.87,Upgrade
27,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,24.96,-,Upgrade
28,Total Liabilities,833.47,829.57,806.13,777.22,1129,1172,1094,1105,1047,1166,Upgrade
29,Common Stock,5.93,5.93,3.95,3.95,658.44,658.44,658.44,658.44,658.44,657.44,Upgrade
30,Additional Paid-In Capital,2281,2281,2269,2269,1563,1585,1563,1563,1562,1560,Upgrade
31,Retained Earnings,11.58,89.93,379.81,482.88,385.12,480.88,765.48,812.14,784.68,797.12,Upgrade
32,Comprehensive Income & Other,-1801,-1764,-1743,-1660,-1609,-1535,-1557,-1581,-1670,-1627,Upgrade
33,Total Common Equity,497.88,612.96,909.43,1096,997.56,1189,1429,1452,1335,1388,Upgrade
34,Shareholders' Equity,497.88,612.96,909.43,1096,997.56,1189,1429,1452,1335,1388,Upgrade
35,Total Liabilities & Equity,1331,1443,1716,1873,2127,2361,2524,2557,2382,2554,Upgrade
36,Total Debt,703.42,687.84,666.4,643.02,883.85,916,907.88,906.28,852.72,985.54,Upgrade
37,Net Cash (Debt),-662.25,-647.7,-633.74,-614.17,-857.56,-890.53,-900.79,-869.97,-820.04,-730.44,Upgrade
38,Net Cash Per Share,-1.12,-0.96,-1.60,-1.60,-2.60,-2.70,-2.74,-2.64,-2.49,-2.22,Upgrade
39,Filing Date Shares Outstanding,592.6,592.6,395.06,395.06,329.22,329.22,329.22,329.22,329.18,328.72,Upgrade
40,Total Common Shares Outstanding,592.6,592.6,395.06,395.06,329.22,329.22,329.22,329.22,329.18,328.72,Upgrade
41,Working Capital,117.73,156.48,203.42,254.95,-532.1,-483.52,-325.28,-180.8,299.03,83.72,Upgrade
42,Book Value Per Share,0.84,1.03,2.30,2.77,3.03,3.61,4.34,4.41,4.06,4.22,Upgrade
43,Tangible Book Value,453.6,563.89,848.25,1028,927.58,1113,1350,1371,1258,1307,Upgrade
44,Tangible Book Value Per Share,0.77,0.95,2.15,2.60,2.82,3.38,4.10,4.16,3.82,3.98,Upgrade
45,Land,-,986.15,-,1023,-,1107,-,506.4,-,366.64,Upgrade
46,Machinery,-,1020,-,1061,-,1150,-,1062,-,991.19,Upgrade
47,Construction In Progress,-,46.31,-,27.26,-,17.67,-,443.54,-,411.97,Upgrade
