,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,18,11,21,25,17,24,94,124,134,481,597,Upgrade
1,Market Cap Growth,-54.17%,-54.17%,22.55%,4.94%,-81.42%,-81.08%,-29.96%,-74.15%,-77.50%,-35.56%,16.13%,Upgrade
2,Enterprise Value,149,120,148,198,152,211,232,274,254,563,692,Upgrade
3,Last Close Price,0.10,0.07,0.13,0.14,0.10,0.14,0.56,0.74,0.81,2.90,3.60,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,195.18,-189.07,Upgrade
5,PS Ratio,0.05,0.03,0.06,0.04,0.02,0.04,0.19,0.20,0.24,0.86,1.03,Upgrade
6,PB Ratio,-0.16,-0.16,-0.39,2.05,1.66,-10.83,-3.96,-12.34,-10.36,-16.10,-16.36,Upgrade
7,P/FCF Ratio,-,-,1.78,2.16,0.84,4.82,-,-,-,25.47,-,Upgrade
8,P/OCF Ratio,-,-,0.41,0.40,0.36,3.30,-,-,-,14.49,41.85,Upgrade
9,EV/Sales Ratio,0.44,0.35,0.40,0.35,0.20,0.34,0.47,0.45,0.45,1.01,1.20,Upgrade
10,EV/EBITDA Ratio,292.29,234.26,-,8.58,7.10,59.22,-,15.60,13.30,17.52,33.88,Upgrade
11,EV/EBIT Ratio,-,-,-,14.96,12.78,-73.33,-,23.49,18.11,20.41,43.82,Upgrade
12,EV/FCF Ratio,-,-,12.29,17.35,7.35,43.25,-,-,-,29.83,-,Upgrade
13,Debt / Equity Ratio,-2.13,-2.13,-2.46,11.43,12.75,-72.16,-6.20,-13.75,-10.01,-3.92,-2.72,Upgrade
14,Debt / FCF Ratio,-,-,11.28,12.04,6.49,32.13,-,-,-,6.21,-,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,15.40%,14.64%,-23.23%,-,27.74%,36.53%,-,222.69%,Upgrade
16,Earnings Yield,-284.03%,-451.86%,-206.27%,-58.06%,-88.24%,-86.63%,-18.09%,-10.21%,-6.06%,0.51%,-0.53%,Upgrade
17,FCF Yield,-,56.20%,46.27%,118.42%,20.74%,-10.31%,-31.47%,-9.65%,3.93%,0.22%,Upgrade,
18,Buyback Yield / Dilution,-1.51%,-,-3.07%,-,1.02%,-2.87%,-1.31%,-0.48%,-,-,-,Upgrade
19,Total Shareholder Return,-1.51%,-,-3.07%,-,1.02%,-2.87%,-1.31%,-0.48%,-,-,-,Upgrade
