,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,916,1034,922,803,938,898,1113,1081,790,1058,1111,Upgrade
1,Market Cap Growth,28.71%,28.71%,-1.69%,-10.62%,-15.71%,-16.91%,40.96%,2.24%,-28.95%,-5.84%,7.65%,Upgrade
2,Enterprise Value,686,849,721,642,728,672,830,944,655,1004,1314,Upgrade
3,Last Close Price,1.17,1.30,1.16,1.01,1.18,1.13,1.40,1.36,1.12,1.50,1.89,Upgrade
4,PE Ratio,-,-,-,-,-,40.52,29.59,47.33,-,13.19,-,Upgrade
5,PS Ratio,4.32,5.15,4.66,3.55,3.58,2.87,3.35,6.84,-,8.54,-,Upgrade
6,PB Ratio,2.70,2.51,2.14,1.69,1.98,1.40,1.70,1.64,1.69,2.59,3.40,Upgrade
7,P/TBV Ratio,3.18,3.18,2.89,2.32,2.72,2.36,2.69,2.60,3.52,5.85,11.54,Upgrade
8,P/FCF Ratio,63.22,-,49.71,-312.92,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,65.69,-,46.59,-4034.92,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,3.30,4.23,3.64,2.84,2.78,2.15,2.50,5.97,-,8.11,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-154.44,-,24.52,18.87,37.55,-,27.17,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-28.55,-,234.25,-,65.92,-,38.20,-,Upgrade
13,EV/FCF Ratio,47.33,-,38.89,-250.02,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.29,0.29,0.01,0.00,0.03,0.03,0.00,0.00,0.05,0.05,0.34,Upgrade
15,Debt / FCF Ratio,8.20,-,0.20,-0.86,-,-,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-4.42%,-,0.42%,-,2.07%,-,5.85%,-,Upgrade
17,Earnings Yield,-4.12%,-3.65%,-3.78%,-20.77%,-16.78%,2.47%,3.38%,2.11%,-,7.58%,-,Upgrade
18,FCF Yield,1.58%,-,2.01%,-0.32%,-2.77%,-7.89%,-5.20%,-0.59%,-,-0.18%,-,Upgrade
19,Buyback Yield / Dilution,-1.24%,0.30%,-2.83%,2.88%,7.29%,-6.96%,-,-6.01%,-,-23.17%,-,Upgrade
20,Total Shareholder Return,-1.24%,0.30%,-2.83%,2.88%,7.29%,-6.96%,-,-6.01%,-,-23.17%,-,Upgrade
