,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,35105,45361,36049,49012,42976,49278,38947,42810,27165,31614,Upgrade
1,Revenue Growth (YoY),-2.62%,-7.45%,-16.12%,-0.54%,10.34%,15.11%,43.37%,35.42%,-2.72%,3.62%,Upgrade
2,Cost of Revenue,29250,39780,30326,43949,36005,41548,30938,33395,18479,22688,Upgrade
3,Gross Profit,5856,5581,5724,5063,6972,7729,8010,9416,8686,8926,Upgrade
4,"Selling, General & Admin",2691,3004,2710,3198,2906,3240,2594,2936,2254,2368,Upgrade
5,Operating Expenses,2691,3004,2710,3198,2906,3240,2594,2936,2254,2368,Upgrade
6,Operating Income,3165,2576,3013,1865,4066,4489,5416,6480,6433,6559,Upgrade
7,Interest Expense,-828.74,-1127,-994.47,-1040,-815.11,-607.73,-848.8,-662.07,-756.71,-656.46,Upgrade
8,Interest & Investment Income,-,381.33,-,301.29,-,282.6,-,152.58,-,151.84,Upgrade
9,Earnings From Equity Investments,-53.66,318.64,377,36.16,207.7,864.67,570.63,758.57,849.43,30.36,Upgrade
10,Currency Exchange Gain (Loss),8.57,29.36,49.08,209.33,20.95,50.05,13.67,52.81,28.01,12.25,Upgrade
11,Other Non Operating Income (Expenses),633.76,-309.49,429.86,433.02,675.08,-46.5,578.83,172.72,323.7,126.24,Upgrade
12,EBT Excluding Unusual Items,2925,1869,2875,1805,4154,5032,5730,6955,6877,6223,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-62.87,Upgrade
14,Gain (Loss) on Sale of Investments,14.77,187.83,-314.55,-47.23,0.14,102.28,-455.47,285.4,0.23,-18.42,Upgrade
15,Gain (Loss) on Sale of Assets,-21.42,-11.61,18.16,-9.82,1.81,9.99,19,-23.3,-45.07,-4.7,Upgrade
16,Asset Writedown,-7.07,-35.48,-59.16,-93.86,227.71,79.9,269.79,-11.11,50.31,-17.86,Upgrade
17,Other Unusual Items,-,83.62,-,-,-,-,-,1.54,0.12,16.21,Upgrade
18,Pretax Income,2911,2093,2519,1654,4384,5224,5563,7207,6883,6135,Upgrade
19,Income Tax Expense,647.26,347.54,412.02,390.83,532.75,1068,936.29,1172,1245,1307,Upgrade
20,Earnings From Continuing Operations,2264,1746,2107,1263,3851,4156,4627,6035,5638,4828,Upgrade
21,Minority Interest in Earnings,-503.17,-391.16,-276.79,-229.67,-591.27,-599.09,-521.74,-645.64,-547.96,-548.97,Upgrade
22,Net Income,1761,1355,1830,1033,3260,3557,4105,5389,5090,4279,Upgrade
23,Net Income to Common,1761,1355,1830,1033,3260,3557,4105,5389,5090,4279,Upgrade
24,Net Income Growth,-3.81%,31.07%,-43.85%,-70.95%,-20.59%,-34.00%,-19.34%,25.95%,3.66%,7.01%,Upgrade
25,Shares Outstanding (Basic),5383,5383,5384,5335,5440,5476,5521,5212,5218,5219,Upgrade
26,Shares Outstanding (Diluted),5383,5383,5384,5335,5440,5476,5521,5212,5218,5219,Upgrade
27,Shares Change (YoY),-0.03%,0.90%,-1.03%,-2.58%,-1.46%,5.05%,5.80%,-0.12%,-0.01%,2.41%,Upgrade
28,EPS (Basic),0.33,0.25,0.34,0.19,0.60,0.65,0.74,1.03,0.98,0.82,Upgrade
29,EPS (Diluted),0.33,0.25,0.34,0.19,0.60,0.65,0.74,1.03,0.98,0.82,Upgrade
30,EPS Growth,-3.78%,29.05%,-43.26%,-70.02%,-19.41%,-37.51%,-23.77%,26.21%,3.67%,4.40%,Upgrade
31,Free Cash Flow,3683,-2226,7565,-587.53,4736,-3078,4144,-6736,6889,-4543,Upgrade
32,Free Cash Flow Per Share,0.68,-0.41,1.41,-0.11,0.87,-0.56,0.75,-1.29,1.32,-0.87,Upgrade
33,Dividend Per Share,0.150,0.350,0.150,0.400,0.100,0.450,0.100,0.450,0.100,0.400,Upgrade
34,Dividend Growth,0%,-12.50%,50.00%,-11.11%,0%,0%,0%,12.50%,0%,11.11%,Upgrade
35,Operating Margin,9.02%,5.68%,8.36%,3.81%,9.46%,9.11%,13.90%,15.14%,23.68%,20.75%,Upgrade
36,Profit Margin,5.02%,2.99%,5.08%,2.11%,7.59%,7.22%,10.54%,12.59%,18.74%,13.53%,Upgrade
37,Free Cash Flow Margin,10.49%,-4.91%,20.99%,-1.20%,11.02%,-6.25%,10.64%,-15.74%,25.36%,-14.37%,Upgrade
38,EBITDA,4543,3923,4279,3118,5286,5575,6590,7463,7299,7346,Upgrade
39,D&A For EBITDA,1378,1347,1265,1253,1220,1086,1175,982.68,866.13,786.94,Upgrade
40,EBIT,3165,2576,3013,1865,4066,4489,5416,6480,6433,6559,Upgrade
