,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,39118,39299,38375,40169,60170,51194,54622,127742,166014,114672,140901,Upgrade
1,Market Cap Growth,-2.17%,-2.17%,-36.22%,-21.54%,10.16%,-59.92%,-67.10%,11.40%,17.82%,-27.48%,-2.17%,Upgrade
2,Enterprise Value,97699,97228,90746,97902,114176,107269,102671,177394,208070,153680,176518,Upgrade
3,Last Close Price,7.18,7.07,6.55,6.73,9.58,8.08,8.27,18.83,25.57,17.60,21.24,Upgrade
4,PE Ratio,12.44,12.62,12.05,14.03,14.01,7.51,7.13,13.45,15.84,12.24,15.33,Upgrade
5,Forward PE,9.56,8.98,7.74,6.85,7.90,6.11,5.64,9.98,13.71,10.26,12.60,Upgrade
6,PS Ratio,0.48,0.49,0.47,0.47,0.65,0.55,0.62,1.56,2.37,1.95,2.37,Upgrade
7,PB Ratio,0.68,0.61,0.63,0.66,0.93,0.78,0.76,1.76,2.77,2.21,3.08,Upgrade
8,P/TBV Ratio,0.77,0.77,0.81,0.83,1.18,1.00,0.97,2.25,3.70,3.03,4.27,Upgrade
9,P/FCF Ratio,26.85,26.98,-,5.76,-,30.87,-,-49.27,-,48.88,-,Upgrade
10,P/OCF Ratio,5.27,5.27,3.38,3.12,6.00,4.89,5.53,23.09,20.05,12.28,21.72,Upgrade
11,PEG Ratio,0.92,0.48,1.26,0.47,-,-,-,0.61,2.10,-,0.79,Upgrade
12,EV/Sales Ratio,1.21,1.21,1.11,1.15,1.24,1.16,1.16,2.17,2.97,2.61,2.96,Upgrade
13,EV/EBITDA Ratio,10.91,11.48,11.06,13.24,13.59,9.88,8.44,12.62,14.10,10.49,12.36,Upgrade
14,EV/EBIT Ratio,16.27,16.93,16.23,20.07,19.25,12.54,10.37,14.91,16.11,11.83,13.92,Upgrade
15,EV/FCF Ratio,67.06,66.74,-,14.03,-,64.69,-,-68.42,-,65.51,-,Upgrade
16,Debt / Equity Ratio,0.95,0.95,0.98,0.93,0.95,0.91,0.80,0.71,0.85,0.83,0.87,Upgrade
17,Debt / FCF Ratio,41.71,41.71,-,8.13,-,36.23,-,-19.77,-,18.45,-,Upgrade
18,Return on Capital Employed (ROCE),5.43%,5.43%,5.69%,5.02%,5.62%,8.19%,9.10%,10.48%,13.68%,16.73%,20.20%,Upgrade
19,Earnings Yield,7.96%,7.93%,8.30%,7.13%,7.14%,13.32%,14.03%,7.43%,6.31%,8.17%,6.52%,Upgrade
20,FCF Yield,3.72%,3.71%,13.91%,17.37%,6.89%,3.24%,1.95%,-2.03%,0.09%,2.05%,-0.36%,Upgrade
21,Dividend Yield,6.96%,7.08%,7.63%,8.18%,5.22%,6.81%,6.65%,2.92%,2.15%,2.84%,2.35%,Upgrade
22,Buyback Yield / Dilution,-0.44%,0.03%,-0.90%,1.03%,2.58%,1.46%,-5.05%,-5.80%,0.12%,0.01%,-2.41%,Upgrade
23,Total Shareholder Return,6.53%,7.10%,6.73%,9.21%,7.80%,8.27%,1.59%,-2.88%,2.27%,2.85%,-0.05%,Upgrade
