,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,9921,10940,9870,11009,9761,9248,10211,10569,11427,9956,9470,8241,9071,9394,8086,7529,7820,7731,5318
1,Other Revenue,-544.78,544.78,-,711.22,-222.6,222.6,-,390.71,-185.87,185.87,-,353.31,-180.58,180.58,-,349.96,-157.94,157.94,-
2,Revenue,9376,11484,9870,11721,9538,9471,10211,10960,11241,10142,9470,8595,8890,9575,8086,7879,7662,7889,5318
3,Revenue Growth (YoY),-1.70%,21.26%,-3.34%,6.94%,-15.15%,-6.62%,7.83%,27.52%,26.44%,5.93%,17.12%,9.09%,16.04%,21.37%,52.04%,-,-,-,-
4,Cost of Revenue,8821,11130,9319,11009,8935,9046,9583,10038,10466,9432,8745,7444,8030,8954,7540,7230,6900,7435,4976
5,Gross Profit,555.34,354.23,551.24,711.85,603.14,424.45,628,921.62,775.66,710.15,724.67,1150,860.35,621.05,545.51,648.69,761.63,453.86,342.58
6,"Selling, General & Admin",351.71,337.06,329.99,414.14,336.75,319.78,347.15,414.75,371.55,392.37,345.63,453.33,385.24,347.15,287.29,326.03,392.95,289.57,247.32
7,Research & Development,4.04,4.6,4.7,5.54,4.31,3.79,4.99,6.31,4.69,3.25,3.34,2.48,3.78,2.77,3.98,3.48,3.08,3.63,2.06
8,Other Operating Expenses,13.66,-3.41,-3.72,2.76,-10.19,-9.91,-13.17,25.61,-0.27,-7.33,13.15,22.81,4.61,-1.91,3.6,12.47,-7.07,-15.78,9.1
9,Operating Expenses,366.56,343.87,332.7,425.43,330.95,313.89,338.89,445.07,380.25,392.68,362.36,478.93,391.61,351.24,295.06,340.08,387.09,278.99,259.05
10,Operating Income,188.78,10.35,218.54,286.43,272.2,110.56,289.11,476.55,395.41,317.47,362.31,671.56,468.74,269.81,250.45,308.61,374.54,174.87,83.52
11,Interest Expense,-27.05,-33.89,-31.5,-29.78,-26.93,-26.58,-20.05,-19.37,-31.24,-28.86,-32.28,-27.51,-34.92,-23.44,-22.4,-13.8,-22.11,-17.17,-29.5
12,Interest & Investment Income,36.22,36.81,23.24,54.45,23.63,41.65,28.34,43.76,81.41,33.01,40.01,31.71,71.08,31.39,23.83,45.57,41.64,21.49,14.56
13,Currency Exchange Gain (Loss),-1.43,1.43,-,5.13,-1.91,1.91,-,-4.63,8.16,-8.16,-,2.99,-1.41,1.41,-,7.46,0.41,-0.41,-
14,Other Non Operating Income (Expenses),-4.24,-5.03,-2.04,-13.1,7.99,-21.54,6.82,1.8,-15.55,-3.86,1.67,-14.37,1.76,1.68,-3.13,-19.04,2.71,-7.38,-1.33
15,EBT Excluding Unusual Items,192.28,9.67,208.23,303.12,274.97,106,304.22,498.12,438.19,309.6,371.72,664.39,505.24,280.85,248.76,328.8,397.19,171.41,67.26
16,Impairment of Goodwill,-,-,-,-12.48,-,-,-,-10.23,-,-,-,-7.4,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,6.07,-8.72,-1.87,-11.76,3.7,-1.62,-0.95,-9.77,-0.46,5.41,-3.48,50.3,-8.78,8.32,-3.35,4.77,-2.15,3.03,1.96
18,Gain (Loss) on Sale of Assets,1.9,2.44,6.83,35.7,3,16.81,7.91,7.74,10.35,7.35,9.84,10.11,3.64,4.77,7.09,22.48,3.56,7.46,3.63
19,Asset Writedown,-77.43,64.86,-65.2,96.19,-103.49,67.3,-67.63,64.15,-73.09,16.53,-22.66,27.87,-36.91,38.61,-38.8,28.8,-33.79,37.46,-37.7
20,Other Unusual Items,14.45,38.8,1.63,44.72,-6.47,6.47,-,61.65,-,-,-,35.19,-,-,-,9.81,-3.07,3.07,-
21,Pretax Income,137.1,107.22,149.61,456.37,171.66,195.01,243.54,612.04,374.93,338.95,355.43,780.93,462.91,332.82,213.7,394.74,361.69,222.48,35.16
22,Income Tax Expense,26.42,33.09,46.85,112.99,36.37,47.87,60.05,175,75.5,78.06,79.19,194.84,99.24,71.72,47.83,103.49,72.69,45.51,11.89
23,Earnings From Continuing Operations,110.68,74.13,102.76,343.38,135.29,147.14,183.5,437.04,299.43,260.89,276.23,586.09,363.67,261.1,165.87,291.25,289,176.97,23.26
24,Minority Interest in Earnings,-55.56,-25.94,-45.64,-201.85,-73.15,-60.98,-92.39,-235.21,-157.01,-134.93,-136.65,-319.34,-183.56,-131.82,-85.51,-189.87,-138.86,-86.81,-13.84
25,Net Income,55.13,48.19,57.12,141.53,62.14,86.16,91.11,201.83,142.42,125.96,139.58,266.75,180.11,129.28,80.36,101.38,150.14,90.16,9.42
26,Net Income to Common,55.13,48.19,57.12,141.53,62.14,86.16,91.11,201.83,142.42,125.96,139.58,266.75,180.11,129.28,80.36,101.38,150.14,90.16,9.42
27,Net Income Growth,-11.29%,-44.07%,-37.31%,-29.88%,-56.37%,-31.59%,-34.73%,-24.34%,-20.93%,-2.57%,73.71%,163.11%,19.96%,43.39%,752.62%,-,-,-,-
28,Shares Outstanding (Basic),500,534,519,531,515,507,506,493,473,504,499,484,487,473,502,482,473,525,471
29,Shares Outstanding (Diluted),500,534,519,531,515,507,506,522,509,504,499,506,524,473,502,509,473,525,471
30,Shares Change (YoY),-3.04%,5.33%,2.59%,1.78%,1.23%,0.65%,1.53%,3.19%,-2.87%,6.49%,-0.74%,-0.70%,10.74%,-9.87%,6.58%,-,-,-,-
31,EPS (Basic),0.11,0.09,0.11,0.27,0.12,0.17,0.18,0.41,0.30,0.25,0.28,0.55,0.37,0.27,0.16,0.21,0.32,0.17,0.02
32,EPS (Diluted),0.11,0.09,0.11,0.27,0.12,0.17,0.18,0.39,0.28,0.25,0.28,0.53,0.34,0.27,0.16,0.20,0.32,0.17,0.02
33,EPS Growth,-8.50%,-46.90%,-38.89%,-31.11%,-56.90%,-32.04%,-35.71%,-26.68%,-18.59%,-8.51%,75.00%,164.96%,8.32%,59.09%,700.00%,-,-,-,-
34,Free Cash Flow,466.75,13.33,-588.76,-151.52,670.31,-18.05,-66.14,-107.74,998.92,-669.82,1176,587.86,142.87,206.36,58.67,270.38,-907.65,1699,269.7
35,Free Cash Flow Per Share,0.93,0.02,-1.13,-0.29,1.30,-0.04,-0.13,-0.21,1.96,-1.33,2.36,1.16,0.27,0.44,0.12,0.53,-1.92,3.24,0.57
36,Dividend Per Share,-,-,-,0.300,-,-,-,0.300,-,-,-,0.300,-,-,-,0.180,-,-,-
37,Dividend Growth,-,-,-,0%,-,-,-,0%,-,-,-,66.67%,-,-,-,-,-,-,-
38,Gross Margin,5.92%,3.08%,5.58%,6.07%,6.32%,4.48%,6.15%,8.41%,6.90%,7.00%,7.65%,13.39%,9.68%,6.49%,6.75%,8.23%,9.94%,5.75%,6.44%
39,Operating Margin,2.01%,0.09%,2.21%,2.44%,2.85%,1.17%,2.83%,4.35%,3.52%,3.13%,3.83%,7.81%,5.27%,2.82%,3.10%,3.92%,4.89%,2.22%,1.57%
40,Profit Margin,0.59%,0.42%,0.58%,1.21%,0.65%,0.91%,0.89%,1.84%,1.27%,1.24%,1.47%,3.10%,2.03%,1.35%,0.99%,1.29%,1.96%,1.14%,0.18%
41,Free Cash Flow Margin,4.98%,0.12%,-5.96%,-1.29%,7.03%,-0.19%,-0.65%,-0.98%,8.89%,-6.60%,12.42%,6.84%,1.61%,2.16%,0.73%,3.43%,-11.85%,21.53%,5.07%
42,EBITDA,227.26,51.58,257.02,324.91,310.17,148.29,327.09,514.53,430.19,353.1,397.1,706.34,501.73,303.61,283.43,341.6,387.87,206.5,96.85
43,EBITDA Margin,2.42%,0.45%,2.60%,2.77%,3.25%,1.57%,3.20%,4.69%,3.83%,3.48%,4.19%,8.22%,5.64%,3.17%,3.51%,4.34%,5.06%,2.62%,1.82%
44,D&A For EBITDA,38.48,41.23,38.48,38.48,37.98,37.73,37.98,37.98,34.78,35.62,34.78,34.78,32.98,33.8,32.98,32.98,13.33,31.63,13.33
45,EBIT,188.78,10.35,218.54,286.43,272.2,110.56,289.11,476.55,395.41,317.47,362.31,671.56,468.74,269.81,250.45,308.61,374.54,174.87,83.52
46,EBIT Margin,2.01%,0.09%,2.21%,2.44%,2.85%,1.17%,2.83%,4.35%,3.52%,3.13%,3.83%,7.81%,5.27%,2.82%,3.10%,3.92%,4.89%,2.22%,1.57%
47,Effective Tax Rate,19.27%,30.86%,31.32%,24.76%,21.19%,24.55%,24.66%,28.59%,20.14%,23.03%,22.28%,24.95%,21.44%,21.55%,22.38%,26.22%,20.10%,20.45%,33.83%
48,Revenue as Reported,9376,11484,9870,11721,9538,9471,10211,10960,11241,10142,9470,8595,8890,9575,8086,7879,7662,7889,5318
