,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,304.01,198.5,370.04,332.16,1156,1375,1911,1556,1084,563.37
1,Short-Term Investments,-,6.6,-,14.39,-,10.86,-,-,7.4,3.79
2,Trading Asset Securities,-,0.29,-,-,-,-,0.07,-,-,-
3,Cash & Short-Term Investments,304.01,205.4,370.04,346.55,1156,1386,1911,1556,1091,567.15
4,Cash Growth,-17.84%,-40.73%,-68.00%,-75.00%,-39.48%,-10.94%,75.06%,174.38%,-,-
5,Accounts Receivable,306.83,272.67,239.33,194.98,253.82,260.28,179.15,204.37,200.85,206.63
6,Other Receivables,42.98,64.8,72.67,75.07,90.13,99.05,79.5,8.37,73.76,85.14
7,Receivables,349.81,337.47,312,270.05,343.95,359.33,258.65,212.74,274.61,291.76
8,Inventory,841.99,947.34,779.72,897.45,759.37,1018,787.62,718.45,727.07,626.9
9,Restricted Cash,-,-,-,-,-,479.66,-,-,-,-
10,Other Current Assets,35.79,29.37,30.52,46.52,96.48,87.95,35.6,161.23,531.11,254.24
11,Total Current Assets,1532,1520,1492,1561,2356,3331,2993,2649,2624,1740
12,"Property, Plant & Equipment",3281,3366,3489,3513,3504,3395,3227,2817,2532,2460
13,Long-Term Investments,51.87,54.61,57.9,59.84,61.61,63.07,64.09,64.81,-,-
14,Other Intangible Assets,85.99,87.32,88.66,89.42,90.49,91.84,93.59,91.32,10.04,9.53
15,Long-Term Deferred Tax Assets,81.15,2.4,0.16,1.95,0.18,0.18,1.43,0.4,3.59,3.51
16,Long-Term Deferred Charges,13.72,16.6,-,-,-,-,-,0.41,-,-
17,Other Long-Term Assets,32.14,10.9,9.93,5.52,5.85,49.66,29.13,154.88,275.7,218.09
18,Total Assets,5077,5057,5138,5230,6019,6931,6408,5778,5445,4431
19,Accounts Payable,379.64,380.73,387.93,524.94,476.24,495.45,512.74,217.32,267.04,308.12
20,Accrued Expenses,125.98,118.77,112.51,165.45,162.18,127.88,149.64,182.23,163.25,135.92
21,Short-Term Debt,621.69,471.61,1124,1125,1149,1731,1613,1486,-,-
22,Current Portion of Long-Term Debt,179.81,160.69,269.42,51.17,133.72,44.43,15.38,-,2156,1266
23,Current Portion of Leases,-,5.17,-,69.24,-,88.17,-,72.63,5.95,3.48
24,Current Income Taxes Payable,13.07,1.08,9.33,-,12.26,2.09,7.31,2.24,0.67,0.55
25,Current Unearned Revenue,16.94,41.85,30.78,46.45,30.64,34.35,32.43,38.83,16.92,22.01
26,Other Current Liabilities,118.85,312.27,150.48,155.73,225.97,187.05,165.26,157.1,149.97,121.84
27,Total Current Liabilities,1456,1492,2085,2138,2190,2710,2496,2156,2760,1858
28,Long-Term Debt,289.95,319.97,126.79,252.15,277.52,475.11,438.41,-,66.87,100.64
29,Long-Term Leases,224.97,193.79,208.61,205.74,221.28,322.89,265.05,226.83,189.28,193.44
30,Long-Term Unearned Revenue,18.13,19.01,19.88,20.76,22.1,22.82,11.48,6.92,19.99,15.03
31,Long-Term Deferred Tax Liabilities,0.16,0.2,-,0.21,-,-,-,-,-,-
32,Other Long-Term Liabilities,0.14,0.04,0.07,0.12,0.16,0.15,0.17,0.18,-,-
33,Total Liabilities,1989,2025,2440,2617,2711,3531,3211,2390,3036,2167
34,Common Stock,1583,1583,1400,1400,1400,1400,1400,1400,1045,1045
35,Additional Paid-In Capital,-,689.06,-,620.16,-,620.16,-,620.16,-,-
36,Retained Earnings,833.62,773.52,693.73,613.2,1310,1381,1136,1372,1322,1177
37,Treasury Stock,-15.63,-21.32,-27.69,-27.68,-28.73,-2.55,-2.55,-3.82,-,-
38,Comprehensive Income & Other,687.54,8.01,631.87,7.87,626.87,1.34,663.26,1.2,43.27,42.52
39,Total Common Equity,3088,3032,2698,2614,3308,3400,3197,3389,2411,2264
40,Minority Interest,-,-,-,-,-,-,-,-1.76,-1.47,-0.73
41,Shareholders' Equity,3088,3032,2698,2614,3308,3400,3197,3388,2409,2264
42,Total Liabilities & Equity,5077,5057,5138,5230,6019,6931,6408,5778,5445,4431
43,Total Debt,1316,1151,1729,1703,1781,2662,2332,1785,2419,1564
44,Net Cash (Debt),-1012,-945.83,-1359,-1356,-624.94,-1276,-421.56,-229.05,-1327,-996.8
45,Net Cash Per Share,-0.64,-0.59,-0.97,-0.97,-0.45,-0.91,-0.30,-0.17,-1.23,-0.95
46,Filing Date Shares Outstanding,1583,1583,1400,1400,1400,1400,1400,1400,1400,1400
47,Total Common Shares Outstanding,1583,1583,1400,1400,1400,1400,1400,1400,1045,1045
48,Working Capital,75.62,27.41,-592.47,-577.03,166.37,620.5,496.38,492.47,-135.98,-118.24
49,Book Value Per Share,1.95,1.92,1.93,1.87,2.36,2.43,2.28,2.42,2.31,2.17
50,Tangible Book Value,3002,2945,2609,2524,3217,3308,3103,3298,2401,2255
51,Tangible Book Value Per Share,1.90,1.86,1.86,1.80,2.30,2.36,2.22,2.36,2.30,2.16
52,Buildings,2073,2064,2045,2015,1974,1872,1708,1468,-,1398
53,Machinery,2565,2521,2508,2451,2431,2263,1793,1679,-,1523
54,Construction In Progress,12.57,6.31,3.92,1,21.12,35.29,170.73,301.02,-,91.9
