,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2375,2406,2406,2128,2100,1610,2240,2996,5026,-,-
1,Market Cap Growth,13.04%,13.04%,14.55%,32.17%,-6.25%,-46.26%,-55.43%,-,-,-,-
2,Enterprise Value,3463,3448,3874,3873,2832,2600,2747,3565,6480,-,-
3,Last Close Price,1.50,1.52,1.52,1.52,1.50,1.15,1.60,2.14,3.54,-,-
4,PE Ratio,15.98,16.19,13.62,-3.20,-,-,35.84,-,-,-,-
5,Forward PE,-,9.64,9.64,9.64,9.64,13.54,3.02,3.93,-,-,-
6,PS Ratio,0.41,0.42,0.43,0.39,0.37,0.28,0.41,0.63,1.08,-,-
7,PB Ratio,0.72,0.72,0.72,0.73,0.71,0.42,0.54,0.78,1.25,-,-
8,P/TBV Ratio,0.75,0.75,0.74,0.75,0.74,0.43,0.55,0.80,1.28,-,-
9,P/FCF Ratio,10.27,10.40,-,10.44,6.60,11.52,-,-,-,-,-
10,P/OCF Ratio,5.38,5.38,6.20,4.37,3.24,2.65,11.12,76.17,14.48,-,-
11,EV/Sales Ratio,0.60,0.60,0.68,0.71,0.49,0.45,0.51,0.75,1.40,-,-
12,EV/EBITDA Ratio,6.65,6.74,6.59,7.26,7.60,7.51,7.62,13.91,13.38,-,-
13,EV/EBIT Ratio,14.44,14.37,12.76,15.63,31.97,-,27.57,-,23.67,-,-
14,EV/FCF Ratio,14.98,14.91,-,19.00,8.89,18.60,-,-,-,-,-
15,Debt / Equity Ratio,0.43,0.43,0.38,0.64,0.65,0.54,0.78,0.73,0.53,1.00,0.69
16,Debt / FCF Ratio,6.12,6.12,-,9.16,6.05,14.93,-,-,-,7.94,3.71
17,Return on Capital Employed (ROCE),6.16%,6.16%,7.73%,7.51%,2.53%,-,1.92%,-,6.37%,37.46%,50.67%
18,Earnings Yield,6.26%,6.18%,7.34%,-31.28%,-41.40%,2.69%,2.79%,-2.64%,3.61%,-,-
19,FCF Yield,9.74%,9.61%,5.05%,9.58%,15.16%,8.68%,-22.65%,-30.69%,-8.59%,-,-
20,Buyback Yield / Dilution,-14.85%,-12.35%,-14.14%,-0.11%,-0.10%,0.09%,-6.86%,-30.02%,-25.30%,-2.95%,-
21,Total Shareholder Return,-14.85%,-12.35%,-14.14%,-0.11%,-0.10%,0.09%,-6.86%,-30.02%,-25.30%,-2.95%,-
