,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,2641,2686,2427,2636,2436,2446,1948,1977,1903,2245
1,Other Revenue,12.72,12.02,9.96,6.81,7.09,0.84,21.47,21.71,-,-
2,Revenue,2654,2698,2437,2643,2443,2447,1969,1999,1903,2245
3,Revenue Growth (YoY),8.93%,2.09%,-0.28%,7.98%,24.06%,22.44%,3.50%,-10.96%,13.17%,-
4,Cost of Revenue,2417,2390,2154,2285,2221,2069,1790,1780,1519,1251
5,Gross Profit,237.41,308.16,282.23,357.22,222.34,378.8,179.14,219.11,384.14,994.26
6,"Selling, General & Admin",140.96,119.21,137.66,216.56,221.15,221.36,212.97,179.7,164.3,195.44
7,Research & Development,12.31,9.57,13.14,16.47,15.47,12.48,12.5,11.63,9.77,-7.93
8,Other Operating Expenses,16.8,16.64,12.5,11.65,17.95,5.27,10.89,-3.52,10.66,-
9,Operating Expenses,170.93,151.41,163.4,246.7,254.51,240.06,236.71,187.83,184.86,187.56
10,Operating Income,66.49,156.75,118.83,110.52,-32.17,138.74,-57.57,31.28,199.28,806.7
11,Interest Expense,-32.97,-42.55,-48.61,-26.31,-47.79,-21.67,-30.18,-14.7,-38.57,-41.69
12,Interest & Investment Income,2.1,3.44,2.73,4.74,18.71,18.88,37.34,28.97,4.91,3.29
13,Currency Exchange Gain (Loss),7.73,-16.98,3.96,6.71,7.47,-2.34,0.45,-3.49,5.1,-1.17
14,Other Non Operating Income (Expenses),-12.27,-5,0.7,-819.76,-1.69,-33.36,1.13,-21.65,-8.77,3.71
15,EBT Excluding Unusual Items,31.08,95.66,77.61,-724.09,-55.47,100.26,-48.83,20.41,161.94,770.84
16,Gain (Loss) on Sale of Investments,-4.56,-10.73,8.36,22.03,-11.48,6.06,-10.23,-27.16,-0,-
17,Gain (Loss) on Sale of Assets,0.01,2.68,-2.42,0.59,0.2,1.65,-,1.52,-,-
18,Asset Writedown,-5.58,-7.92,0.17,-0.27,-,-0.3,-,-0.1,-,-273.27
19,Other Unusual Items,-,0.53,-,0.22,-,0.14,-,0.95,-,-
20,Pretax Income,20.95,80.22,83.73,-701.5,-66.75,107.8,-59.06,-4.38,161.94,497.58
21,Income Tax Expense,-39.14,2,1.63,-3.45,4.18,3.13,-1.46,5.01,0.94,0.81
22,Earnings From Continuing Operations,60.09,78.22,82.1,-698.06,-70.94,104.68,-57.6,-9.39,161,496.77
23,Minority Interest in Earnings,-,-,-,-,-,3.18,0.65,0.65,0.38,-0.01
24,Net Income,60.09,78.22,82.1,-698.06,-70.94,107.86,-56.95,-8.74,161.38,496.76
25,Net Income to Common,60.09,78.22,82.1,-698.06,-70.94,107.86,-56.95,-8.74,161.38,496.76
26,Net Income Growth,-26.80%,-,-,-,-,-,-,-,-52.64%,-
27,Shares Outstanding (Basic),1567,1599,1378,1378,1397,1399,1399,1309,1076,1045
28,Shares Outstanding (Diluted),1572,1599,1399,1401,1397,1399,1399,1309,1076,1045
29,Shares Change (YoY),12.35%,14.14%,0.11%,0.10%,-0.09%,6.86%,30.02%,25.30%,2.95%,-
30,EPS (Basic),0.04,0.05,0.06,-0.51,-0.05,0.08,-0.04,-0.01,0.15,0.48
31,EPS (Diluted),0.04,0.05,0.06,-0.51,-0.05,0.08,-0.04,-0.01,0.15,0.48
32,EPS Growth,-35.64%,-,-,-,-,-,-,-,-54.00%,-
33,Free Cash Flow,225.78,-10.57,120.92,67.76,213.9,-94.58,-318.67,-445.95,82.31,222.19
34,Free Cash Flow Per Share,0.14,-0.01,0.09,0.05,0.15,-0.07,-0.23,-0.34,0.08,0.21
35,Operating Margin,2.51%,5.81%,4.88%,4.18%,-1.32%,5.67%,-2.92%,1.56%,10.47%,35.93%
36,Profit Margin,2.26%,2.90%,3.37%,-26.42%,-2.90%,4.41%,-2.89%,-0.44%,8.48%,22.13%
37,Free Cash Flow Margin,8.51%,-0.39%,4.96%,2.56%,8.75%,-3.86%,-16.18%,-22.31%,4.33%,9.90%
38,EBITDA,196,280.16,253.15,240.67,88.89,206.63,87.07,126.04,281.68,891.07
39,D&A For EBITDA,129.51,123.41,134.32,130.15,121.06,67.89,144.65,94.76,82.39,84.38
40,EBIT,66.49,156.75,118.83,110.52,-32.17,138.74,-57.57,31.28,199.28,806.7
41,Revenue as Reported,-,5134,-,5086,-,2447,1969,3902,-,-
