,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Cash & Equivalents,660404,723619,657496,1365023,859294,324945,612838,847858,987691,680295,449804,585911,846602,848495,603291,783217,771958,579358,380755,822987,Upgrade
1,Short-Term Investments,1289228,1232669,1148213,976764,1096223,1695641,1434659,946546,1156545,1658643,1614563,1603260,1337850,1292480,1334879,1140307,549143,441647,507432,657885,Upgrade
2,Trading Asset Securities,5405,5294,5297,5193,5573,5182,5026,4786,4919,5021,4745,1388,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1955037,1961583,1811006,2346980,1961090,2025768,2052523,1799189,2149156,2343958,2069112,2190558,2184452,2140975,1938170,1923524,1321101,1021004,888187,1480873,Upgrade
4,Cash Growth,-0.31%,-3.17%,-11.77%,30.45%,-8.75%,-13.57%,-0.80%,-17.87%,-1.62%,9.48%,6.76%,13.88%,65.35%,109.69%,118.22%,29.89%,-12.33%,-37.09%,-33.27%,1.02%,Upgrade
5,Accounts Receivable,2347609,2263030,2020724,1595563,3950384,1819994,1845244,1677746,1785957,1703075,1892781,1654524,1726029,1517681,1705696,1372592,1763079,1673485,1928840,1334687,Upgrade
6,Other Receivables,69356,126472,76357,78661,117844,77448,79885,80934,82210,159506,146718,81972,86225,88212,201900,185291,310019,281269,275438,260769,Upgrade
7,Receivables,2416966,2389502,2097081,1674224,4068228,1897441,1925129,1758680,1868167,1862580,2039499,1736497,1812554,1606392,1908596,1558882,2074097,1955754,2205279,1596455,Upgrade
8,Inventory,4553875,4310154,4440093,4556409,3659916,3486109,3118208,3188527,2958484,2826677,2820615,2856256,2670251,2852455,3028481,3041692,3526625,3459705,3186253,2899217,Upgrade
9,Prepaid Expenses,6865,10203,10967,3732,10089,14503,10100,6020,6510,9244,8451,5738,12096,20217,7496,4560,5841,8423,8694,6208,Upgrade
10,Other Current Assets,2789381,2809577,2640038,2508786,311781,2346049,2622291,2496209,2335842,2787746,2679609,2489431,2522278,2424777,2024828,1793163,1984010,1550189,1560091,1537530,Upgrade
