,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Market Capitalization,2987338,3453763,3684968,4391674,3499878,3382094,3567184,2715771,2591256,4980596,5047901,8345863,5915130,3934791,3598263,3921848,4374867,2267682,1397886,885328,1731826,Upgrade
1,Market Cap Growth,2.12%,2.12%,3.30%,61.71%,35.06%,-32.09%,-29.33%,-67.46%,-56.19%,26.58%,40.29%,112.80%,35.21%,73.52%,157.41%,342.98%,152.62%,17.11%,-23.51%,-53.78%,-8.14%,Upgrade
2,Enterprise Value,15023777,15380063,15184278,15416654,14266711,14031200,14198196,13356626,12356555,13546864,13827873,16539264,14243822,12447458,12304580,12706993,13517800,11279477,10466725,8852368,8133229,Upgrade
3,Last Close Price,8070.00,9330.00,9954.55,11863.64,9454.55,9136.36,9636.36,7336.36,7000.00,12033.29,12195.90,20163.89,14291.10,9506.55,8693.49,9475.28,10569.78,5478.77,3377.33,2138.97,4184.13,Upgrade
4,PE Ratio,14.31,17.58,19.14,23.80,17.94,14.47,10.46,5.58,4.14,6.90,6.08,12.10,9.85,6.89,8.80,8.56,9.24,4.03,2.33,1.62,2.72,Upgrade
5,PS Ratio,0.24,0.29,0.32,0.38,0.29,0.27,0.28,0.20,0.19,0.37,0.41,0.71,0.52,0.32,0.28,0.32,0.35,0.18,0.11,0.06,0.12,Upgrade
6,PB Ratio,0.55,0.43,0.46,0.56,0.45,0.43,0.46,0.34,0.33,0.60,0.62,1.07,0.78,0.53,0.50,0.56,0.64,0.34,0.21,0.14,0.27,Upgrade
7,P/TBV Ratio,0.94,0.94,1.02,1.26,1.03,1.00,1.07,0.80,0.78,1.41,1.23,2.20,1.63,1.13,1.12,1.26,1.46,0.79,0.51,0.34,0.70,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,92.02,-,12.40,13.28,-6.16,-5.00,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-16.33,-,-50.79,-,-,11.18,-,5.44,2.04,2.32,2.73,30.37,-,-30.18,-,2.27,Upgrade
10,EV/Sales Ratio,1.26,1.29,1.31,1.34,1.19,1.13,1.11,0.98,0.90,1.02,1.12,1.40,1.25,1.01,0.97,1.05,1.08,0.89,0.79,0.64,0.57,Upgrade
11,EV/EBITDA Ratio,11.89,12.20,12.48,12.12,10.81,10.00,9.34,8.00,7.11,7.70,8.43,11.53,11.09,9.97,9.96,10.23,11.12,9.84,9.12,8.59,7.44,Upgrade
12,EV/EBIT Ratio,17.95,18.43,19.00,18.99,16.41,14.90,13.39,10.95,9.33,9.93,11.23,16.43,16.34,14.44,14.00,13.64,14.63,13.11,12.05,11.17,9.24,Upgrade
13,EV/FCF Ratio,-10.94,-,-,-,-,-,-,-,-,-,252.08,-,29.86,42.02,-21.07,-16.21,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.40,1.40,1.40,1.35,1.38,1.29,1.30,1.27,1.25,1.10,1.00,1.05,1.04,1.09,1.15,1.17,1.22,1.21,1.17,1.19,1.14,Upgrade
15,Debt / EBITDA Ratio,8.98,8.52,8.42,7.51,11.34,8.78,6.47,6.22,7.65,5.62,3.79,4.38,5.76,7.04,6.15,6.42,6.83,7.43,5.66,6.51,7.56,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,149.37,-,16.57,27.27,-14.09,-10.50,-,-,-,-,-,Upgrade
17,Asset Turnover,0.62,0.66,0.50,0.56,0.59,0.67,0.63,0.66,0.70,0.85,0.69,0.60,0.53,0.77,0.63,0.84,0.68,0.72,0.81,0.96,Upgrade,
18,Inventory Turnover,2.58,2.59,2.73,1.98,2.46,2.88,3.47,3.39,3.69,4.01,4.78,3.79,3.45,3.08,4.26,3.23,3.97,2.90,3.04,3.75,4.88,Upgrade
19,Quick Ratio,0.53,0.53,0.53,0.49,0.49,0.83,0.54,0.56,0.47,0.55,0.65,0.62,0.60,0.61,0.56,0.58,0.53,0.52,0.45,0.50,0.47,Upgrade
20,Current Ratio,1.43,1.43,1.39,1.37,1.35,1.37,1.35,1.38,1.22,1.27,1.51,1.44,1.42,1.41,1.35,1.34,1.27,1.37,1.22,1.27,1.15,Upgrade
21,Return on Equity (ROE),3.54%,5.32%,3.84%,-0.30%,3.40%,5.39%,4.34%,3.22%,10.91%,17.40%,16.82%,9.55%,14.73%,5.76%,8.96%,8.34%,7.10%,9.88%,9.45%,14.01%,Upgrade,
22,Return on Assets (ROA),2.80%,3.29%,2.50%,1.64%,2.54%,3.64%,3.38%,2.64%,4.12%,5.82%,4.93%,3.33%,2.53%,3.00%,3.24%,3.37%,3.03%,4.19%,3.55%,2.69%,Upgrade,
23,Return on Capital (ROIC),3.00%,3.55%,2.73%,1.78%,2.74%,3.93%,3.66%,2.89%,4.67%,6.79%,5.78%,3.90%,2.98%,3.54%,3.77%,3.84%,3.43%,4.74%,4.04%,3.30%,Upgrade,
24,Return on Capital Employed (ROCE),6.65%,6.63%,6.47%,6.61%,7.18%,7.77%,8.83%,9.86%,11.53%,11.46%,9.85%,8.24%,7.49%,7.43%,7.72%,8.23%,8.35%,8.39%,8.92%,8.24%,9.73%,Upgrade
25,Earnings Yield,6.58%,5.69%,5.22%,4.20%,5.57%,6.97%,9.62%,17.99%,24.25%,14.49%,16.44%,8.27%,10.15%,14.57%,11.41%,11.74%,10.87%,24.82%,42.91%,61.65%,36.78%,Upgrade
26,FCF Yield,-45.97%,-39.76%,-32.90%,-25.40%,-16.92%,-20.71%,-53.26%,-50.85%,-70.35%,-25.96%,1.09%,-0.97%,8.07%,7.53%,-16.23%,-19.99%,-46.03%,-134.39%,-212.55%,-319.65%,-126.01%,Upgrade
27,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,9.54%,-,-,-,-,-,-,-,-,Upgrade
28,Payout Ratio,0.00%,0.46%,0.55%,-,-,145.47%,0.04%,11.92%,1556.07%,0.01%,0.07%,0.00%,-,0.01%,0.06%,0.01%,-,-,-,-,150.03%,Upgrade
29,Buyback Yield / Dilution,9.65%,7.85%,-,-,-0.83%,-7.13%,30.22%,24.12%,0.82%,6.65%,-43.30%,-31.79%,-,0.06%,-,-,-1.97%,0.34%,-1261.65%,45.11%,1.94%,Upgrade
30,Total Shareholder Return,9.65%,7.85%,-,-,-0.83%,-7.13%,30.22%,24.12%,0.82%,6.65%,-43.30%,-31.79%,9.54%,0.06%,-,-,-1.97%,0.34%,-1261.65%,45.11%,1.94%,Upgrade
