,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,535.43,435.64,494.24,385.64,404.47,335.97,347.61,275.84,279.05,247.23
1,Revenue Growth (YoY),8.33%,12.97%,22.19%,14.79%,16.36%,21.80%,24.57%,11.57%,9.77%,18.80%
2,Cost of Revenue,204.6,199.89,155.62,155.99,129.14,139.62,122.28,120.12,99.36,114.63
3,Gross Profit,330.83,235.75,338.63,229.65,275.33,196.34,225.33,155.72,179.69,132.61
4,"Selling, General & Admin",89.5,114.06,88.81,115.35,85.44,92.82,53.39,59.37,50.47,40.81
5,Operating Expenses,91.7,116.67,88.92,115.55,85.44,92.84,53.39,58.75,50.47,40.81
6,Operating Income,239.13,119.09,249.71,114.1,189.89,103.51,171.95,96.97,129.22,91.79
7,Interest Expense,-13.76,-13.14,-11.67,-12.56,-12.51,-19.74,-26.2,-26.21,-29.55,-25.25
8,Interest & Investment Income,-,8.02,-,7.29,-,4.91,-,2.66,-,0.86
9,Other Non Operating Income (Expenses),16.31,17.7,8.48,12.52,5.75,6.09,4.04,21,3.73,3.28
10,EBT Excluding Unusual Items,241.69,131.67,246.52,121.35,183.13,94.76,149.79,94.41,103.4,70.68
11,Gain (Loss) on Sale of Investments,-,1.05,-,0.7,-,-1.17,-,-0.95,0.95,-0.47
12,Gain (Loss) on Sale of Assets,-,0.1,-,0.12,-,0,-,0.2,-,-
13,Other Unusual Items,-,-,-,-,-,-,-,-,-,-25.39
14,Pretax Income,241.69,132.81,246.52,122.17,183.13,93.59,149.79,93.66,104.35,44.82
15,Income Tax Expense,61.83,32.91,63.06,30.36,50.02,26.43,37.93,4.58,0.37,0.39
16,Net Income,179.86,99.91,183.46,91.82,133.12,67.16,111.85,89.08,103.98,44.42
17,Net Income to Common,179.86,99.91,183.46,91.82,133.12,67.16,111.85,89.08,103.98,44.42
18,Net Income Growth,-1.96%,8.81%,37.82%,36.71%,19.01%,-24.61%,7.58%,100.53%,28.37%,-23.97%
19,Shares Outstanding (Basic),395,395,396,396,401,412,415,415,403,300
20,Shares Outstanding (Diluted),395,395,396,396,401,412,415,415,403,300
21,Shares Change (YoY),-0.08%,-0.22%,-1.33%,-3.72%,-3.27%,-0.85%,2.78%,38.35%,34.46%,-
22,EPS (Basic),0.45,0.25,0.46,0.23,0.33,0.16,0.27,0.21,0.26,0.15
23,EPS (Diluted),0.45,0.25,0.46,0.23,0.33,0.16,0.27,0.21,0.26,0.15
24,EPS Growth,-1.89%,9.05%,39.67%,41.99%,23.04%,-23.97%,4.67%,44.94%,-4.53%,-
25,Free Cash Flow,-358.32,567.05,-352.37,540.14,-268.24,449.62,-176.6,383.8,-522.06,175.82
26,Free Cash Flow Per Share,-0.91,1.43,-0.89,1.36,-0.67,1.09,-0.43,0.92,-1.29,0.59
27,Dividend Per Share,0.093,-,0.093,-,-,-,-,-,-,-
28,Dividend Growth,0.56%,-,-,-,-,-,-,-,-,-
29,Operating Margin,44.66%,27.34%,50.52%,29.59%,46.95%,30.81%,49.47%,35.15%,46.31%,37.13%
30,Profit Margin,33.59%,22.93%,37.12%,23.81%,32.91%,19.99%,32.18%,32.29%,37.26%,17.97%
31,Free Cash Flow Margin,-66.92%,130.16%,-71.30%,140.06%,-66.32%,133.83%,-50.80%,139.14%,-187.08%,71.11%
32,EBITDA,290.07,168.9,279.79,144.81,214.92,129.37,197.14,124.77,156.65,119.03
33,D&A For EBITDA,50.93,49.81,30.08,30.71,25.03,25.87,25.19,27.8,27.43,27.24
34,EBIT,239.13,119.09,249.71,114.1,189.89,103.51,171.95,96.97,129.22,91.79
