,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,306.05,506.11,328.11,617.52,168.85,488.74,665.22,714.62,387.53,334.87
1,Short-Term Investments,-,-,-,-,-,-,-,-,182.69,-
2,Trading Asset Securities,180.33,340.52,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,486.38,846.62,328.11,617.52,168.85,488.74,665.22,714.62,570.22,334.87
4,Cash Growth,48.24%,37.10%,94.32%,26.35%,-74.62%,-31.61%,16.66%,113.40%,191.81%,-24.25%
5,Accounts Receivable,7.61,9.59,9.26,9.2,7.3,5.36,3.24,3.51,2.86,4.98
6,Other Receivables,-,6.7,-,8.32,-,3.82,-,2.63,-,4.22
7,Receivables,7.61,22.17,9.26,23.72,7.3,9.18,3.24,6.14,2.86,9.2
8,Inventory,-,-,0.14,0.11,-,-,-,-,-,-
9,Other Current Assets,13.43,2.36,13.61,113.55,7.46,3.88,8.34,1.37,5.75,4.79
10,Total Current Assets,507.42,871.15,351.12,754.9,183.61,501.8,676.79,722.13,578.83,348.86
11,"Property, Plant & Equipment",2926,2924,2819,2701,2695,2682,2581,2519,2484,2479
12,Long-Term Investments,30.31,-,-,1.09,0.82,0.32,1.5,-,-,-
13,Other Intangible Assets,5.16,4.85,3.77,0.75,0.97,1.03,0.92,1.1,1.43,1.85
14,Long-Term Deferred Tax Assets,-,0.13,0.1,0.09,0.11,0.1,0.04,-,-,0.35
15,Other Long-Term Assets,1.74,2.26,26.68,4.33,75.79,48.42,118.92,142.27,4.31,9.93
16,Total Assets,3471,3803,3200,3474,2957,3243,3380,3384,3069,2840
17,Accrued Expenses,-,63.22,-,54.44,-,44.41,-,38.51,-,30.42
18,Short-Term Debt,-,-,-,-,-,-,-,305.82,-,100
19,Current Portion of Long-Term Debt,78,72.65,54,50,46,42,338.82,106,228,175
20,Current Portion of Leases,-,1.25,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,54.51,90.99,58.65,78.39,48.11,64.49,38,4.66,0.02,147.59
22,Current Unearned Revenue,86.85,512.21,118.35,479.62,28.93,401.55,82.84,349.65,44.79,324.27
23,Other Current Liabilities,164.3,196.56,154.65,122.17,160.83,106.32,92.61,78.3,146.82,165.86
24,Total Current Liabilities,383.66,936.89,385.65,784.61,283.88,658.77,552.28,882.94,419.63,943.15
25,Long-Term Debt,760.43,686.77,705.4,724.4,759.4,742.28,973.28,712.78,898.28,856.28
26,Long-Term Leases,-,1.25,-,-,-,-,-,-,-,-
27,Long-Term Unearned Revenue,9.06,7.75,2.53,4.58,2.24,13.51,21.02,26.18,27.06,25.32
28,Long-Term Deferred Tax Liabilities,5.46,-,-,-,-,-,-,-,-,-
29,Total Liabilities,1159,1633,1094,1514,1046,1415,1547,1622,1345,1825
30,Common Stock,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,-
31,Additional Paid-In Capital,496.3,532.29,568.58,604.52,640.42,674.27,708.75,735.94,770.87,184.79
32,Retained Earnings,1891,1711,1611,1428,1336,1203,1135,1024,934.5,830.53
33,Comprehensive Income & Other,-78.38,-77.03,-76.62,-74.88,-68.8,-52.3,-14.84,-0.81,14.72,-0.34
34,Shareholders' Equity,2312,2170,2107,1961,1911,1828,1833,1762,1724,1015
35,Total Liabilities & Equity,3471,3803,3200,3474,2957,3243,3380,3384,3069,2840
36,Total Debt,838.43,761.93,759.4,774.4,805.4,784.28,1312,1125,1126,1131
37,Net Cash (Debt),-352.05,84.69,-431.3,-156.88,-636.55,-295.55,-646.88,-409.98,-556.06,-796.41
38,Net Cash Per Share,-0.89,0.21,-1.09,-0.40,-1.59,-0.72,-1.56,-0.99,-1.38,-2.65
39,Filing Date Shares Outstanding,395.4,395.4,395.4,415,415,415,415,415,415,300
40,Total Common Shares Outstanding,395.4,395.4,395.4,415,415,415,415,415,415,300
41,Working Capital,123.76,-65.75,-34.53,-29.72,-100.27,-156.97,124.52,-160.81,159.19,-594.29
42,Book Value Per Share,5.85,5.49,5.33,4.72,4.60,4.41,4.42,4.25,4.15,3.38
43,Tangible Book Value,2307,2165,2103,1960,1910,1827,1832,1761,1722,1013
44,Tangible Book Value Per Share,5.84,5.48,5.32,4.72,4.60,4.40,4.41,4.24,4.15,3.38
45,Buildings,-,2325,-,2312,-,1975,-,1975,-,1821
46,Machinery,-,161.36,-,143.58,-,136.63,-,126.56,-,113.27
47,Construction In Progress,-,284.54,-,0.9,-,259.72,-,40.47,-,98.3
