,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,3000,3321,2862,3328,2940,2722,2387,2308,1700,1964,Upgrade
1,Revenue Growth (YoY),4.81%,-0.24%,-2.64%,22.28%,23.16%,17.93%,40.38%,17.49%,-4.62%,1.16%,Upgrade
2,Cost of Revenue,2397,2574,2317,2642,2375,2195,1901,1866,1404,1616,Upgrade
3,Gross Profit,602.66,746.56,545,686.26,565.05,526.46,486.26,441.8,296.5,348.36,Upgrade
4,"Selling, General & Admin",421.46,572.87,414.16,527.57,457.04,400.64,419.98,361.66,338.52,304.42,Upgrade
5,Other Operating Expenses,-21.94,-22.18,-30.06,-8.57,-10.07,6.6,-17.04,7.13,-15.48,-16.64,Upgrade
6,Operating Expenses,399.52,550.69,384.1,519,446.97,407.25,402.94,368.79,323.04,287.78,Upgrade
7,Operating Income,203.14,195.88,160.9,167.27,118.08,119.21,83.33,73.02,-26.55,60.58,Upgrade
8,Interest Expense,-64.58,-67.24,-61.67,-37.13,-15.71,-13.68,-13.83,-16.5,-26.43,-19.77,Upgrade
9,Interest & Investment Income,17.07,25.3,17.1,5.47,6.04,7.66,5.31,5.2,7.11,1.79,Upgrade
10,Earnings From Equity Investments,-0.22,-0.14,-0.36,0.02,-0.23,0.27,0.09,-13.1,-2.97,2.22,Upgrade
11,Currency Exchange Gain (Loss),-6.8,4.64,28.33,-7.96,1.77,-6.56,2.15,15,-18.65,-4.28,Upgrade
12,EBT Excluding Unusual Items,148.61,158.44,144.3,127.67,109.95,106.9,77.04,63.62,-67.48,40.54,Upgrade
13,Gain (Loss) on Sale of Investments,-7.2,0.68,-,-,-,-,-,1.06,-1.06,-,Upgrade
14,Gain (Loss) on Sale of Assets,-0.36,-10.03,-0.22,-7.31,0.29,-0.63,-3.2,-4.12,-0.69,-2.31,Upgrade
15,Asset Writedown,-,-,-,-,-,-,-,-4.49,-,-1.75,Upgrade
16,Other Unusual Items,-,10.62,-,-,-,-,-,-,-,-,Upgrade
17,Pretax Income,141.05,159.71,144.08,120.35,110.24,106.27,73.85,56.07,-69.23,36.48,Upgrade
18,Income Tax Expense,13.24,45.24,21.46,16.99,7.58,19,5.93,5.69,-3.47,19.76,Upgrade
19,Earnings From Continuing Operations,127.81,114.47,122.62,103.36,102.66,87.27,67.92,50.38,-65.75,16.72,Upgrade
20,Net Income,127.81,114.47,122.62,103.36,102.66,87.27,67.92,50.38,-65.75,16.72,Upgrade
21,Net Income to Common,127.81,114.47,122.62,103.36,102.66,87.27,67.92,50.38,-65.75,16.72,Upgrade
22,Net Income Growth,4.23%,10.75%,19.45%,18.44%,51.15%,73.22%,-,201.28%,-,-54.28%,Upgrade
23,Shares Outstanding (Basic),1741,1741,1741,1742,1748,1739,1717,1717,1717,1723,Upgrade
24,Shares Outstanding (Diluted),1741,1741,1741,1742,1761,1739,1723,1717,1717,1723,Upgrade
25,Shares Change (YoY),-,-0.06%,-1.12%,0.19%,2.21%,1.29%,0.35%,-0.38%,-1.11%,-4.36%,Upgrade
26,EPS (Basic),0.07,0.07,0.07,0.06,0.06,0.05,0.04,0.03,-0.04,0.01,Upgrade
27,EPS (Diluted),0.07,0.07,0.07,0.06,0.06,0.05,0.04,0.03,-0.04,0.01,Upgrade
28,EPS Growth,4.29%,10.81%,20.69%,18.21%,48.72%,73.07%,-,198.84%,-,-51.31%,Upgrade
29,Free Cash Flow,127.63,87.01,-112.5,184.29,-157.74,-83.05,-33.92,260.44,-50.3,81.73,Upgrade
30,Free Cash Flow Per Share,0.07,0.05,-0.06,0.11,-0.09,-0.05,-0.02,0.15,-0.03,0.05,Upgrade
31,Dividend Per Share,0.022,0.020,0.021,0.018,0.018,0.015,0.012,-,-,0.003,Upgrade
32,Dividend Growth,4.76%,13.07%,19.32%,17.33%,46.67%,-,-,-,-,-60.32%,Upgrade
33,Operating Margin,6.77%,5.90%,5.62%,5.03%,4.02%,4.38%,3.49%,3.16%,-1.56%,3.08%,Upgrade
34,Profit Margin,4.26%,3.45%,4.28%,3.11%,3.49%,3.21%,2.85%,2.18%,-3.87%,0.85%,Upgrade
35,Free Cash Flow Margin,4.25%,2.62%,-3.93%,5.54%,-5.37%,-3.05%,-1.42%,11.28%,-2.96%,4.16%,Upgrade
36,EBITDA,339.36,324.12,276.04,274.54,239.76,240.71,202.66,180.34,76.7,160.57,Upgrade
37,D&A For EBITDA,136.22,128.25,115.14,107.28,121.68,121.5,119.33,107.32,103.24,99.99,Upgrade
38,EBIT,203.14,195.88,160.9,167.27,118.08,119.21,83.33,73.02,-26.55,60.58,Upgrade
