,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1253,1253,1375,1341,1724,2563,3131,1478,1081,704,996,Upgrade
1,Market Cap Growth,-6.49%,-6.49%,-20.20%,-47.70%,-44.95%,73.42%,189.51%,110.00%,8.59%,-41.81%,-14.28%,Upgrade
2,Enterprise Value,2040,2188,2308,2125,2597,3262,3724,2032,1888,1433,1727,Upgrade
3,Last Close Price,0.72,0.70,0.74,0.70,0.88,1.30,1.56,0.74,0.54,0.35,0.47,Upgrade
4,PE Ratio,5.18,5.17,5.80,5.93,8.37,13.50,20.17,12.49,-70.36,-,19.23,Upgrade
5,Forward PE,4.65,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,Upgrade
6,PS Ratio,0.20,0.20,0.22,0.22,0.27,0.45,0.61,0.31,0.27,0.19,0.27,Upgrade
7,PB Ratio,0.40,0.40,0.46,0.46,0.61,0.91,1.12,0.54,0.41,0.29,0.38,Upgrade
8,P/TBV Ratio,0.40,0.40,0.46,0.46,0.61,0.91,1.13,0.55,0.42,0.29,0.39,Upgrade
9,P/FCF Ratio,5.84,5.84,-53.97,-,64.93,-,-,-,5.15,-,6.29,Upgrade
10,P/OCF Ratio,2.27,2.27,3.67,3.05,4.63,19.28,12.08,2.60,2.39,2.97,2.49,Upgrade
11,PEG Ratio,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,Upgrade
12,EV/Sales Ratio,0.32,0.35,0.37,0.34,0.41,0.58,0.73,0.43,0.47,0.39,0.46,Upgrade
13,EV/EBITDA Ratio,2.95,3.30,3.85,3.86,5.05,6.79,8.40,5.31,7.35,6.04,5.10,Upgrade
14,EV/EBIT Ratio,5.12,5.48,6.47,6.47,9.10,13.75,18.38,13.00,40.63,-,12.70,Upgrade
15,EV/FCF Ratio,9.50,10.19,-90.58,-,97.86,-,-,-,8.99,-,10.91,Upgrade
16,Debt / Equity Ratio,0.80,0.80,0.85,0.92,0.90,0.78,0.72,0.79,0.76,0.84,0.78,Upgrade
17,Debt / FCF Ratio,11.65,11.65,-99.86,-,95.91,-,-,-,9.49,-,12.74,Upgrade
18,Return on Capital Employed (ROCE),9.33%,9.33%,8.11%,7.57%,6.49%,6.89%,6.05%,4.16%,1.40%,-,3.88%,Upgrade
19,Earnings Yield,19.33%,19.33%,17.24%,16.86%,11.95%,7.41%,4.96%,8.00%,-1.42%,-6.97%,5.20%,Upgrade
20,FCF Yield,17.12%,17.12%,-1.85%,5.36%,1.54%,-9.39%,-3.74%,15.33%,19.43%,4.47%,15.90%,Upgrade
21,Dividend Yield,5.82%,6.02%,5.50%,5.49%,3.98%,2.51%,1.73%,1.62%,-,-,1.92%,Upgrade
22,Buyback Yield / Dilution,0.03%,-,0.06%,1.12%,-0.19%,-2.21%,-1.29%,-0.35%,0.38%,1.11%,4.36%,Upgrade
23,Total Shareholder Return,5.85%,6.02%,5.55%,6.62%,3.79%,0.30%,0.44%,1.28%,0.38%,1.11%,6.28%,Upgrade
