,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Operating Revenue,915.27,981.64,578.61,992.74,917.08,993.34,665.62,988.26,975.24,1023,716.17,1267,1196,1264,772.43,1169,1024,1001,425.36,985.01,Upgrade
1,Other Revenue,-2.9,2.9,-,13.34,-1.51,1.51,-,12.14,-9.96,9.96,-,22.22,-10.69,10.69,-,32.64,-4.83,4.83,-,20.36,Upgrade
2,Revenue,912.37,984.54,578.61,1006,915.57,994.85,665.62,1000,965.28,1033,716.17,1289,1185,1275,772.43,1202,1019,1006,425.36,1005,Upgrade
3,Revenue Growth (YoY),-0.35%,-1.04%,-13.07%,0.57%,-5.15%,-3.70%,-7.06%,-22.41%,-18.55%,-18.97%,-7.28%,7.30%,16.29%,26.71%,81.59%,19.52%,11.80%,9.11%,-9.03%,40.41%,Upgrade
4,Cost of Revenue,641.48,643.95,375.87,651.22,611.73,639.49,422.2,653.38,668.49,683.7,435.22,790.98,793.59,879.11,463.21,899.39,581.21,537.57,236.6,555.53,Upgrade
5,Gross Profit,270.89,340.59,202.74,354.86,303.84,355.36,243.42,347.03,296.78,349.39,280.95,498.38,391.55,395.81,309.21,302.21,437.89,468.61,188.76,449.84,Upgrade
6,"Selling, General & Admin",158.55,187.84,144.21,192.48,156.58,193.13,137.18,175.09,156.61,145.21,149.87,176.62,132.67,130.1,153.4,18.27,185.51,238.93,89.62,248.28,Upgrade
7,Research & Development,38.99,38.17,38.09,92.94,42.6,45.94,35.24,72.11,46.58,44.58,42.47,72.66,53.71,45.83,47.39,66.75,39.47,44.72,24.97,49.28,Upgrade
8,Other Operating Expenses,-12.6,4.32,-7.28,-10.06,0.8,-6.62,1.57,-0.06,-12.8,4.36,-6.24,38.45,-2.89,0.3,-0.3,11.81,5.96,6.55,2.97,6.06,Upgrade
9,Operating Expenses,210.54,259.5,147.7,310.7,225.11,248.67,162.48,269.95,190.89,221.75,157.38,315.68,203.15,193.13,187.16,119.74,241.16,303.74,107.79,288,Upgrade
10,Operating Income,60.34,81.09,55.04,44.16,78.72,106.69,80.94,77.08,105.89,127.64,123.57,182.7,188.41,202.67,122.05,182.47,196.73,164.87,80.97,161.85,Upgrade
11,Interest Expense,-2.16,-14.5,-15.75,-15.88,-1.64,-13.44,-11.45,-18.38,-13.55,-16.77,-11.76,-19.08,-12.54,-22.19,-5.88,-15.52,-15.13,-9.62,-12.46,-20.71,Upgrade
12,Interest & Investment Income,30.25,2.57,3.49,12.27,24.89,2.01,0.63,9.71,1.49,4.43,2.38,8.22,3.96,5.16,2.76,1.08,5.04,3.23,0.58,1.25,Upgrade
13,Currency Exchange Gain (Loss),-0.24,0.24,-,-0.14,-1.73,1.73,-,3.69,-0.85,0.85,-,-0.33,0.46,-0.46,-,0.73,-0.34,0.34,-,-0.7,Upgrade
14,Other Non Operating Income (Expenses),-38.61,-4.4,-0.48,-4.2,-30.32,-7.64,-2.03,-0.91,5.8,-1.3,-5.56,2.41,-4.12,0.45,-3.44,0.17,-0.7,-2.5,-0.97,1.27,Upgrade
15,EBT Excluding Unusual Items,49.59,64.99,42.3,36.21,69.92,89.35,68.09,71.18,98.79,114.85,108.63,173.91,176.17,185.63,115.49,168.93,185.61,156.32,68.12,142.96,Upgrade
16,Impairment of Goodwill,-,-,-,-0.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,2.64,3.01,-,0.15,0.71,-0.65,-,-,-,-,-,-,-,2.27,-2.27,-,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,-0.75,-0.8,-1.31,-2.39,-0.43,-0.67,-0.07,-7.24,-0.78,-0.22,0.13,-0.58,-0.26,0.35,-0.37,-0.84,0.38,-0.16,-0.04,-1.6,Upgrade
19,Asset Writedown,3.71,-1.82,1.82,-7.08,1.49,-1.96,1.96,1.55,-1.55,0.58,-0.58,-0.24,0.24,-0.69,0.69,0.82,-0.82,-0.05,0.05,-,Upgrade
20,Other Unusual Items,-6.56,7.71,-1.15,0.5,2.91,-2.91,-,10.11,-0.75,0.75,-,34.82,10.31,-10.31,-,10.15,1.47,-1.47,-,-1.46,Upgrade
21,Pretax Income,48.64,73.09,41.65,26.48,74.6,83.15,69.98,75.61,95.7,115.95,108.19,207.91,186.47,177.24,113.54,179.05,186.63,154.64,68.13,139.9,Upgrade
22,Income Tax Expense,6.71,9.27,5.75,-8.23,10.08,6.94,12,-0.52,9.95,15.98,11.58,20.92,22.34,23.93,19.04,20.14,37.17,25.29,12.41,28.46,Upgrade
23,Earnings From Continuing Operations,41.93,63.82,35.9,34.71,64.53,76.21,57.98,76.13,85.75,99.97,96.61,186.99,164.13,153.31,94.51,158.92,149.46,129.36,55.72,111.43,Upgrade
24,Minority Interest in Earnings,-16.61,-31.62,-14.81,-15.72,-20.06,-19.64,-17.56,-23.45,-14.37,-16.1,-16.36,-21.01,-13.15,-15.52,-16.44,-20.36,-13.94,-11.99,-6.4,-7.76,Upgrade
25,Net Income,25.32,32.2,21.09,18.98,44.47,56.57,40.42,52.68,71.38,83.87,80.25,165.98,150.98,137.79,78.07,138.55,135.52,117.37,49.33,103.68,Upgrade
26,Net Income to Common,25.32,32.2,21.09,18.98,44.47,56.57,40.42,52.68,71.38,83.87,80.25,165.98,150.98,137.79,78.07,138.55,135.52,117.37,49.33,103.68,Upgrade
27,Net Income Growth,-43.07%,-43.08%,-47.83%,-63.96%,-37.70%,-32.55%,-49.63%,-68.26%,-52.72%,-39.13%,2.79%,19.80%,11.41%,17.40%,58.27%,33.64%,16.06%,37.88%,1.19%,125.00%,Upgrade
28,Shares Outstanding (Basic),422,466,422,441,405,439,404,409,420,419,422,413,418,426,420,401,378,371,370,378,Upgrade
29,Shares Outstanding (Diluted),422,466,422,441,405,439,404,415,517,419,422,413,418,426,420,401,378,443,370,378,Upgrade
30,Shares Change (YoY),4.25%,6.18%,4.35%,6.26%,-21.71%,4.75%,-4.30%,0.38%,23.55%,-1.63%,0.49%,3.15%,10.57%,-3.82%,13.59%,6.00%,2.65%,16.13%,1.19%,2.79%,Upgrade
31,EPS (Basic),0.06,0.07,0.05,0.04,0.11,0.13,0.10,0.13,0.17,0.20,0.19,0.40,0.36,0.32,0.19,0.35,0.36,0.32,0.13,0.27,Upgrade
32,EPS (Diluted),0.06,0.07,0.05,0.04,0.11,0.13,0.10,0.13,0.14,0.20,0.19,0.40,0.36,0.32,0.19,0.35,0.36,0.26,0.13,0.27,Upgrade
33,EPS Growth,-45.39%,-46.40%,-50.00%,-66.09%,-20.43%,-35.61%,-47.37%,-68.38%,-61.73%,-37.31%,2.29%,16.13%,0.76%,20.47%,39.34%,26.08%,13.07%,18.73%,0%,118.88%,Upgrade
34,Free Cash Flow,51.09,-26.13,-6.91,107.33,264.04,-370.47,30.71,194.49,19.52,-207.26,-84.86,136.82,151.83,-246.89,-2.86,-180.67,170.55,-27.83,23.5,107.18,Upgrade
35,Free Cash Flow Per Share,0.12,-0.06,-0.02,0.24,0.65,-0.84,0.08,0.47,0.04,-0.49,-0.20,0.33,0.36,-0.58,-0.01,-0.45,0.45,-0.06,0.06,0.28,Upgrade
36,Dividend Per Share,-,-,-,0.150,-,-,-,0.300,-,-,-,0.360,-,-,-,0.300,-,-,-,0.250,Upgrade
37,Dividend Growth,-,-,-,-50.00%,-,-,-,-16.67%,-,-,-,20.00%,-,-,-,20.00%,-,-,-,25.00%,Upgrade
38,Gross Margin,29.69%,34.59%,35.04%,35.27%,33.19%,35.72%,36.57%,34.69%,30.75%,33.82%,39.23%,38.65%,33.04%,31.05%,40.03%,25.15%,42.97%,46.57%,44.38%,44.74%,Upgrade
39,Operating Margin,6.61%,8.24%,9.51%,4.39%,8.60%,10.72%,12.16%,7.70%,10.97%,12.35%,17.25%,14.17%,15.90%,15.90%,15.80%,15.19%,19.30%,16.39%,19.04%,16.10%,Upgrade
40,Profit Margin,2.78%,3.27%,3.64%,1.89%,4.86%,5.69%,6.07%,5.27%,7.39%,8.12%,11.21%,12.87%,12.74%,10.81%,10.11%,11.53%,13.30%,11.66%,11.60%,10.31%,Upgrade
41,Free Cash Flow Margin,5.60%,-2.65%,-1.19%,10.67%,28.84%,-37.24%,4.61%,19.44%,2.02%,-20.06%,-11.85%,10.61%,12.81%,-19.37%,-0.37%,-15.04%,16.74%,-2.77%,5.52%,10.66%,Upgrade
42,EBITDA,107.8,130,102.49,91.61,121.25,151.98,123.47,119.61,143.58,168.51,161.26,220.38,217.54,238.44,151.18,211.6,221.14,192.7,105.38,186.26,Upgrade
