,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,94333,108308,115397,104284,128306,70667,74240,45788,109112,107497,93975,83878,94607,77079,33549,39168,110345,54767,62017,61212,Upgrade
1,Short-Term Investments,8300,8510,12000,22000,10000,27020,5800,72097,95500,95021,169629,115220,102122,93175,146754,79320,15965,40224,57394,57345,Upgrade
2,Trading Asset Securities,13695,13695,13695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Accounts Receivable,98294,119494,173509,150031,156882,195776,202008,239393,135193,190443,138916,122462,79076,77675,100557,126528,67360,126392,128128,79957,Upgrade
4,Other Receivables,4537,5482,3458,6512,13073,5242,4388,7439,4477,12344,9607,8393,7397,7882,9605,5488,18135,2914,7346,3985,Upgrade
5,Inventory,5340,16007,9792,6742,5528,8836,4275,4586,4071,5276,4423,4661,4209,5152,5420,4604,4514,4718,5719,5046,Upgrade
6,Prepaid Expenses,229.43,390.84,354.43,427.91,467.35,193.33,73.2,-,-,-,-,-,-,-,-,243.72,-,-,-,-,Upgrade
7,Loans Receivable Current,-,-,-,-,5000,11000,15000,15000,17000,10000,20000,-,-,-,20000,20000,20000,20000,29792,11500,Upgrade
8,Other Current Assets,10748,114769,70610,57510,54425,56260,52196,52645,5005,8850,12986,18229,22871,30744,33770,39578,52931,48376,54176,59622,Upgrade
9,Total Current Assets,235477,386655,398815,347505,373682,374994,357981,436948,370359,429431,449535,352844,310282,291706,349654,314931,289251,297390,344570,278666,Upgrade
10,"Property, Plant & Equipment",1015780,835938,851551,867660,883792,880924,895073,906602,925935,939205,958013,977533,997262,1014632,1035006,1048356,1060284,1074304,1087867,1109164,Upgrade
11,Goodwill,79201,83298,87395,91491,95588,99685,103781,107878,111975,116071,120168,124264,128361,132458,136554,140651,144748,148844,152941,157037,Upgrade
12,Other Intangible Assets,15656,15847,16044,16272,16503,16735,16883,16439,16650,16703,16906,17113,17320,17534,16574,16289,16399,16350,16456,16563,Upgrade
13,Long-Term Investments,160406,161398,161603,182384,163470,164905,165201,165613,165412,141199,116591,116778,116782,116799,99163,87049,87049,86986,81169,81169,Upgrade
14,Long-Term Deferred Tax Assets,974.16,996.33,1018,1041,1064,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Long-Term Assets,12323,1003,1366,1432,1813,2267,2850,3435,4173,2242,2938,3256,3738,2212,1289,590.19,1093,1800,1924,2738,Upgrade
16,Total Assets,1519817,1485135,1517792,1507785,1535913,1539510,1541769,1636916,1594504,1644851,1664152,1591789,1573745,1575341,1638240,1607866,1598823,1625674,1684927,1645338,Upgrade
17,Accounts Payable,27470,10550,8455,1860,4289,2121,2689,1343,5778,679.99,335.43,1348,2185,1266,1654,5430,649.93,819.88,17743,14855,Upgrade
18,Accrued Expenses,16691,28206,12376,11436,17822,30028,21704,20812,25346,39337,27204,27150,24168,31988,16348,22678,29624,22639,24193,17848,Upgrade
