,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1266,1837,750.75,2490,5283,4198,3802,3781,243.86,223.48,Upgrade
1,Short-Term Investments,5170,3988,4838,3000,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,6437,5825,5589,5490,5283,4198,3802,3781,243.86,223.48,Upgrade
3,Cash Growth,15.18%,6.11%,5.78%,30.79%,38.96%,11.01%,1459.11%,1591.88%,-47.84%,-30.31%,Upgrade
4,Accounts Receivable,162.79,93.88,700.07,536.09,615,652.58,812.07,637.02,790.85,630.55,Upgrade
5,Other Receivables,136.47,828.24,285.69,54.56,262.67,969.12,241.54,773.86,317.6,506.83,Upgrade
6,Receivables,299.26,922.12,985.76,590.65,877.67,1622,1054,1411,1108,1137,Upgrade
7,Inventory,3.64,3.48,3.4,4.12,4.64,4.13,3.86,4.36,67.05,72.25,Upgrade
8,Total Current Assets,6740,6751,6578,6085,6165,5823,4859,5196,1419,1433,Upgrade
9,"Property, Plant & Equipment",1405,1471,1403,1520,1971,2099,2108,2181,6133,6410,Upgrade
10,Long-Term Investments,8017,7788,7832,7736,7733,7905,8866,8600,7689,7769,Upgrade
11,Other Intangible Assets,1.15,1.34,-,-,-,-,-,-,-,-,Upgrade
12,Other Long-Term Assets,15.48,16.1,18.48,19.22,18.77,19.42,28.19,36.78,74.61,84.7,Upgrade
13,Total Assets,16178,16027,15832,15360,15889,15847,15862,16015,15316,15697,Upgrade
14,Accounts Payable,11.25,45.42,30.19,37.22,37.51,116.96,90.33,94.68,89.69,134.94,Upgrade
15,Accrued Expenses,93.02,133.06,86.49,90.73,79.06,81.05,95.46,100.18,120.4,85.63,Upgrade
16,Short-Term Debt,-,-,-,-,-,-,-,-,189.45,2518,Upgrade
17,Current Portion of Leases,7.6,7.22,4.34,7.11,6.97,6.87,7.38,6.48,3.95,6.92,Upgrade
18,Current Income Taxes Payable,31.4,40.01,25.29,83.41,26.2,19.26,34.66,96.01,54.42,17.09,Upgrade
19,Other Current Liabilities,11.5,2.97,320.44,15.36,321,15.1,323.78,800.05,802.49,541.98,Upgrade
20,Total Current Liabilities,154.77,228.67,466.74,233.82,470.73,239.23,551.6,1097,1260,3305,Upgrade
21,Long-Term Debt,-,-,-,-,-,-,-,-,1631,-,Upgrade
22,Long-Term Leases,31.51,36.87,23.08,27.91,10.88,15.94,17.67,21.94,10,11.71,Upgrade
23,Long-Term Unearned Revenue,47.75,49.71,50.45,53.71,13.62,14.91,15.3,15.77,17.41,18.4,Upgrade
24,Long-Term Deferred Tax Liabilities,137.95,195.25,185.6,177.89,163.03,177.27,190.69,164.35,164.5,146.72,Upgrade
25,Total Liabilities,371.98,510.49,725.87,493.34,658.25,447.36,775.26,1299,3084,3482,Upgrade
26,Common Stock,248.62,248.62,248.62,248.62,248.62,248.62,248.62,248.62,248.62,248.62,Upgrade
27,Additional Paid-In Capital,6301,6301,6301,6301,6301,6301,6301,6301,6301,6301,Upgrade
28,Retained Earnings,9756,9443,9137,8692,8812,8754,8577,8201,7684,7381,Upgrade
29,Comprehensive Income & Other,-501.04,-477.69,-582.58,-376.35,-164.98,61.87,-73.48,-69.76,-2037,-1752,Upgrade
30,Total Common Equity,15804,15515,15104,14864,15197,15365,15053,14680,12197,12179,Upgrade
31,Minority Interest,1.94,1.94,2.06,2.07,33.98,34.31,34.63,35.02,35.46,35.75,Upgrade
32,Shareholders' Equity,15806,15517,15106,14867,15231,15399,15087,14715,12232,12215,Upgrade
33,Total Liabilities & Equity,16178,16027,15832,15360,15889,15847,15862,16015,15316,15697,Upgrade
34,Total Debt,39.11,44.09,27.42,35.02,17.84,22.81,25.05,28.42,1835,2537,Upgrade
35,Net Cash (Debt),6398,5781,5561,5455,5265,4175,3777,3753,-1591,-2314,Upgrade
36,Net Cash Growth,15.04%,5.98%,5.62%,30.67%,39.41%,11.25%,-,-,-,-,Upgrade
37,Net Cash Per Share,2.57,2.33,2.24,2.19,2.12,1.68,1.52,-,-0.64,-,Upgrade
38,Filing Date Shares Outstanding,2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,Upgrade
39,Total Common Shares Outstanding,2486,2486,2486,2486,2486,2486,2486,2486,2486,2486,Upgrade
40,Working Capital,6585,6522,6111,5851,5695,5584,4308,4099,158.96,-1872,Upgrade
41,Book Value Per Share,6.36,6.24,6.08,5.98,6.11,6.18,6.05,5.90,4.91,4.90,Upgrade
42,Tangible Book Value,15803,15513,15104,14864,15197,15365,15053,14680,12197,12179,Upgrade
43,Tangible Book Value Per Share,6.36,6.24,6.08,5.98,6.11,6.18,6.05,5.90,4.91,4.90,Upgrade
44,Buildings,-,53.09,-,55.33,-,60.79,-,58.95,-,67.55,Upgrade
45,Machinery,-,574.97,-,449.69,-,489.77,-,467.39,-,7151,Upgrade
46,Construction In Progress,-,85.97,-,23.5,-,278.76,-,375.6,-,458.87,Upgrade
47,Leasehold Improvements,-,-,-,-,-,-,-,-,-,0.48,Upgrade
