,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,119.1,153.16,156.58,133.2,138.39,230.89,157.62,160.41,99.02,153.01
1,Short-Term Investments,-,-,-,-,-,-,-,-,155,105
2,Cash & Short-Term Investments,119.1,153.16,156.58,133.2,138.39,230.89,157.62,160.41,254.02,258.01
3,Cash Growth,-23.94%,14.98%,13.14%,-42.31%,-12.20%,43.94%,-37.95%,-37.83%,21.66%,32.23%
4,Other Receivables,5.17,5.9,19.54,12.28,12.52,23.64,1.09,10.18,3.33,3.29
5,Receivables,5.17,5.9,19.54,12.28,12.52,23.64,1.09,10.18,3.33,3.29
6,Inventory,843.07,880.79,1066,1036,1009,951.83,855.92,745.2,579.75,739.72
7,Prepaid Expenses,39.23,37.99,41.87,41.04,40.56,36.69,48.82,29.36,30.58,45.35
8,Other Current Assets,31.83,31.99,60.23,34.34,28.39,67.56,105.63,50.16,31.32,83.76
9,Total Current Assets,1038,1110,1344,1257,1229,1311,1169,995.3,898.99,1130
10,"Property, Plant & Equipment",0.49,0.97,1.35,1.94,2.25,3,3.88,4.22,3.47,2.26
11,Long-Term Investments,30,-,-,-,-,-,-,-,-,20
12,Long-Term Deferred Tax Assets,2.31,3.94,8.14,6.09,4.38,3.61,0.41,0.41,0.99,10.97
13,Other Long-Term Assets,81.09,87.07,89.93,93.65,97.33,105.07,105.98,116.69,119.91,120.34
14,Total Assets,1152,1202,1443,1359,1333,1422,1279,1117,1023,1284
15,Accounts Payable,3.28,2.24,10.31,3.12,118.67,7.03,13.11,4.82,3.67,7.02
16,Accrued Expenses,10.14,11.63,6.9,7.11,-,7.48,-,8.64,-,12.14
17,Short-Term Debt,122.35,122.27,120.91,120.91,97.43,93.73,90.73,79.43,47.68,25.08
18,Current Portion of Long-Term Debt,33.8,36,20.23,5.41,5.41,14.2,-,-,-,-
19,Current Portion of Leases,0.05,0.05,0.15,0.24,0.18,0.15,0.55,0.51,0.38,0.36
20,Current Income Taxes Payable,29.91,27.89,28.22,28.12,23.43,24.46,18.98,13.74,11.66,19.63
21,Current Unearned Revenue,82.4,112,348.48,239.11,189.7,339.38,236.12,138.11,98.66,474.82
22,Other Current Liabilities,50.31,66.44,63.05,108.5,-,124.16,128.16,70.14,59.66,47.02
23,Total Current Liabilities,332.25,378.52,598.24,512.53,434.81,610.58,487.65,315.39,221.71,586.07
24,Long-Term Debt,-,-,33.8,30.59,57.51,25.8,-,-,-,-
25,Long-Term Leases,0.01,0.04,0.04,0.06,0.09,0.09,0.1,0.14,0.4,0.37
26,Long-Term Deferred Tax Liabilities,19.64,18.91,18.23,18.75,25.32,21.52,21.78,25.72,24.21,20.72
27,Total Liabilities,351.91,397.47,650.31,561.94,517.74,657.99,509.54,341.24,246.32,607.16
28,Common Stock,25.45,25.45,25.45,25.45,25.45,25.45,25.45,25.45,25.45,25.45
29,Additional Paid-In Capital,193.73,193.73,193.73,193.73,193.73,193.73,193.73,193.73,193.73,193.73
30,Retained Earnings,-233.45,-229.62,-237.47,-234.13,-207.68,-258.92,-238.82,-234.6,-234.51,-333.48
31,Comprehensive Income & Other,798.45,798.5,798.2,798.28,791.53,791.53,776.38,776.38,776.38,776.38
32,Total Common Equity,784.19,788.06,779.91,783.33,803.04,751.79,756.74,760.97,761.05,662.08
33,Minority Interest,16.19,16.27,13.14,13.3,12.26,12.5,13.08,14.42,15.99,14.45
34,Shareholders' Equity,800.38,804.33,793.06,796.64,815.3,764.29,769.82,775.38,777.04,676.53
35,Total Liabilities & Equity,1152,1202,1443,1359,1333,1422,1279,1117,1023,1284
36,Total Debt,156.22,158.36,175.13,157.22,160.62,133.97,91.39,80.08,48.46,25.81
37,Net Cash (Debt),-37.12,-5.2,-18.55,-24.02,-22.22,96.92,66.24,80.33,205.56,232.2
38,Net Cash Growth,-,-,-,-,-,20.65%,-67.78%,-65.41%,-1.55%,20.41%
39,Net Cash Per Share,-0.01,-0.00,-0.00,-0.00,-0.00,0.02,0.01,0.01,0.04,0.04
40,Filing Date Shares Outstanding,5838,5838,5838,5838,5838,5838,5838,5838,5838,5838
41,Total Common Shares Outstanding,5838,5838,5838,5838,5838,5838,5838,5838,5838,5838
42,Working Capital,706.15,731.31,745.71,744.37,794.26,700.02,681.44,679.92,677.28,544.06
43,Book Value Per Share,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.11
44,Tangible Book Value,784.19,788.06,779.91,783.33,803.04,751.79,756.74,760.97,761.05,662.08
45,Tangible Book Value Per Share,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.11
46,Machinery,-,7.93,-,7.84,-,7.76,-,7.39,-,5.83
47,Leasehold Improvements,-,0.68,-,0.68,-,1.4,-,1.26,-,-
