,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,117,123,134,134,444,525,508,467,514,660,1103
1,Market Cap Growth,-8.70%,-8.70%,-69.74%,-74.44%,-12.64%,12.50%,-1.14%,-29.20%,-53.44%,37.80%,42.11%
2,Enterprise Value,174,146,169,176,484,397,444,389,306,416,878
3,Last Close Price,0.02,0.02,0.02,0.02,0.08,0.09,0.09,0.08,0.09,0.11,0.19
4,PE Ratio,27.02,-,27.04,-,12.53,13.54,317.56,-,-,5.13,29.76
5,PS Ratio,0.34,0.35,0.44,1.73,1.50,1.54,3.92,4.60,0.90,1.11,5.36
6,PB Ratio,0.14,0.14,0.15,0.16,0.49,0.55,0.54,0.50,0.56,0.77,1.46
7,P/TBV Ratio,0.15,0.15,0.15,0.16,0.50,0.56,0.55,0.51,0.57,0.79,1.49
8,P/FCF Ratio,408.51,-,10.11,5.75,-3.01,-,28.49,-,-,-,-
9,P/OCF Ratio,306.71,-,10.02,5.74,-3.02,-,27.51,-,-,-,-
10,EV/Sales Ratio,0.50,0.42,0.55,2.27,1.63,1.16,3.42,3.83,0.54,0.70,4.26
11,EV/EBITDA Ratio,8.72,7.43,10.51,-,8.38,5.17,24.09,-,1.95,2.44,21.55
12,EV/EBIT Ratio,9.27,-,11.18,-,8.59,5.33,26.31,-,1.96,2.44,21.60
13,EV/FCF Ratio,608.94,-,12.69,7.56,-3.29,-,24.90,-,-,-,-
14,Debt / Equity Ratio,0.20,0.20,0.20,0.22,0.20,0.20,0.18,0.12,0.10,0.06,0.04
15,Debt / FCF Ratio,587.29,-,13.14,8.11,-1.21,-,9.22,-,-,-,-
16,Return on Capital Employed (ROCE),2.13%,-,1.66%,-,5.89%,7.08%,1.69%,-,16.39%,19.36%,5.21%
17,Earnings Yield,3.70%,3.53%,3.70%,0.30%,7.98%,7.39%,0.31%,-1.11%,22.86%,19.49%,3.36%
18,FCF Yield,0.24%,0.23%,9.89%,17.38%,-33.21%,-24.08%,3.51%,-27.89%,-41.77%,-28.83%,-4.34%
