,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,414,359,207,185,202,229,344,409,549,159,209,258,301,332,347,409,337,335,361,373,351,Upgrade
1,Market Cap Growth,56.84%,56.84%,-39.86%,-54.71%,-63.16%,43.94%,64.37%,58.88%,82.40%,-52.17%,-39.58%,-37.06%,-10.71%,-0.72%,-4.00%,9.68%,-4.11%,-7.33%,-13.79%,-13.41%,-21.08%,Upgrade
2,Enterprise Value,900,823,676,652,703,643,710,819,885,501,521,572,628,705,605,604,421,370,394,408,362,Upgrade
3,Last Close Price,1.72,1.49,0.86,0.77,0.84,0.95,1.43,1.70,2.28,0.66,0.87,1.07,1.25,1.38,1.44,1.70,1.40,1.39,1.50,1.55,1.46,Upgrade
4,PE Ratio,5.02,4.13,5.71,9.54,14.39,11.47,18.52,156.35,-24.60,-3.05,-,-,-,2.18,2.26,4.63,2.37,2.65,2.84,2.99,3.39,Upgrade
5,PS Ratio,0.18,0.15,0.12,0.12,0.14,0.17,0.28,0.32,0.43,0.13,0.16,0.20,0.26,0.30,0.36,0.48,0.42,0.46,0.47,0.47,0.43,Upgrade
6,PB Ratio,0.24,0.18,0.10,0.09,0.10,0.12,0.18,0.21,0.27,0.08,0.11,0.13,0.14,0.15,0.16,0.20,0.17,0.17,0.19,0.21,0.20,Upgrade
7,P/TBV Ratio,0.20,0.20,0.11,0.10,0.11,0.13,0.20,0.23,0.30,0.09,0.12,0.14,0.15,0.17,0.18,0.22,0.19,0.19,0.21,0.23,0.23,Upgrade
8,EV/Sales Ratio,0.38,0.34,0.39,0.42,0.49,0.47,0.57,0.65,0.69,0.40,0.40,0.46,0.55,0.63,0.64,0.71,0.52,0.51,0.51,0.52,0.44,Upgrade
9,EV/EBITDA Ratio,5.72,5.93,10.55,26.43,101.49,-,12.90,11.08,9.13,5.34,5.57,6.41,7.24,8.34,9.31,10.40,8.67,8.21,8.70,8.74,6.51,Upgrade
10,EV/EBIT Ratio,8.33,9.48,55.89,-22.91,-,-,-,-,21.06,13.17,14.39,15.22,17.94,18.20,24.39,33.40,31.35,36.84,37.78,36.57,17.98,Upgrade
11,Debt / Equity Ratio,0.27,0.27,0.26,0.31,0.31,0.31,0.26,0.24,0.22,0.19,0.19,0.17,0.17,0.15,0.16,0.14,0.13,0.08,0.05,0.05,0.05,Upgrade
12,Debt / EBITDA Ratio,3.95,1.97,3.21,8.33,13.65,-,59.07,201.77,5.26,3.07,4.30,3.67,4.84,2.74,5.25,3.34,3.80,3.69,2.53,1.89,1.79,Upgrade
13,Asset Turnover,1.35,0.65,0.56,0.58,0.58,0.45,0.45,0.49,0.43,0.48,0.47,0.43,0.49,0.40,0.32,0.42,0.30,0.31,0.29,0.35,Upgrade,
14,Inventory Turnover,7.12,15.22,6.45,5.07,4.78,4.61,3.35,3.39,3.11,2.59,3.44,3.47,3.32,3.84,3.13,2.52,3.82,2.83,3.07,2.59,3.28,Upgrade
15,Quick Ratio,1.03,1.03,1.02,1.04,1.07,1.05,0.99,1.09,1.03,0.99,1.06,1.08,1.07,1.20,1.03,1.31,1.23,1.37,1.43,2.01,1.94,Upgrade
16,Current Ratio,1.37,1.37,1.47,1.47,1.59,1.55,1.68,1.68,1.74,1.67,1.82,1.73,1.81,2.10,1.95,2.32,2.17,2.27,2.40,3.07,3.10,Upgrade
17,Return on Equity (ROE),12.75%,4.50%,2.05%,2.31%,-0.47%,-0.17%,0.39%,3.16%,1.68%,-2.16%,-3.14%,-2.61%,4.18%,23.89%,2.85%,9.27%,4.67%,4.40%,15.42%,6.80%,Upgrade,
18,Return on Assets (ROA),4.42%,2.44%,0.27%,-0.12%,-1.68%,-1.02%,-1.18%,0.70%,1.69%,0.61%,0.86%,0.35%,1.41%,0.72%,0.66%,0.74%,0.20%,0.12%,0.27%,0.49%,Upgrade,
19,Return on Capital (ROIC),5.44%,2.87%,0.31%,-0.14%,-1.91%,-1.15%,-1.33%,0.79%,1.92%,0.69%,0.98%,0.39%,1.57%,0.81%,0.78%,0.90%,0.25%,0.15%,0.33%,0.60%,Upgrade,
20,Return on Capital Employed (ROCE),4.02%,4.02%,0.55%,-1.33%,-,-,-,-,1.92%,1.79%,1.72%,1.72%,1.51%,1.62%,1.07%,0.78%,0.58%,0.45%,0.49%,0.54%,1.00%,Upgrade
21,Earnings Yield,20.95%,24.19%,17.52%,10.49%,6.95%,8.72%,5.40%,0.64%,-4.06%,-32.77%,-17.99%,23.94%,31.81%,45.92%,44.30%,21.62%,42.19%,37.67%,35.20%,33.41%,29.46%,Upgrade
