,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,682,764,552,480,386,424,492,567,577,707,841,Upgrade
1,Market Cap Growth,59.09%,59.09%,42.74%,13.24%,-21.52%,-25.27%,-14.59%,-19.82%,-31.48%,-24.58%,-7.22%,Upgrade
2,Enterprise Value,318,486,309,301,216,257,339,450,459,569,693,Upgrade
3,Last Close Price,2.19,2.25,1.62,1.29,1.04,1.07,1.24,1.38,1.40,1.67,1.97,Upgrade
4,PE Ratio,7.08,7.92,5.25,5.44,12.90,-,12.89,29.64,-15.03,-,23.34,Upgrade
5,PS Ratio,2.57,2.87,2.13,2.21,2.62,3.01,3.50,4.69,5.25,5.94,5.67,Upgrade
6,PB Ratio,0.91,1.02,0.72,0.63,0.55,0.63,0.70,0.82,0.86,1.05,1.11,Upgrade
7,P/TBV Ratio,1.02,1.02,0.72,0.64,0.55,0.63,0.70,0.83,0.86,1.05,1.11,Upgrade
8,P/FCF Ratio,3.96,4.44,3.81,5.24,9.72,10.24,7.08,10.14,75.63,-,17.42,Upgrade
9,P/OCF Ratio,4.36,4.36,3.73,5.20,9.68,10.20,7.00,10.00,69.80,-,17.26,Upgrade
10,EV/Sales Ratio,1.20,1.83,1.19,1.38,1.46,1.83,2.41,3.72,4.19,4.78,4.67,Upgrade
11,EV/EBITDA Ratio,2.02,3.08,2.05,2.73,3.98,5.16,6.40,9.25,13.12,21.68,12.98,Upgrade
12,EV/EBIT Ratio,2.12,3.23,2.16,2.93,4.61,6.04,7.41,10.98,17.02,31.51,15.39,Upgrade
13,EV/FCF Ratio,1.85,2.82,2.14,3.29,5.43,6.22,4.87,8.04,60.27,-,14.34,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.02,0.03,Upgrade
15,Debt / FCF Ratio,0.02,0.02,0.03,0.06,0.14,0.34,0.23,0.31,2.34,-,0.40,Upgrade
16,Return on Capital Employed (ROCE),17.80%,17.80%,16.62%,11.95%,5.83%,5.52%,5.68%,5.22%,3.53%,2.37%,5.26%,Upgrade
17,Earnings Yield,14.13%,12.63%,19.04%,18.37%,7.75%,6.06%,7.76%,3.37%,-6.65%,-4.59%,4.28%,Upgrade
18,FCF Yield,25.22%,22.54%,26.26%,19.08%,10.29%,9.76%,14.12%,9.87%,1.32%,0.57%,5.74%,Upgrade
19,Dividend Yield,9.82%,3.03%,4.19%,5.28%,5.89%,5.69%,5.30%,4.78%,4.56%,5.09%,5.48%,Upgrade
20,Total Shareholder Return,9.82%,3.03%,4.19%,5.28%,5.89%,5.69%,5.30%,4.78%,4.56%,5.09%,5.48%,Upgrade
