,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,97,53,54,62,71,79,83,103,87,82,129
1,Market Cap Growth,-14.04%,-14.04%,-24.24%,-21.92%,-14.29%,-23.16%,-4.94%,25.00%,-31.93%,-50.00%,-33.15%
2,Enterprise Value,119,87,95,119,108,111,88,105,105,95,107
3,Last Close Price,0.09,0.05,0.05,0.06,0.07,0.07,0.08,0.10,0.08,0.08,0.12
4,PE Ratio,9.78,5.33,-17.61,-,-,-,-13.06,-,-15.03,-,-
5,PS Ratio,0.58,0.32,0.37,0.44,0.44,0.45,0.48,0.61,0.51,0.59,0.99
6,PB Ratio,0.47,0.26,0.27,0.31,0.34,0.38,0.39,0.50,0.39,0.39,0.56
7,P/TBV Ratio,0.26,0.26,0.27,0.31,0.34,0.38,0.39,0.50,0.39,0.39,0.56
8,P/FCF Ratio,4.32,2.35,1.88,-9.33,-,-,-,-,31.98,-,-4.64
9,P/OCF Ratio,1.56,1.56,1.49,4.77,-,-33.00,-,3.29,4.61,-,12.62
10,EV/Sales Ratio,0.71,0.52,0.65,0.85,0.66,0.63,0.51,0.63,0.61,0.68,0.83
11,EV/EBITDA Ratio,4.19,3.18,4.46,7.91,7.43,5.93,18.50,-,21.90,-,-
12,EV/EBIT Ratio,7.65,5.59,10.81,41.10,-,11.86,-17.07,-,-,-,-
13,EV/FCF Ratio,5.28,3.86,3.30,-17.96,-,-,-,-,38.22,-,-3.88
14,Debt / Equity Ratio,0.23,0.23,0.25,0.26,0.33,0.29,0.31,0.31,0.32,0.36,0.28
15,Debt / FCF Ratio,2.10,2.10,1.73,-7.82,-,-,-,-,26.53,-,-2.34
16,Return on Capital Employed (ROCE),6.63%,6.63%,4.26%,1.28%,-,3.73%,-1.95%,-,-,-,-
17,Earnings Yield,10.22%,18.78%,-5.68%,-13.07%,-2.22%,11.06%,-7.66%,-7.80%,-6.65%,-23.82%,-2.73%
18,FCF Yield,23.13%,42.49%,53.11%,-10.72%,-36.95%,-32.62%,-38.47%,2.92%,3.13%,37.62%,-21.55%
