,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,13.25,8.3,5.31,4.3,6.95,13.33,24.29,32.59,30.37,25.61
1,Short-Term Investments,2.39,1.07,1.33,2.47,6.24,2.29,7.82,3.96,1.96,1.73
2,Cash & Short-Term Investments,15.64,9.38,6.64,6.77,13.2,15.62,32.11,36.56,32.34,27.33
3,Cash Growth,135.53%,38.53%,-49.68%,-56.67%,-58.90%,-57.27%,-0.70%,33.75%,-9.30%,-47.52%
4,Accounts Receivable,21.44,15.32,11.76,11.84,19.51,16.06,12.27,10.82,18.93,11.95
5,Other Receivables,1.9,1.81,2.13,2.02,1.89,1.84,0.61,0.48,2.31,2.16
6,Receivables,23.35,17.13,13.89,13.86,21.41,17.89,12.88,11.3,21.24,14.1
7,Inventory,19.23,23.29,24.31,30.27,25.12,23,15.66,19.66,15.95,23.49
8,Other Current Assets,2.21,2.24,2.16,2.21,2.12,4.81,2,2.26,5.33,5.06
9,Total Current Assets,60.43,52.04,46.99,53.11,61.85,61.33,62.65,69.78,74.86,69.98
10,"Property, Plant & Equipment",107.75,111,116.4,119.81,112.81,108.99,100.26,95.35,95.56,97.07
11,Long-Term Deferred Tax Assets,0.23,0.23,0.15,0.15,0.14,0.14,0.03,0.03,0.03,0.03
12,Total Assets,168.4,163.26,163.54,173.07,174.8,170.46,162.95,165.16,170.46,167.08
13,Accounts Payable,6.42,6.26,3.21,3.95,8.73,7.73,3.1,4.55,3.31,3.36
14,Short-Term Debt,12.45,9.59,-,11.18,-,2.86,-,-,-,-
15,Current Portion of Long-Term Debt,-,18.86,15.42,8.65,12.02,7.28,8.17,7.96,8.23,5.31
16,Current Portion of Leases,0.24,0.31,0.31,0.24,0.15,0.24,0.31,0.17,0.27,0.31
17,Current Income Taxes Payable,-,-,-,-,-,-,-,-,0.02,0.02
18,Current Unearned Revenue,3.25,3.38,2.93,2.06,2.37,1.91,0.86,1.22,1.05,1.03
19,Other Current Liabilities,4.57,4.35,7.49,8.76,11.12,9.49,12.76,3.11,7.44,7.36
20,Total Current Liabilities,26.93,42.73,29.35,34.84,34.39,29.52,25.21,17.01,20.32,17.4
21,Long-Term Debt,15.83,0.32,14.77,18.37,21.58,24.79,25.83,29.4,33.17,28.3
22,Long-Term Leases,0.05,0.09,0.22,0.27,0.02,0.03,0.13,0.1,0.11,0.17
23,Long-Term Deferred Tax Liabilities,1.25,1.25,2.04,2.04,1.18,1.18,2.27,2.27,0.97,0.97
24,Total Liabilities,44.07,44.39,46.38,55.52,57.17,55.52,53.43,48.77,54.57,46.84
25,Common Stock,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94
26,Additional Paid-In Capital,58.71,58.71,58.71,58.71,58.71,58.71,58.71,58.71,58.71,58.71
27,Retained Earnings,52,48.75,45.99,50.55,50.79,51.44,-,54.84,50.17,57.86
28,Comprehensive Income & Other,7.62,5.41,6.46,2.29,2.14,-1.21,44.79,-3.16,1.07,-2.26
29,Total Common Equity,124.27,118.81,117.1,117.49,117.58,114.87,109.44,116.33,115.89,120.25
30,Minority Interest,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.07,-0.01,-0
31,Shareholders' Equity,124.33,118.88,117.16,117.55,117.64,114.94,109.51,116.4,115.89,120.25
32,Total Liabilities & Equity,168.4,163.26,163.54,173.07,174.8,170.46,162.95,165.16,170.46,167.08
33,Total Debt,28.58,29.16,30.72,38.71,33.76,35.2,34.44,37.62,41.78,34.1
34,Net Cash (Debt),-12.94,-19.78,-24.08,-31.94,-20.57,-19.58,-2.34,-1.06,-9.45,-6.77
35,Net Cash Per Share,-0.01,-0.02,-0.02,-0.03,-0.02,-0.02,-0.00,-0.00,-0.01,-0.01
36,Filing Date Shares Outstanding,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080
37,Total Common Shares Outstanding,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080
38,Working Capital,33.5,9.31,17.64,18.27,27.46,31.81,37.44,52.77,54.55,52.58
39,Book Value Per Share,0.12,0.11,0.11,0.11,0.11,0.11,0.10,0.11,0.11,0.11
40,Tangible Book Value,124.27,118.81,117.1,117.49,117.58,114.87,109.44,116.33,115.89,120.25
41,Tangible Book Value Per Share,0.12,0.11,0.11,0.11,0.11,0.11,0.10,0.11,0.11,0.11
42,Land,9.88,9.88,9.88,9.88,9,9,9,9,9,9
43,Buildings,61.25,61.1,61.01,61.04,39.54,39.42,29.59,26.37,25.81,25.81
44,Machinery,85.55,85.17,85.12,84.85,78.1,76.72,81.88,79.71,77.61,28.37
45,Construction In Progress,0.04,0.19,0.21,0.05,18.85,13.34,7.27,4.68,3.39,51.37
