,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,109.19,93,74.97,55.82,82.09,109.17,103.81,51.05,162.14,143.27,115.63,43.11,170.72,82.29,85.14,39.95,143.89,70.79,75.18,10.15
1,Other Revenue,-,-11.85,11.85,-,17.44,-7.79,7.79,-,13.2,-7.25,7.25,-,11.23,-5.38,5.38,-,9.96,-5.05,5.05,-
2,Revenue,109.19,81.15,86.82,55.82,99.52,101.38,111.6,51.05,175.34,136.02,122.88,43.11,181.95,76.91,90.51,39.95,153.86,65.74,80.23,10.15
3,Revenue Growth (YoY),9.71%,-19.95%,-22.20%,9.34%,-43.24%,-25.47%,-9.18%,18.42%,-3.63%,76.86%,35.76%,7.91%,18.26%,16.99%,12.82%,293.50%,-,-,-,-
4,Cost of Revenue,-120.86,45.28,43.28,32.3,47.61,44.23,52.35,25.66,88.74,57.14,59.23,20.33,74.43,28.4,38.56,15.85,66.91,23.41,30.51,6.35
5,Gross Profit,230.05,35.87,43.54,23.52,51.91,57.15,59.25,25.4,86.6,78.89,63.66,22.78,107.52,48.51,51.95,24.1,86.95,42.33,49.72,3.8
6,"Selling, General & Admin",-90.6,29.84,34.4,26.36,41.23,22.26,25.28,21.34,20.91,29.49,20.68,19.68,28.42,17.51,28.3,19.14,21.74,18.62,20.53,12.8
7,Research & Development,-41.55,12.77,15.59,13.2,19.3,12.14,13.5,10.26,15.48,10.89,12.51,6.25,10.91,10.93,10.43,7.35,11.67,6.71,8.06,5.8
8,Other Operating Expenses,362.8,-8.64,2.94,-0.95,5.42,-28.36,11.25,-9.02,4.88,-1.88,-3.44,-1.93,-2.58,-3.84,-1.8,-6.27,9.33,-1.79,-5.54,-6.21
9,Operating Expenses,231.58,33.92,53.16,37.49,74.47,10.81,49.22,22.96,52.18,42.17,29.18,24.17,44.46,28.24,37.83,19.29,46.47,25.39,26.23,11.28
10,Operating Income,-1.53,1.95,-9.61,-13.97,-22.56,46.34,10.03,2.44,34.42,36.71,34.48,-1.39,63.06,20.27,14.12,4.81,40.49,16.94,23.49,-7.48
11,Interest Expense,-0.26,-1.17,-1.72,-1.41,-3.24,-0.78,-1.76,-0.96,-3.4,-0.16,-0.58,-0.53,-1.7,-2.15,-0.64,-1.01,-0.41,-1.3,-0.95,-0.58
12,Interest & Investment Income,4.1,0.07,-,0.38,0.83,-,0.42,0.37,1.43,0.58,2.2,1.38,4.8,0.55,1.37,0.83,0.2,0.4,0.18,0.15
13,Currency Exchange Gain (Loss),-,0,-0,-,-0.67,0.67,-0.67,-,-1.45,0.54,-0.54,-,2.69,-1.05,1.05,-,-0.66,0.45,-0.45,-
14,Other Non Operating Income (Expenses),-0.26,-0.46,0.36,0.45,0.24,-1.2,-0.92,-0.5,-2.46,-1.37,-1.76,0.5,-7.36,6.26,-2.93,1.09,-0.01,0.16,-1.51,0.08
15,EBT Excluding Unusual Items,2.05,0.39,-10.97,-14.54,-25.39,45.03,7.1,1.35,28.54,36.31,33.79,-0.03,61.5,23.87,12.97,5.72,39.6,16.66,20.77,-7.83
16,Impairment of Goodwill,-,-,-,-,-4.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,1.73,1.42,-3.15,-,-2.15,0.08,-0.91,-,-,-,-,-,-,-,-,-,-,-,-,-
18,Gain (Loss) on Sale of Assets,0.03,-0.01,-0.03,-,-0.63,-0,-0.53,0.03,-0.12,0.02,-0.02,-,0.01,-,-0.01,-,-0.01,0.08,-,-
19,Asset Writedown,3.22,-3.22,0.62,-0.62,-0.57,0.56,-0.86,0.86,0.76,-0.77,0.42,-0.42,0.18,-0.2,0.05,-0.05,-,0.01,-0.01,-
20,Other Unusual Items,-,-8.53,8.53,-,15.47,-25.35,25.35,-,17.24,-,-,-,5.58,-0,0,-,10.84,-,-,-
21,Pretax Income,7.03,-9.95,-5,-15.16,-18.15,20.32,30.16,2.24,46.42,35.56,34.19,-0.45,67.27,23.68,13.02,5.66,50.43,16.74,20.76,-7.83
22,Income Tax Expense,-2.3,0.16,0.29,0.2,-1.95,3.72,4.49,-0.12,5.74,5.11,2.94,0.43,6.91,3.5,2.07,1.51,4.41,2.74,1.69,0.7
23,Earnings From Continuing Operations,9.33,-10.11,-5.29,-15.36,-16.2,16.59,25.66,2.37,40.68,30.45,31.25,-0.88,60.36,20.18,10.95,4.15,46.02,14,19.07,-8.52
24,Minority Interest in Earnings,-2.85,1.05,0.41,1.39,0.73,0.59,-0.4,0.19,0.5,0.14,-0.65,0.48,-4.43,0.86,1.77,1.74,-2.91,1.24,1.14,1.62
25,Net Income,6.48,-9.05,-4.87,-13.97,-15.47,17.18,25.26,2.55,41.18,30.59,30.61,-0.39,55.93,21.04,12.72,5.89,43.11,15.24,20.21,-6.9
26,Net Income to Common,6.48,-9.05,-4.87,-13.97,-15.47,17.18,25.26,2.55,41.18,30.59,30.61,-0.39,55.93,21.04,12.72,5.89,43.11,15.24,20.21,-6.9
27,Net Income Growth,-,-,-,-,-,-43.84%,-17.47%,-,-26.37%,45.39%,140.65%,-,29.75%,38.08%,-37.08%,-,-,-,-,-
28,Shares Outstanding (Basic),80,75,73,78,74,78,65,85,77,76,116,39,77,79,74,59,56,59,58,58
29,Shares Outstanding (Diluted),80,75,73,78,74,78,65,85,77,76,116,39,77,79,74,59,56,59,58,58
30,Shares Change (YoY),7.67%,-3.84%,12.04%,-8.75%,-3.52%,3.26%,-43.54%,116.37%,-0.56%,-4.43%,56.26%,-33.32%,36.99%,34.59%,27.18%,2.45%,-,-,-,-
31,EPS (Basic),0.08,-0.12,-0.07,-0.18,-0.21,0.22,0.39,0.03,0.54,0.40,0.26,-0.01,0.72,0.26,0.17,0.10,0.76,0.26,0.35,-0.12
32,EPS (Diluted),0.08,-0.12,-0.07,-0.18,-0.21,0.22,0.39,0.03,0.54,0.40,0.26,-0.01,0.72,0.26,0.17,0.10,0.76,0.26,0.35,-0.12
33,EPS Growth,-,-,-,-,-,-45.61%,46.18%,-,-25.96%,52.12%,54.01%,-,-5.29%,2.59%,-50.53%,-,-,-,-,-
34,Free Cash Flow,-,-8.61,11.33,-10.03,35.48,-5.04,6.6,-19.96,26.91,10.9,-3.93,-32.57,5.72,-19.19,-7.53,-24.08,74.29,-10.93,15.15,-23.78
35,Free Cash Flow Per Share,-,-0.11,0.15,-0.13,0.48,-0.06,0.10,-0.23,0.35,0.14,-0.03,-0.83,0.07,-0.24,-0.10,-0.41,1.32,-0.19,0.26,-0.41
36,Dividend Per Share,-,-,-,-,0.150,-,-,-,0.500,-,-,-,0.501,-,-,-,0.300,-,-,-
37,Dividend Growth,-,-,-,-,-70.00%,-,-,-,-0.14%,-,-,-,66.90%,-,-,-,-,-,-,-
38,Gross Margin,210.69%,44.20%,50.15%,42.13%,52.16%,56.37%,53.09%,49.75%,49.39%,57.99%,51.80%,52.84%,59.10%,63.07%,57.40%,60.33%,56.51%,64.39%,61.97%,37.47%
39,Operating Margin,-1.41%,2.40%,-11.07%,-25.02%,-22.66%,45.71%,8.99%,4.78%,19.63%,26.99%,28.06%,-3.22%,34.66%,26.36%,15.60%,12.04%,26.31%,25.77%,29.27%,-73.68%
40,Profit Margin,5.93%,-11.16%,-5.61%,-25.02%,-15.54%,16.95%,22.63%,5.00%,23.49%,22.49%,24.91%,-0.91%,30.74%,27.36%,14.05%,14.76%,28.02%,23.18%,25.19%,-68.01%
41,Free Cash Flow Margin,-,-10.61%,13.05%,-17.97%,35.65%,-4.97%,5.92%,-39.09%,15.35%,8.01%,-3.20%,-75.55%,3.14%,-24.95%,-8.32%,-60.27%,48.28%,-16.62%,18.89%,-234.24%
42,EBITDA,2.21,5.69,-4.94,-10.22,-18.81,50.38,14.4,6.48,38.46,40.87,38.3,2.77,67.22,24.22,18.35,8.76,44.44,20.71,27.31,-3.71
43,EBITDA Margin,2.02%,7.01%,-5.69%,-18.31%,-18.90%,49.70%,12.90%,12.70%,21.94%,30.05%,31.17%,6.43%,36.94%,31.49%,20.27%,21.92%,28.88%,31.50%,34.04%,-36.58%
44,D&A For EBITDA,3.74,3.74,4.67,3.74,3.74,4.04,4.37,4.04,4.04,4.16,3.83,4.16,4.16,3.95,4.23,3.95,3.95,3.77,3.83,3.77
45,EBIT,-1.53,1.95,-9.61,-13.97,-22.56,46.34,10.03,2.44,34.42,36.71,34.48,-1.39,63.06,20.27,14.12,4.81,40.49,16.94,23.49,-7.48
46,EBIT Margin,-1.41%,2.40%,-11.07%,-25.02%,-22.66%,45.71%,8.99%,4.78%,19.63%,26.99%,28.06%,-3.22%,34.66%,26.36%,15.60%,12.04%,26.31%,25.77%,29.27%,-73.68%
47,Effective Tax Rate,-,-,-,-,-,18.32%,14.91%,-,12.37%,14.36%,8.59%,-,10.27%,14.77%,15.90%,26.64%,8.74%,16.35%,8.15%,-
48,Revenue as Reported,-,81.15,86.82,55.82,99.52,101.38,111.6,51.05,175.34,136.02,122.88,43.11,181.95,76.91,90.51,39.95,153.86,65.74,80.23,10.15
