,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,-,56.66,80.42,68.52,125.44,107.81,112.04,218.66,217.99,213.75,216.04,206.48,152.21,167.02,217.96,423.79,172.47,-,74.03,-
1,Short-Term Investments,-,-,142.01,-,131.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,-,31.67,9.32,10.02,10.02,115,60,30,85,40,60,70,169,159,129,10.02,-,-,20,-
3,Cash & Short-Term Investments,88.33,88.33,231.75,78.54,267.17,222.81,172.04,248.66,302.99,253.75,276.04,276.48,321.21,326.02,346.96,433.81,172.47,-,94.03,70.46
4,Cash Growth,-66.94%,-60.36%,34.71%,-68.42%,-11.82%,-12.19%,-37.68%,-10.06%,-5.67%,-22.17%,-20.44%,-36.27%,86.24%,-,268.99%,515.72%,-,-,-,-
5,Accounts Receivable,-,259.72,259.39,258.88,295.5,306.94,314.26,320.87,341.84,343.76,253.76,213.15,243.75,190.39,181.55,161.38,176.55,-,162.1,-
6,Other Receivables,-,26.95,27.24,26.79,36.17,46.91,57.42,47.03,43.82,29.96,43.36,43.75,24.76,21.28,18.04,16.21,11.89,-,20.03,-
7,Receivables,-,286.67,286.63,285.67,331.67,353.85,371.68,367.89,385.66,373.72,297.12,256.9,268.51,211.67,199.59,177.59,188.44,-,182.13,-
8,Inventory,-,90.35,82.42,101.13,80.71,89.4,87.21,83.13,61.65,95.8,91.81,100.15,75.47,71.05,68.06,73.77,62.83,-,59.39,-
9,Other Current Assets,-,229.85,134.62,258.24,119.89,136.89,104.68,89.69,89.53,114.62,118.73,63.83,30.64,53.71,44.98,36.03,32.81,-,22.77,-
10,Total Current Assets,-,695.19,735.42,723.58,799.43,802.95,735.61,789.37,839.84,837.89,783.7,697.36,695.83,662.45,659.59,721.2,456.55,-,358.31,-
11,"Property, Plant & Equipment",-,310.43,440.93,438.27,429.59,407.81,386.82,382.24,372.43,360.13,339.24,340.16,295.16,248.48,236.08,213.92,202.5,-,152.57,-
12,Long-Term Investments,-,92.2,93.63,94.61,96.31,97.32,97.81,98.27,69.58,47.49,23.3,13.5,-,-,-,3.69,4.01,-,3.63,-
13,Goodwill,-,-,2.01,2.01,2.01,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,-,6.88,-
14,Other Intangible Assets,-,15.07,15.34,15.05,14.95,13.29,13.43,13.57,13.32,13.15,13.65,14.25,15.08,14.81,15.55,16.29,17.03,-,18.51,-
15,Long-Term Accounts Receivable,-,6.57,6.82,6.67,6.82,4.1,5.05,5.83,7.59,18.94,20.88,22.29,22.17,12.46,12.75,12.71,12.31,-,9.31,-
16,Long-Term Deferred Tax Assets,-,13.06,13.06,13.05,12.34,10.51,10.31,10.33,10.06,7.98,7.55,7.1,7.68,6.3,5.62,5.44,5.7,-,4.44,-
17,Long-Term Deferred Charges,-,1.65,1.86,2.19,1.64,2.66,2.33,2.58,2.82,8.42,5.91,1.69,1.98,2.32,2.67,2.84,3.26,-,3.6,-
18,Other Long-Term Assets,-,185.92,74.22,75.25,81.4,94.05,100.45,97.39,90.4,102.91,104.15,101.34,94.91,87.29,88.11,88.16,87.72,-,92.2,-
19,Total Assets,-,1320,1383,1371,1444,1440,1359,1406,1413,1404,1305,1205,1140,1041,1027,1071,795.96,-,649.45,-
