,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,-,28777,29717,18581,14929,18127,8330,16181,11509,14650,21426,25851,40665,28752,27452.0,20258,27701,29322,16426,17702,Upgrade
1,Investment Securities,-,223569,195447,203964,180744,199000,172161,187502,154417,184680,205616,162270,146687,168112,151608.0,167452,149635,161994,154675,144335,Upgrade
2,Trading Asset Securities,-,66758,62696,61700,58419,45547,45968,44984,47368,43795,125.88,65512,56094,51615,49420.0,40087,37537,32389,30158,26088,Upgrade
3,Total Investments,-,290327,258143,265664,239163,244547,218129,232486,201785,228475,205742,227782,202780,219727,201028.0,207539,187171,194382,184833,170423,Upgrade
4,Gross Loans,-,346224,341458,334355,329680,314567,320504,299288,292832,285313,289272,270323,257240,252371,246213.0,233671,218872,208207,216223,187802,Upgrade
5,Allowance for Loan Losses,-,-9153,-9371,-8395,-8572,-8347,-8170,-7473,-7575,-7321,-7793,-6725,-6735,-6403,-6427.0,-5868,-5575,-5533,-5776,-5111,Upgrade
6,Other Adjustments to Gross Loans,-,-,-106.45,-,-91.33,-,-2016,-,-53.98,-,-1731,-,-1163,-,-808.79,-,-930.75,-,-1023,-,Upgrade
7,Net Loans,-,337071,331980,325960,321017,306221,310318,291815,285203,277992,279748,263598,249341,245968,238977.0,227803,212366,202674,209424,182691,Upgrade
8,"Property, Plant & Equipment",-,4245,4264,4308,4379,4330,4334,4287,4293,4227,4241,4261,4236,4097,4063.0,4062,4075,4052,3813,3818,Upgrade
9,Other Intangible Assets,-,-,383.52,-,420.09,-,359.55,-,353.08,-,304.65,-,296.61,-,256.85,-,252.52,211.83,202.7,-,Upgrade
10,Accrued Interest Receivable,-,739.46,2000,893.65,3125,734,2100,547.92,2489,625.41,1867,715.42,2140,845.71,1933.0,850.57,2297,857.72,1971,820.79,Upgrade
11,Restricted Cash,-,-,20062,-,18920,-,18186,-,17662,-,17702,-,18295,-,23321.0,-,21880,-,20552,-,Upgrade
12,Other Current Assets,-,-,621.41,-,175.4,-,285.06,-,297.38,-,403.33,-,367.28,-,388.34,-,334.62,112.66,538.68,-,Upgrade
13,Long-Term Deferred Tax Assets,-,3568,3484,3700,3794,3627,3478,3625,3446,2757,2400,2471,2505,2512,2571.0,2506,2468,2071,2294,1841,Upgrade
14,Other Real Estate Owned & Foreclosed,-,-,9.65,-,6.06,-,-,-,-,-,-,-,59.69,-,56.49,-,50.09,-,100.32,-,Upgrade
15,Other Long-Term Assets,-,4254,2975,3964,1659,3598,2479,3346,2191,2543,2208,2548,1211,2253,1298.0,1954,972.94,12560,186.04,11837,Upgrade
16,Total Assets,-,668982,654024,623071,607985,581184,568401,552287,529614,531269,536410,527226,522250,504154,501637.0,464973,459828,446244,440522,389133,Upgrade
17,Accounts Payable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.52,-,-,-,-,-,Upgrade
18,Accrued Expenses,-,-,672.57,-,1458,-,915.3,-,1016,-,642.46,-,982.53,-,698.87,-,938.98,759,813.77,-,Upgrade
19,Interest Bearing Deposits,-,446316,420185,397613,386825,382043,371062,367300,346589,346618,334472,316833,314905,303506,300008.0,285356,281321,281564,271990,238481,Upgrade
20,Non-Interest Bearing Deposits,-,-,10704,-,1462,-,-,-,1159,-,4052,-,4952,-,3368.0,-,7847,-,3290,-,Upgrade
21,Total Deposits,-,446316,430889,397613,388288,382043,371062,367300,347747,346618,338524,316833,319857,303506,303375.0,285356,289168,281564,275280,238481,Upgrade
22,Short-Term Borrowings,-,25070,26878,28554,36952,27640,35547,33650,25823,13964,14240,22671,25450,34175,31818.0,24831,33388,29998,26130,15249,Upgrade
23,Current Portion of Long-Term Debt,-,28307,118570,44111,113176,18353,100729,15391,95838,33173,121823,43489,119628,38329,103979.0,27338,76001,8933,78995,6280,Upgrade
24,Current Portion of Leases,-,-,157.37,-,153.46,-,145.44,-,133.54,-,135.64,-,139.58,-,133.74,-,123.75,-,117.8,-,Upgrade
25,Current Income Taxes Payable,-,386.31,398.72,584.29,477.98,434.54,525.33,1018,703.88,574.02,71.46,43.92,124.03,189.51,385.27,568.45,431.92,273.49,654.61,486.19,Upgrade
26,Accrued Interest Payable,-,11068,10258,10039,9422,8586,7711,-,6735,-,5419,-,4451,-,3759.0,-,3607,-,3087,-,Upgrade
27,Other Current Liabilities,-,-,5237,808.26,20.09,-,20.15,-,19.26,-,447.43,-,18.47,-,557.39,-,386.35,-,884.4,-,Upgrade
28,Long-Term Debt,-,110150,15973,91686,15419,100334,9302,92946,11924,93259,13798,99898,14989,90701,20987.0,90482,20988,91871,22012,94446,Upgrade
29,Long-Term Leases,-,531.92,372.28,547.17,401.57,536.24,391.19,534.2,381.5,521.79,390.8,533.38,366.32,490.88,322.73,457.36,329.93,473.73,325.28,418.19,Upgrade
30,Pension & Post-Retirement Benefits,-,-,92.34,-,84.31,-,86.46,-,80.86,-,88.71,-,103.14,-,98.91,-,92.79,-,82.11,-,Upgrade
31,Other Long-Term Liabilities,-,3608,1671,7485,2194,4052,3178,3910,2618,6185,2296,5555,2813,4028,3214.0,4171,3465,1925,1215,2375,Upgrade
32,Total Liabilities,-,625436,611169,581428,568046,541978,529613,514750,493021,494293,497878,489024,488922,471419,469347.0,433204,428921,415797,409597,357735,Upgrade
33,"Preferred Stock, Convertible",-,-,-,-,-,-,-,-,-,-,7883,7854,7883,7854,7883.0,7854,7883,7854,7883,7854,Upgrade
