,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,260.2,239.76,274.35,255.24,271.95,263.61,287.3,302.48,84.62,104.6
1,Cash & Short-Term Investments,260.2,239.76,274.35,255.24,271.95,263.61,287.3,302.48,84.62,104.6
2,Cash Growth,-5.16%,-6.07%,0.88%,-3.18%,-5.34%,-12.85%,239.51%,189.17%,-,-
3,Accounts Receivable,77.01,31.65,57.16,47.36,56.68,34.5,26.16,19.06,33.43,16.99
4,Other Receivables,2.43,0.73,0.38,0.16,1,0.73,8.75,0.67,0.67,1.1
5,Receivables,79.44,32.37,57.54,47.52,57.68,35.23,34.91,19.72,34.09,18.08
6,Inventory,20.7,31.85,17.8,29.5,17.23,27.14,11.9,20.71,13.81,23.12
7,Prepaid Expenses,0.29,1.75,0.86,1.03,-,1.22,-,3.76,0.68,1.16
8,Other Current Assets,5,30,-,-,2.4,-,-,5.55,22.39,19
9,Total Current Assets,365.63,335.73,350.55,333.29,349.26,327.19,334.12,352.21,155.6,165.97
10,"Property, Plant & Equipment",615.89,612.96,579.62,586.85,604.57,621.48,613.05,572.52,495.12,494.21
11,Other Intangible Assets,2.35,0.43,0.67,0.65,0.9,0.57,0.57,0.53,0.39,0.32
12,Long-Term Deferred Tax Assets,6.96,7.6,3.92,6.88,3.95,1.17,1.15,1.15,-,-
13,Other Long-Term Assets,1.85,11.99,23.16,7.37,5.81,11.3,7.4,46.05,61.65,64.83
14,Total Assets,992.67,968.71,957.91,935.04,964.49,961.71,956.28,972.46,712.76,725.32
15,Accounts Payable,130.68,124.46,108.87,101.91,100.91,106.09,83.1,95.55,104.55,115.63
16,Accrued Expenses,44.48,28.29,33.76,32.91,38.95,44.82,34.81,42.34,38.14,37.99
17,Short-Term Debt,137,138,138,141,160,187,212.7,212.9,165,208
18,Current Portion of Long-Term Debt,16.56,16.03,10.76,-,-,-,17.26,33.87,32.06,29.83
19,Current Portion of Leases,2.86,2.8,1.18,1.14,0.93,0.94,2.98,2.84,2.9,2.1
20,Current Income Taxes Payable,10.59,14.38,8.65,11.07,7.46,6.23,5.68,5.19,3.18,3.32
21,Other Current Liabilities,66.33,71.51,69.9,89.43,53.35,47.47,47.05,47.72,53.51,48.27
22,Total Current Liabilities,408.48,395.47,371.1,377.46,361.6,392.55,403.59,440.41,399.33,445.13
23,Long-Term Debt,14.08,22.5,20.32,-,-,-,-,-,55.26,33.87
24,Long-Term Leases,0.57,1.43,0.67,0.98,1.85,0.54,1.04,0.44,1.16,2.7
25,Long-Term Unearned Revenue,1.83,1.86,1.9,1.93,1.96,1.99,2,2,2,2
26,Total Liabilities,424.96,421.26,393.99,380.37,365.4,395.08,406.63,442.85,457.75,483.7
27,Common Stock,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03
28,Additional Paid-In Capital,-,280.75,-,280.75,-,280.75,-,280.75,-,14.97
29,Retained Earnings,221.92,252.21,191.67,213.9,154.56,164.96,107.47,128.34,83.29,106.5
30,Comprehensive Income & Other,339.92,8.84,366.76,54.76,439.39,116.07,437.52,116.07,167.49,116.07
31,Total Common Equity,561.9,541.85,558.48,549.47,594,561.83,545.03,525.21,250.82,237.57
32,Minority Interest,5.81,5.59,5.44,5.21,5.09,4.81,4.62,4.41,4.19,4.05
33,Shareholders' Equity,567.71,547.45,563.93,554.67,599.09,566.64,549.65,529.62,255.01,241.63
34,Total Liabilities & Equity,992.67,968.71,957.91,935.04,964.49,961.71,956.28,972.46,712.76,725.32
35,Total Debt,171.06,180.76,170.93,143.12,162.78,188.48,233.98,250.05,256.37,276.49
36,Net Cash (Debt),89.14,58.99,103.42,112.12,109.17,75.13,53.33,52.43,-171.75,-171.89
37,Net Cash Growth,-13.81%,-47.38%,-5.27%,49.23%,104.73%,43.29%,-,-,-,-
38,Net Cash Per Share,0.16,0.10,0.18,0.19,0.18,0.13,0.09,0.09,-0.38,-0.38
39,Filing Date Shares Outstanding,600,600,600,600,600,600,600,600,600,600
40,Total Common Shares Outstanding,600,600,600,600,600,600,600,600,600,450
41,Working Capital,-42.86,-59.74,-20.56,-44.16,-12.33,-65.36,-69.47,-88.2,-243.74,-279.16
42,Book Value Per Share,0.94,0.90,0.93,0.92,0.99,0.94,0.91,0.88,0.42,0.53
43,Tangible Book Value,559.55,541.42,557.81,548.82,593.1,561.26,544.47,524.69,250.43,237.26
44,Tangible Book Value Per Share,0.93,0.90,0.93,0.91,0.99,0.94,0.91,0.87,0.42,0.53
45,Buildings,598.84,573.47,573.47,571.59,571.12,532.93,243.43,243.38,243.38,240.41
46,Machinery,409.22,388.55,343.86,324.37,317.2,313.11,276.64,273.9,252.85,248.66
47,Construction In Progress,1.9,15.56,1.82,1.3,5.9,37.72,339.86,297.24,226.94,222.2
