,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,415.18,390.06,370.47,353.05,374.74,320.43,286.4,279.39,244.65,259.98
1,Revenue Growth (YoY),12.07%,10.48%,-1.14%,10.18%,30.84%,14.69%,17.07%,7.47%,-9.77%,-
2,Cost of Revenue,343.56,315.17,300.52,298.22,286.72,252.79,218.74,203.56,182.89,179.95
3,Gross Profit,71.62,74.89,69.95,54.82,88.02,67.64,67.67,75.83,61.76,80.02
4,"Selling, General & Admin",38.69,35.46,36.93,38.14,35.21,35.93,32.62,34.68,36.52,40.76
5,Other Operating Expenses,0.78,-0.32,0.01,1.64,-0.14,0.52,-0.46,0.01,-0.2,-0.3
6,Operating Expenses,39.79,51.12,36.27,35.09,41.72,36.53,32.16,39.3,36.32,40.46
7,Operating Income,31.83,23.78,33.68,19.73,46.3,31.11,35.51,36.53,25.44,39.56
8,Interest Expense,-4.26,-4.41,-3.24,-4.42,-4.93,-6.29,-7.66,-9.22,-10.86,-11.82
9,Interest & Investment Income,0.47,0.31,0.48,0.39,0.26,0.36,0.54,0.56,0.24,0.58
10,Currency Exchange Gain (Loss),0.04,-0.34,1.18,5.51,4.65,-1.8,-1.18,-11.83,-,-
11,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-5.46
12,EBT Excluding Unusual Items,28.09,19.34,32.1,21.21,46.28,23.39,27.22,16.04,14.82,22.86
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-0.03
14,Gain (Loss) on Sale of Assets,-,-0.02,-,-0.02,-,-0.06,-,-0,-,-0.04
15,Asset Writedown,-,-,-,-,-4.45,-,-,-,-,-
16,Pretax Income,28.09,19.32,32.1,21.19,41.83,23.33,27.22,16.04,14.82,22.8
17,Income Tax Expense,7.82,5.12,7.6,4.3,9.38,6.35,7.18,7.23,1.44,7.12
18,Earnings From Continuing Operations,20.26,14.2,24.5,16.89,32.46,16.98,20.04,8.81,13.38,15.68
19,Minority Interest in Earnings,-0.22,-0.15,-0.24,-0.11,-0.28,-0.19,-0.21,-0.21,-0.14,-0.15
20,Net Income,20.04,14.05,24.26,16.77,32.17,16.79,19.82,8.6,13.24,15.53
21,Net Income to Common,20.04,14.05,24.26,16.77,32.17,16.79,19.82,8.6,13.24,15.53
22,Net Income Growth,-17.40%,-16.26%,-24.59%,-0.11%,62.30%,95.32%,49.69%,-44.63%,-60.86%,-
23,Shares Outstanding (Basic),549,600,569,584,600,600,600,591,450,450
24,Shares Outstanding (Diluted),549,600,569,584,600,600,600,591,450,450
25,Shares Change (YoY),-3.41%,2.72%,-5.23%,-2.65%,-,1.53%,33.33%,31.32%,1.02%,-
26,EPS (Basic),0.04,0.02,0.04,0.03,0.05,0.03,0.03,0.01,0.03,0.03
27,EPS (Diluted),0.04,0.02,0.04,0.03,0.05,0.03,0.03,0.01,0.03,0.03
28,EPS Growth,-14.48%,-18.48%,-20.42%,2.61%,62.30%,92.40%,12.27%,-57.84%,-61.26%,-
29,Free Cash Flow,35.84,-6.61,8.91,63.1,36.46,25.24,15.18,-25.5,19.68,-28.06
30,Free Cash Flow Per Share,0.07,-0.01,0.02,0.11,0.06,0.04,0.03,-0.04,0.04,-0.06
31,Operating Margin,7.67%,6.10%,9.09%,5.59%,12.36%,9.71%,12.40%,13.07%,10.40%,15.22%
32,Profit Margin,4.83%,3.60%,6.55%,4.75%,8.59%,5.24%,6.92%,3.08%,5.41%,5.97%
33,Free Cash Flow Margin,8.63%,-1.69%,2.41%,17.87%,9.73%,7.88%,5.30%,-9.13%,8.04%,-10.79%
34,EBITDA,65.08,53.03,62.56,43.97,72.95,43.65,52.09,46.65,39.35,47.35
35,D&A For EBITDA,33.25,29.25,28.88,24.24,26.65,12.53,16.58,10.12,13.9,7.79
36,EBIT,31.83,23.78,33.68,19.73,46.3,31.11,35.51,36.53,25.44,39.56
