,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,39335,41488,36715,-,32848,-,33341,33341,37562,37562,28014,28014,19800,19800,18977,18977,20174,20174,19281,19281,Upgrade
1,Cash & Short-Term Investments,39335,41488,36715,-,32848,33341,33341,33341,37562,37562,28014,28014,19800,19800,18977,18977,20174,20174,19281,19281,Upgrade
2,Cash Growth,19.75%,24.43%,10.12%,-,-12.55%,-11.24%,19.02%,19.02%,89.71%,89.71%,47.62%,47.62%,-1.86%,-1.86%,-1.58%,-1.58%,44.14%,44.14%,22.52%,22.52%,Upgrade
3,Accounts Receivable,48948,35355,37250,-,31011,-,34392,34392,22132,22132,31549,31549,25800,25800,27868,27868,24941,24941,25845,25845,Upgrade
4,Other Receivables,341,421.6,173,-,209.66,-,121.02,121.02,212.62,212.62,140.35,140.35,79.78,79.78,224.61,224.61,134.49,134.49,26.71,26.71,Upgrade
5,Receivables,49289,35777,37423,-,31220,-,34513,34513,22344,22344,31689,31689,25880,25880,28093,28093,25075,25075,25872,25872,Upgrade
6,Inventory,18133,13336,14712,-,11738,-,10822,10822,7567,7567,5522,5522,3948,3948,3691,3691,4232,4232,4821,4821,Upgrade
7,Other Current Assets,5642,4497,20000,-,794.34,-,386.9,386.9,273.89,273.89,70.8,70.8,116.51,116.51,174.42,174.42,33.63,33.63,40.39,40.39,Upgrade
8,Total Current Assets,112399,95097,108850,-,76600,-,79064,79064,67748,67748,65296,65296,49744,49744,50935,50935,49515,49515,50014,50014,Upgrade
9,"Property, Plant & Equipment",27333,27449,27122,-,35143,-,32201,32201,32362,32362,30859,30859,26317,26317,26574,26574,26509,26509,27070,27070,Upgrade
10,Long-Term Investments,31953,32345,15868,-,15883,-,14519,14519,11491,11491,10556,10556,9534,9534,9689,9689,9229,9229,8837,8837,Upgrade
11,Goodwill,34,34.22,34,-,64.31,-,61.42,61.42,73.27,73.27,58.19,58.19,42.81,42.81,42.81,42.81,42.81,42.81,42.81,42.81,Upgrade
12,Long-Term Accounts Receivable,5351,4917,1555,-,1635,-,1458,1458,1131,1131,800.51,800.51,734.51,734.51,952.36,952.36,655.94,655.94,268.9,268.9,Upgrade
13,Long-Term Deferred Tax Assets,7939,7268,6731,-,5407,-,4573,4573,3216,3216,2435,2435,1117,1117,970.01,970.01,980.54,980.54,865.61,865.61,Upgrade
14,Long-Term Deferred Charges,27128,26328,25491,-,25473,-,22548,22548,21333,21333,20901,20901,18304,18304,18610,18610,18091,18091,17598,17598,Upgrade
15,Other Long-Term Assets,3557,3579,3578,-,4073,-,3402,3402,3445,3445,3436,3436,3006,3006,3043,3043,3191,3191,3231,3231,Upgrade
16,Total Assets,215694,197017,189229,-,164279,-,157826,157826,140799,140799,134341,134341,108799,108799,110816,110816,108215,108215,107928,107928,Upgrade
17,Accounts Payable,102951,85530,82253,-,72626,-,45557,45557,31317,31317,32113,32113,24642,24642,30229,30229,27499,27499,33758,33758,Upgrade
18,Accrued Expenses,-,-,-,-,-,-,9503,9503,6666,6666,7657,7657,4630,4630,5125,5125,4260,4260,4919,4919,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,-,-,1485,1485,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Current Portion of Long-Term Debt,30,30,-,-,-,-,2062,2062,4461,4461,1907,1907,-,-,-,-,-,-,-,-,Upgrade
21,Current Portion of Leases,742,753.59,612,-,697.71,-,556.58,556.58,288.71,288.71,198.29,198.29,36.77,36.77,30.38,30.38,29.54,29.54,37.22,37.22,Upgrade
22,Current Income Taxes Payable,1004,673.67,454,-,397.23,-,773.01,773.01,179.54,179.54,852.74,852.74,489.96,489.96,340.19,340.19,265.44,265.44,615.89,615.89,Upgrade
23,Current Unearned Revenue,-,985.88,-,-,475.59,-,6560,6560,7577,7577,10661,10661,5150,5150,3305,3305,5619,5619,6401,6401,Upgrade
24,Other Current Liabilities,-,2195,7587,-,61.91,-,3942,3942,6746,6746,6962,6962,3452,3452,2856,2856,4578,4578,2796,2796,Upgrade
25,Total Current Liabilities,104727,90168,90906,-,74258,-,68953,68953,58719,58719,60351,60351,38402,38402,41887,41887,42252,42252,48526,48526,Upgrade
26,Long-Term Debt,6721,5270,5491,-,4104,-,8758,8758,6468,6468,1901,1901,3870,3870,3909,3909,4233,4233,4149,4149,Upgrade
27,Long-Term Leases,1875,1977,2047,-,1587,-,1779,1779,1308,1308,502.49,502.49,13.98,13.98,11.92,11.92,15.01,15.01,26.37,26.37,Upgrade
28,Long-Term Unearned Revenue,-,2467,-,-,2035,-,1602,1602,1144,1144,961.7,961.7,639.13,639.13,385.56,385.56,230.55,230.55,-,-,Upgrade
29,Long-Term Deferred Tax Liabilities,659,560,829,-,540.77,-,537.89,537.89,630.29,630.29,404.56,404.56,304.33,304.33,408.63,408.63,362.79,362.79,301.12,301.12,Upgrade
30,Other Long-Term Liabilities,2984,397.15,2729,-,550.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
31,Total Liabilities,116966,100839,102002,-,83075,-,81631,81631,68270,68270,64120,64120,43230,43230,46602,46602,47093,47093,53003,53003,Upgrade
32,Common Stock,184,183.81,184,-,183.69,-,183.69,183.69,183.05,183.05,183.02,183.02,179.74,179.74,179.67,179.67,179.63,179.63,167.73,167.73,Upgrade
33,Additional Paid-In Capital,-,18167,-,-,18020,-,18020,18020,17217,17217,17205,17205,13810,13810,13780,13780,13749,13749,7592,7592,Upgrade
34,Retained Earnings,-,64357,-,-,52299,-,52715,52715,49077,49077,49380,49380,46976,46976,46271,46271,43096,43096,42980,42980,Upgrade
35,Comprehensive Income & Other,91900,6917,82526,-,6067,-,4212,4212,4584,4584,1838,1838,4046,4046,3400,3400,3533,3533,3696,3696,Upgrade
36,Total Common Equity,92084,89625,82710,-,76569,75130,75130,75130,71062,71062,68606,68606,65012,65012,63631,63631,60557,60557,54436,54436,Upgrade
37,Minority Interest,6644,6553,4517,-,4634,-,1065,1065,1467,1467,1615,1615,557.36,557.36,582.15,582.15,564.92,564.92,488.84,488.84,Upgrade
38,Shareholders' Equity,98728,96178,87227,-,81204,76196,76196,76196,72529,72529,70221,70221,65569,65569,64213,64213,61122,61122,54924,54924,Upgrade
39,Total Liabilities & Equity,215694,197017,189229,-,164279,-,157826,157826,140799,140799,134341,134341,108799,108799,110816,110816,108215,108215,107928,107928,Upgrade
40,Total Debt,9368,8031,8150,-,6389,13156,13156,13156,14010,14010,4509,4509,3921,3921,3952,3952,4278,4278,4213,4213,Upgrade
41,Net Cash (Debt),29967,33457,28565,-,26459,20185,20185,20185,23552,23552,23505,23505,15879,15879,15025,15025,15897,15897,15068,15068,Upgrade
42,Net Cash Growth,13.26%,65.75%,41.52%,-,12.34%,-14.30%,-14.13%,-14.13%,48.33%,48.33%,56.44%,56.44%,-0.11%,-0.11%,-0.29%,-0.29%,51.12%,51.12%,22.37%,22.37%,Upgrade
